Bowflex Max Trainer,CAM30841 icaosgctsl2,,7/12/2017,7/10/2017,1,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,,7/12/2017,7/10/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/12/2017,7/10/2017,3,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,7/12/2017,7/12/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/12/2017,7/10/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/12/2017,7/10/2017,3,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,,7/12/2017,7/10/2017,1,Online Search,Web
Treadclimber,CAM36902 SAWDPETPRINT12B,,7/12/2017,7/10/2017,1,Electronic - Print,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,7/12/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,7/12/2017,7/12/2017,7/10/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/12/2017,7/10/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45439 ICAOFG2DFEED1,,7/12/2017,7/10/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,7/12/2017,7/12/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/12/2017,7/10/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,7/12/2017,7/12/2017,7/10/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,7/12/2017,7/12/2017,7/10/2017,1,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/12/2017,7/10/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50608 KVOSC120MX121KST,7/12/2017,7/12/2017,7/10/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/12/2017,7/10/2017,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM50757 TLN*C120MX121KST,7/12/2017,7/12/2017,7/10/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51105 CTV2C120M101VKST,,7/12/2017,7/10/2017,1,Short Form,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,,7/13/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,7/13/2017,7/13/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/13/2017,7/10/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/13/2017,7/13/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/13/2017,7/10/2017,6,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,,7/13/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30851 icaosgcwsl6,,7/13/2017,7/10/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/13/2017,7/10/2017,4,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/13/2017,7/10/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/13/2017,7/10/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,7/13/2017,7/13/2017,7/10/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40992 icaosbcgl1,,7/13/2017,7/10/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,7/13/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,7/13/2017,7/13/2017,7/10/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/13/2017,7/10/2017,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/13/2017,7/10/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/13/2017,7/10/2017,5,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,,7/13/2017,7/10/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/13/2017,7/10/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48229 SAWICAOXFBDSCODE,,7/13/2017,7/10/2017,1,Online Social,Call Center Internal
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/13/2017,7/10/2017,4,Online Social,Web
Bowflex Home Gyms,CAM48236 ICAOXFBGSCODE002,,7/13/2017,7/10/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50695 OLN*C120MX121KST,,7/13/2017,7/10/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/13/2017,7/10/2017,1,Online Display,Web
Bowflex Home Gyms,CAM50720 ICAODG2GDL1,,7/13/2017,7/10/2017,1,Online Display,Web
Bowflex Brand,CAM29862 icawbowflexca,,7/14/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/14/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/14/2017,7/14/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/14/2017,7/10/2017,4,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/14/2017,7/10/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,7/14/2017,7/14/2017,7/10/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,,7/14/2017,7/10/2017,1,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,,7/14/2017,7/10/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/14/2017,7/10/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/14/2017,7/10/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,7/14/2017,7/10/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/14/2017,7/10/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,,7/14/2017,7/10/2017,1,Online Search,Web
Treadclimber,CAM45628 ICAOSBCESL2,,7/14/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,7/14/2017,7/14/2017,7/10/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/14/2017,7/10/2017,2,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,,7/14/2017,7/10/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,,7/14/2017,7/10/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,,7/14/2017,7/10/2017,1,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM45694 ICASESF14B,,7/14/2017,7/10/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48221 ICAOXFBTSCODE002,,7/14/2017,7/10/2017,1,Online Social,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/14/2017,7/10/2017,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/14/2017,7/10/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/14/2017,7/10/2017,2,Online Display,Web
Bowflex Brand,CAM29862 icawbowflexca,,7/15/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/15/2017,7/10/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/15/2017,7/15/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/15/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/15/2017,7/10/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,,7/15/2017,7/10/2017,2,Online Search,Web
Treadclimber,CAM30842 icaosgctsl3,7/15/2017,7/15/2017,7/10/2017,1,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,,7/15/2017,7/10/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/15/2017,7/10/2017,4,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/15/2017,7/10/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/15/2017,7/10/2017,3,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,,7/15/2017,7/10/2017,2,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,,7/15/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,,7/15/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/15/2017,7/10/2017,8,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,,7/15/2017,7/10/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM47271 ICAOSGCESL10,7/15/2017,7/15/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,7/15/2017,7/15/2017,7/10/2017,1,Online Social,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/15/2017,7/10/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/15/2017,7/10/2017,1,Online Social,Web
Treadclimber,CAM50419 P0317WEWATBOOKP,,7/15/2017,7/10/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50718 ICAODG2TDL1,7/15/2017,7/15/2017,7/10/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50718 ICAODG2TDL1,,7/15/2017,7/10/2017,1,Online Display,Web
Treadclimber,CAM50718 ICAODG2TDL1,,7/15/2017,7/10/2017,2,Online Display,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/15/2017,7/10/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,,7/15/2017,7/10/2017,2,Online Display,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/16/2017,7/10/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/16/2017,7/10/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/16/2017,7/10/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,,7/16/2017,7/10/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,7/16/2017,7/16/2017,7/10/2017,1,Online Search,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,,7/16/2017,7/10/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/16/2017,7/10/2017,5,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/16/2017,7/10/2017,4,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/16/2017,7/10/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,,7/16/2017,7/10/2017,2,Online Search,Web
Treadclimber,CAM40992 icaosbcgl1,,7/16/2017,7/10/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,7/16/2017,7/10/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/16/2017,7/10/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/16/2017,7/10/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,7/16/2017,7/10/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/16/2017,7/10/2017,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,7/16/2017,7/16/2017,7/10/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,7/16/2017,7/16/2017,7/10/2017,1,Online Display,Web
Treadclimber,CAM50719 ICAODG2EDL1,7/16/2017,7/16/2017,7/10/2017,1,Online Display,Web
Bowflex Home Gyms,CAM50720 ICAODG2GDL1,7/16/2017,7/16/2017,7/10/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,,7/16/2017,7/10/2017,1,Online Display,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/17/2017,7/17/2017,1,Un-Sourced,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,,7/17/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,7/17/2017,7/17/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/17/2017,7/17/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/17/2017,7/17/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/17/2017,7/17/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/17/2017,7/17/2017,5,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,,7/17/2017,7/17/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,7/17/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Brand,CAM31266 icaosgcgl1,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/17/2017,7/17/2017,2,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Revolution,CAM37662 icaosgcwsl23,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,,7/17/2017,7/17/2017,1,Online Search,Web
Treadclimber,CAM45437 ICAOFG2TFEED1,7/17/2017,7/17/2017,7/17/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/17/2017,7/17/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/17/2017,7/17/2017,2,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,,7/17/2017,7/17/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,,7/17/2017,7/17/2017,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM45694 ICASESF14B,,7/17/2017,7/17/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,7/17/2017,7/17/2017,7/17/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48225 ICAOXFBESCODE001,,7/17/2017,7/17/2017,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/17/2017,7/17/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/17/2017,7/17/2017,2,Online Social,Web
Bowflex Max Trainer,CAM48448 GMASN60*JACKDTIC,,7/17/2017,7/17/2017,1,Short Form,Call Center Internal
Treadclimber,CAM48479 ICAOSGCTSL13,,7/17/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM49055 WNATC120J14FSKST,7/17/2017,7/17/2017,7/17/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM50255 SAWDODG2E,,7/17/2017,7/17/2017,1,Online Display,Call Center Internal
Bowflex Selecttech Dumbbells,CAM50255 SAWDODG2E,,7/17/2017,7/17/2017,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/17/2017,7/17/2017,2,Online Display,Web
Treadclimber,CAM51523 IFC*N60*M350STIC,,7/17/2017,7/17/2017,1,Short Form,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,,7/18/2017,7/17/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/18/2017,7/17/2017,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/18/2017,7/17/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/18/2017,7/17/2017,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,7/18/2017,7/18/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/18/2017,7/17/2017,6,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/18/2017,7/17/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/18/2017,7/17/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,,7/18/2017,7/17/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,,7/18/2017,7/17/2017,1,Online Search,Web
Treadclimber,CAM45437 ICAOFG2TFEED1,7/18/2017,7/18/2017,7/17/2017,1,Online Shopping,Web
Bowflex Revolution,CAM45439 ICAOFG2DFEED1,,7/18/2017,7/17/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/18/2017,7/17/2017,3,Online Shopping,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,,7/18/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/18/2017,7/17/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,,7/18/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,7/18/2017,7/18/2017,7/17/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,,7/18/2017,7/17/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/18/2017,7/17/2017,2,Online Social,Web
Bowflex Home Gyms,CAM48236 ICAOXFBGSCODE002,7/18/2017,7/18/2017,7/17/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/18/2017,7/17/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,,7/18/2017,7/17/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51557 OLN*C120M350CKST,7/18/2017,7/18/2017,7/17/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/19/2017,7/17/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,7/19/2017,7/17/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,7/19/2017,7/19/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/19/2017,7/17/2017,8,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/19/2017,7/19/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/19/2017,7/17/2017,5,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/19/2017,7/17/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,,7/19/2017,7/17/2017,6,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,7/19/2017,7/19/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,7/19/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,,7/19/2017,7/17/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30891 SAWICAOSGCW,,7/19/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/19/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,7/19/2017,7/19/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/19/2017,7/17/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/19/2017,7/17/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,,7/19/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,7/19/2017,7/17/2017,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/19/2017,7/17/2017,8,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/19/2017,7/17/2017,4,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,7/19/2017,7/19/2017,7/17/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/19/2017,7/17/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/19/2017,7/17/2017,1,Online Social,Web
Treadclimber,CAM49424 DOSG2T,,7/19/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50718 ICAODG2TDL1,,7/19/2017,7/17/2017,1,Online Display,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/20/2017,7/17/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/20/2017,7/20/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/20/2017,7/17/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/20/2017,7/17/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,7/20/2017,7/20/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,7/20/2017,7/17/2017,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,,7/20/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30891 SAWICAOSGCW,,7/20/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/20/2017,7/17/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/20/2017,7/17/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/20/2017,7/17/2017,2,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,,7/20/2017,7/17/2017,1,Online Search,Web
Treadclimber,CAM44446 icaosbidsl1,,7/20/2017,7/17/2017,1,Online Search,Web
Treadclimber,CAM45437 ICAOFG2TFEED1,,7/20/2017,7/17/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,,7/20/2017,7/17/2017,4,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,,7/20/2017,7/17/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,,7/20/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,,7/20/2017,7/17/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45699 SAWICAEEMAX,,7/20/2017,7/17/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM47283 ICAOSGCDSL12,,7/20/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,,7/20/2017,7/17/2017,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48226 ICAOXFBESCODE002,,7/20/2017,7/17/2017,1,Online Social,Web
Treadclimber,CAM48226 ICAOXFBESCODE002,,7/20/2017,7/17/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,,7/20/2017,7/17/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,7/20/2017,7/20/2017,7/17/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,,7/20/2017,7/17/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,,7/20/2017,7/17/2017,2,Online Display,Web
Bowflex Max Trainer,CAM51563 CMTCC120M350CKST,7/20/2017,7/20/2017,7/17/2017,1,Short Form,Call Center Internal
Bowflex Brand,CAM29862 icawbowflexca,,7/21/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,,7/21/2017,7/17/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,7/21/2017,7/21/2017,7/17/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,,7/21/2017,7/17/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,,7/21/2017,7/17/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,,7/21/2017,7/17/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,,7/21/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,7/21/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,1,Online Search,Call Center Internal
Treadclimber,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,1,Online Search,Call Center Internal
Bowflex Brand,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,7/21/2017,7/21/2017,7/17/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,,7/21/2017,7/17/2017,2,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,7/21/2017,7/17/2017,1,Electronic - UnSourced,Call Center Internal
