US Electronic Short Form Leads
NAUT8002433968201411171656ELED00000100000059501406CUS-19811625               DDCESAWBFXNLS
NAUT8002615850201411170723ELED00000100000025314304CUS-19810152               DSEESF14FBMT
NAUT8002615850201411170730ELED00000100000052804563CUS-19810174               DSEESF14FBMT
NAUT8002615850201411171046ELED00000100000022191301CUS-19810691               DSEESF14FBMT
NAUT8002615850201411171256ELED00000100000078213210CUS-19811050               DSEESF14FBMT
NAUT8002615850201411171351ELED00000100000054501715CUS-19811172               DSEESF14FBMT
NAUT8002615850201411171404ELED00000100000094710510CUS-19811210               DSEESF14FBMT
NAUT8002615850201411171421ELED00000100000090293310CUS-19811257               DSEESF14FBMT
NAUT8002615850201411171458ELED00000100000010303917CUS-19811314               DSEESF14FBMT
NAUT8002615850201411171529ELED00000100000028105704CUS-19811388               DSEESF14FBMT
NAUT8002615850201411171549ELED00000100000077354832CUS-19811451               DSEESF14FBMT
NAUT8002615850201411171646ELED00000100000091010626CUS-19811614               DSEESF14FBMT
NAUT8002615850201411171708ELED00000100000030736423CUS-19811669               DSEESF14FBMT
NAUT8002615850201411171728ELED00000100000034683727CUS-19811734               DSEESF14FBMT
NAUT8002615850201411171834ELED00000100000011208347CUS-19811883               DSEESF14FBMT
NAUT8002615850201411171900ELED00000100000007003973CUS-19811924               DSEESF14FBMT
NAUT8002615850201411171950ELED00000100000070123504CUS-19811993               DSEESF14FBMT
NAUT8002615850201411172043ELED00000100000011795516CUS-19812102               DSEESF14FBMT
NAUT8002615850201411172044ELED00000100000017111717CUS-19812106               DSEESF14FBMT
NAUT8002615850201411172044ELED00000100000032920321CUS-19812105               DSEESF14FBMT
NAUT8002615850201411172117ELED00000100000094580CUS-19812128               DSEESF14FBMT
NAUT8002696045201411170712ELED00000100000043230614CUS-19810111               dsetsf11gTRC
NAUT8002696045201411170713ELED00000100000032904321CUS-19810112               dsetsf11gTRC
NAUT8002696045201411170713ELED00000100000081631970CUS-19810114               dsetsf11gTRC
NAUT8002696045201411170714ELED00000100000012870518CUS-19810118               dsetsf11gTRC
NAUT8002696045201411170714ELED00000100000019317610CUS-19810115               dsetsf11gTRC
NAUT8002696045201411170715ELED00000100000056273320CUS-19810122               dsetsf11gTRC
NAUT8002696045201411170715ELED00000100000066441785CUS-19810120               dsetsf11gTRC
NAUT8002696045201411170716ELED00000100000013045607CUS-19810128               dsetsf11gTRC
NAUT8002696045201411170716ELED00000100000060446640CUS-19810127               dsetsf11gTRC
NAUT8002696045201411170717ELED00000100000036535251CUS-19810130               dsetsf11gTRC
NAUT8002696045201411170717ELED00000100000097365541CUS-19810133               dsetsf11gTRC
NAUT8002696045201411170756ELED00000100000016669814CUS-19810244               dsetsf11gTRC
NAUT8002696045201411171052ELED00000100000006470203CUS-19810702               dsetsf11gTRC
NAUT8002696045201411171154ELED00000100000099021509CUS-19810883               dsetsf11gTRC
NAUT8002696045201411171226ELED00000100000021776301CUS-19810974               dsetsf11gTRC
NAUT8002696045201411171458ELED00000100000098683360CUS-19811315               dsetsf11gTRC
NAUT8002696045201411171500ELED00000100000011787631CUS-19811319               dsetsf11gTRC
NAUT8002696045201411171646ELED00000100000066420785CUS-19811610               dsetsf11gTRC
NAUT8002696045201411171701ELED00000100000046176317CUS-19811639               dsetsf11gTRC
NAUT8002696045201411171701ELED00000100000082421307CUS-19811642               dsetsf11gTRC
NAUT8002696045201411171702ELED00000100000022815540CUS-19811645               dsetsf11gTRC
NAUT8002696045201411171702ELED00000100000035768256CUS-19811648               dsetsf11gTRC
NAUT8002696045201411171707ELED00000100000028020704CUS-19811666               dsetsf11gTRC
NAUT8002696045201411171758ELED00000100000085281602CUS-19811806               dsetsf11gTRC
NAUT8002696045201411172032ELED00000100000023601757CUS-19812086               dsetsf11gTRC
NAUT8002696045201411172042ELED00000100000077071713CUS-19812100               dsetsf11gTRC
NAUT8002952928201411171137ELED00000100000011203347CUS-19810841               dseesf14cBMT
NAUT8002952928201411171137ELED00000100000032446850CUS-19810843               dseesf14cBMT
NAUT8002952928201411171257ELED00000100000017545717CUS-19811052               dseesf14cBMT
NAUT8002952928201411171505ELED00000100000025405304CUS-19811340               dseesf14cBMT
NAUT8002952928201411171638ELED00000100000000771787CUS-19811590               dseesf14cBMT
NAUT8002952928201411171823ELED00000100000013439CUS-19811849               dseesf14cBMT
NAUT8002952928201411171832ELED00000100000060558312CUS-19811875               dseesf14cBMT
NAUT8002952928201411171835ELED00000100000013439315CUS-19811885               dseesf14cBMT
NAUT8002952928201411171948ELED00000100000032308850CUS-19811987               dseesf14cBMT
NAUT8002999526201411171652ELED00000100000017036717CUS-19811618               DDCESAWBFXCMABFX
NAUT8003310360201411170723ELED00000100000033027954CUS-19810151               DSEESF14JBMT
NAUT8003310360201411170820ELED00000100000023294804CUS-19810310               DSEESF14JBMT
NAUT8003310360201411170952ELED00000100000083634208CUS-19810530               DSEESF14JBMT
NAUT8003310360201411170953ELED00000100000078207979CUS-19810532               DSEESF14JBMT
NAUT8003310360201411170953ELED00000100000095357209CUS-19810534               DSEESF14JBMT
NAUT8003310360201411170954ELED00000100000080526970CUS-19810538               DSEESF14JBMT
NAUT8003310360201411171008ELED00000100000095050408CUS-19810571               DSEESF14JBMT
NAUT8003310360201411171816ELED00000100000024251423CUS-19811831               DSEESF14JBMT
NAUT8003310360201411171817ELED00000100000090650310CUS-19811835               DSEESF14JBMT
NAUT8003310360201411171818ELED00000100000073096580CUS-19811836               DSEESF14JBMT
NAUT8003310360201411171818ELED00000100000076691254CUS-19811838               DSEESF14JBMT
NAUT8004018947201411170642ELED00000100000075241214CUS-19810068               dsetsf11aTRC
NAUT8004018947201411170831ELED00000100000046037317CUS-19810330               dsetsf11aTRC
NAUT8004018947201411170847ELED00000100000020695301CUS-19810362               dsetsf11aTRC
NAUT8004018947201411170925ELED00000100000027527919CUS-19810444               dsetsf11aTRC
NAUT8004018947201411170948ELED00000100000001824978CUS-19810511               dsetsf11aTRC
NAUT8004018947201411170957ELED00000100000006712CUS-19810549               dsetsf11aTRC
NAUT8004018947201411171108ELED00000100000033647813CUS-19810749               dsetsf11aTRC
NAUT8004018947201411171110ELED00000100000029681864CUS-19810757               dsetsf11aTRC
NAUT8004018947201411171158ELED00000100000043207614CUS-19810899               dsetsf11aTRC
NAUT8004018947201411171222ELED00000100000094510925CUS-19810961               dsetsf11aTRC
NAUT8004018947201411171223ELED00000100000051501712CUS-19810967               dsetsf11aTRC
NAUT8004018947201411171322ELED00000100000099338561CUS-19811102               dsetsf11aTRC
NAUT8004018947201411171347ELED00000100000010603917CUS-19811160               dsetsf11aTRC
NAUT8004018947201411171414ELED00000100000011767631CUS-19811235               dsetsf11aTRC
NAUT8004018947201411171543ELED00000100000026041304CUS-19811425               dsetsf11aTRC
NAUT8004018947201411171714ELED00000100000094585707CUS-19811688               dsetsf11aTRC
NAUT8004018947201411171731ELED00000100000075104469CUS-19811745               dsetsf11aTRC
NAUT8004018947201411171800ELED00000100000004011207CUS-19811808               dsetsf11aTRC
NAUT8004018947201411171814ELED00000100000043232614CUS-19811826               dsetsf11aTRC
NAUT8004018947201411171913ELED00000100000090810424CUS-19811944               dsetsf11aTRC
NAUT8004018947201411172113ELED00000100000010703914CUS-19812125               dsetsf11aTRC
NAUT8004018947201411172114ELED00000100000012203518CUS-19812126               dsetsf11aTRC
NAUT8004018947201411172127ELED00000100000053536608CUS-19812135               dsetsf11aTRC
NAUT8004018947201411172157ELED00000100000085383623CUS-19812158               dsetsf11aTRC
NAUT8004018947201411172158ELED00000100000019027267CUS-19812159               dsetsf11aTRC
NAUT8004018947201411172158ELED00000100000090046818CUS-19812161               dsetsf11aTRC
NAUT8004019174201411171226ELED00000100000040962606CUS-19810972               dsetsf11cTRC
NAUT8004368368201411170804ELED00000100000034608352CUS-19810270               DSETDIRTRC
NAUT8004368368201411170815ELED00000100000027521910CUS-19810291               DSETDIRTRC
NAUT8004368368201411170818ELED00000100000029045803CUS-19810303               DSETDIRTRC
NAUT8004368368201411170847ELED00000100000076513254CUS-19810363               DSETDIRTRC
NAUT8004368368201411170903ELED00000100000075755903CUS-19810399               DSETDIRTRC
NAUT8004368368201411170905ELED00000100000027954252CUS-19810405               DSETDIRTRC
NAUT8004368368201411170905ELED00000100000071655870CUS-19810403               DSETDIRTRC
NAUT8004368368201411170919ELED00000100000043102740CUS-19810425               DSETDIRTRC
NAUT8004368368201411170920ELED00000100000014904607CUS-19810426               DSETDIRTRC
NAUT8004368368201411170921ELED00000100000002740774CUS-19810430               DSETDIRTRC
NAUT8004368368201411170921ELED00000100000075801903CUS-19810431               DSETDIRTRC
NAUT8004368368201411170922ELED00000100000078599956CUS-19810434               DSETDIRTRC
NAUT8004368368201411170922ELED00000100000081007719CUS-19810432               DSETDIRTRC
NAUT8004368368201411170935ELED00000100000020866301CUS-19810470               DSETDIRTRC
NAUT8004368368201411170942ELED00000100000011772CUS-19810488               DSETDIRTRC
NAUT8004368368201411171003ELED00000100000091105626CUS-19810558               DSETDIRTRC
NAUT8004368368201411171054ELED00000100000093551323CUS-19810708               DSETDIRTRC
NAUT8004368368201411171126ELED00000100000006335860CUS-19810806               DSETDIRTRC
NAUT8004368368201411171128ELED00000100000032136386CUS-19810811               DSETDIRTRC
NAUT8004368368201411171129ELED00000100000030222706CUS-19810814               DSETDIRTRC
NAUT8004368368201411171130ELED00000100000067217316CUS-19810819               DSETDIRTRC
NAUT8004368368201411171132ELED00000100000024101540CUS-19810828               DSETDIRTRC
NAUT8004368368201411171155ELED00000100000057769605CUS-19601266               DSETDIRTRC
NAUT8004368368201411171202ELED00000100000035023205CUS-19810918               DSETDIRTRC
NAUT8004368368201411171239ELED00000100000053572608CUS-19811000               DSETDIRTRC
NAUT8004368368201411171304ELED00000100000014904607CUS-19811067               DSETDIRTRC
NAUT8004368368201411171442ELED00000100000050170515CUS-19811292               DSETDIRTRC
NAUT8004368368201411171444ELED00000100000098626360CUS-19811298               DSETDIRTRC
NAUT8004368368201411171643ELED00000100000031322912CUS-19811602               DSETDIRTRC
NAUT8004368368201411171658ELED00000100000036523251CUS-19811630               DSETDIRTRC
NAUT8004368368201411171700ELED00000100000043140740CUS-19811636               DSETDIRTRC
NAUT8004368368201411171703ELED00000100000071603870CUS-19811649               DSETDIRTRC
NAUT8004368368201411171705ELED00000100000046303219CUS-19811657               DSETDIRTRC
NAUT8004368368201411171744ELED00000100000004563207CUS-19811764               DSETDIRTRC
NAUT8004368368201411171831ELED00000100000080439303CUS-19811869               DSETDIRTRC
NAUT8004767098201411170900ELED00000100000033882954CUS-19810389               dsetsf11hTRC
NAUT8004767098201411171401ELED00000100000060447331CUS-19811201               dsetsf11hTRC
NAUT8004767098201411171414ELED00000100000007724732CUS-19811236               dsetsf11hTRC
NAUT8004767098201411171701ELED00000100000019015610CUS-19811643               dsetsf11hTRC
NAUT8004767098201411171707ELED00000100000054937920CUS-19811665               dsetsf11hTRC
NAUT8004767098201411171729ELED00000100000043302740CUS-19811738               dsetsf11hTRC
NAUT8004767098201411171730ELED00000100000010471917CUS-19811741               dsetsf11hTRC
NAUT8004767098201411171926ELED00000100000019006267CUS-19811958               dsetsf11hTRC
NAUT8004767098201411171943ELED00000100000055021507CUS-19811972               dsetsf11hTRC
NAUT8004767098201411172158ELED00000100000094521925CUS-19812162               dsetsf11hTRC
NAUT8004767098201411172359ELED00000100000099515907CUS-19812218               dsetsf11hTRC
NAUT8005258332201411170822ELED00000100000046240574CUS-19810316               DSEESF14EBMT
NAUT8005258332201411171621ELED00000100000033809863CUS-19811530               DSEESF14EBMT
NAUT8005258332201411171709ELED00000100000011772631CUS-19811674               DSEESF14EBMT
NAUT8005258332201411172019ELED00000100000048532810CUS-19812047               DSEESF14EBMT
NAUT8005361847201411170242ELED00000100000079602325CUS-19809975               dseesf14dBMT
NAUT8005361847201411170806ELED00000100000049083269CUS-19810275               dseesf14dBMT
NAUT8005361847201411171506ELED00000100000021403443CUS-19811343               dseesf14dBMT
NAUT8005361847201411171506ELED00000100000028590252CUS-19811344               dseesf14dBMT
NAUT8005361847201411171509ELED00000100000031907CUS-19811353               dseesf14dBMT
NAUT8005361847201411171529ELED00000100000030292CUS-19811393               dseesf14dBMT
NAUT8005361847201411171757ELED00000100000010710914CUS-19811797               dseesf14dBMT
NAUT8006188853201411170735ELED00000100000039150601CUS-5644316               SAWWEBBFBFX
NAUT8006566904201411171228ELED00000100000028590252CUS-19810981               DSEESF14HBMT
NAUT8006566904201411171229ELED00000100000092251760CUS-19810982               DSEESF14HBMT
NAUT8006566904201411171231ELED00000100000018705CUS-19810986               DSEESF14HBMT
NAUT8006566904201411171231ELED00000100000025882304CUS-19810985               DSEESF14HBMT
NAUT8006566904201411171245ELED00000100000019977302CUS-19811022               DSEESF14HBMT
NAUT8006566904201411171245ELED00000100000039705662CUS-19811021               DSEESF14HBMT
NAUT8006566904201411171557ELED00000100000084106CUS-19811461               DSEESF14HBMT
NAUT8006566904201411171603ELED00000100000057106CUS-19811480               DSEESF14HBMT
NAUT8006566904201411171606ELED00000100000081504CUS-19811489               DSEESF14HBMT
NAUT8006566904201411171618ELED00000100000070460985CUS-19811522               DSEESF14HBMT
NAUT8006566904201411171619ELED00000100000089445775CUS-19811524               DSEESF14HBMT
NAUT8006566904201411171620ELED00000100000099610907CUS-19811527               DSEESF14HBMT
NAUT8006566904201411171621ELED00000100000014020585CUS-19811531               DSEESF14HBMT
NAUT8006566904201411171634ELED00000100000045612740CUS-19811575               DSEESF14HBMT
NAUT8006566904201411171634ELED00000100000086004928CUS-19811576               DSEESF14HBMT
NAUT8006566904201411171635ELED00000100000092346909CUS-19811580               DSEESF14HBMT
NAUT8006566904201411171638ELED00000100000016504814CUS-19811589               DSEESF14HBMT
NAUT8006566904201411171717ELED00000100000048855517CUS-19811704               DSEESF14HBMT
NAUT8006566904201411171718ELED00000100000023320757CUS-19811707               DSEESF14HBMT
NAUT8006566904201411171718ELED00000100000061536309CUS-19811706               DSEESF14HBMT
NAUT8006566904201411171719ELED00000100000038111901CUS-19811710               DSEESF14HBMT
NAUT8006566904201411171720ELED00000100000079761432CUS-19811713               DSEESF14HBMT
NAUT8007075879201411170227ELED00000100000091932619CUS-19809970               dsetsf11eTRC
NAUT8007075879201411170526ELED00000100000076067940CUS-19810006               dsetsf11eTRC
NAUT8007075879201411170527ELED00000100000014611585CUS-19810008               dsetsf11eTRC
NAUT8007075879201411170527ELED00000100000040356869CUS-19810009               dsetsf11eTRC
NAUT8007075879201411170529ELED00000100000048442248CUS-19810015               dsetsf11eTRC
NAUT8007075879201411170717ELED00000100000002718508CUS-19810137               dsetsf11eTRC
NAUT8007075879201411170718ELED00000100000011779718CUS-19810139               dsetsf11eTRC
NAUT8007075879201411170718ELED00000100000023103804CUS-19810138               dsetsf11eTRC
NAUT8007075879201411170719ELED00000100000079015440CUS-19810142               dsetsf11eTRC
NAUT8007075879201411170719ELED00000100000079928915CUS-19810141               dsetsf11eTRC
NAUT8007075879201411170720ELED00000100000020747202CUS-19810144               dsetsf11eTRC
NAUT8007075879201411170720ELED00000100000075143903CUS-19810145               dsetsf11eTRC
NAUT8007075879201411170721ELED00000100000016652814CUS-19810148               dsetsf11eTRC
NAUT8007075879201411170721ELED00000100000083801208CUS-19810147               dsetsf11eTRC
NAUT8007075879201411170729ELED00000100000003234603CUS-19810168               dsetsf11eTRC
NAUT8007075879201411170729ELED00000100000071371318CUS-19810170               dsetsf11eTRC
NAUT8007075879201411170730ELED00000100000044131216CUS-19810171               dsetsf11eTRC
NAUT8007075879201411170743ELED00000100000070503337CUS-19810194               dsetsf11eTRC
NAUT8007075879201411170746ELED00000100000017532717CUS-19810207               dsetsf11eTRC
NAUT8007075879201411170746ELED00000100000032579850CUS-19810205               dsetsf11eTRC
NAUT8007075879201411170747ELED00000100000014150716CUS-19810210               dsetsf11eTRC
NAUT8007075879201411170748ELED00000100000038571931CUS-19810213               dsetsf11eTRC
NAUT8007075879201411170759ELED00000100000077520832CUS-19810256               dsetsf11eTRC
NAUT8007075879201411170804ELED00000100000027401336CUS-19810269               dsetsf11eTRC
NAUT8007075879201411170814ELED00000100000021044410CUS-19810289               dsetsf11eTRC
NAUT8007075879201411170816ELED00000100000011432347CUS-19810299               dsetsf11eTRC
NAUT8007075879201411170816ELED00000100000024354276CUS-19810297               dsetsf11eTRC
NAUT8007075879201411170816ELED00000100000078724512CUS-19810295               dsetsf11eTRC
NAUT8007075879201411170828ELED00000100000094533707CUS-19810320               dsetsf11eTRC
NAUT8007075879201411170833ELED00000100000001748617CUS-19810326               SAWSF11EBMT
NAUT8007075879201411170833ELED00000100000001748617CUS-19810326               SAWSF11ETRC
NAUT8007075879201411170933ELED00000100000046933765CUS-19810463               dsetsf11eTRC
NAUT8007075879201411171015ELED00000100000036474334CUS-19810588               dsetsf11eTRC
NAUT8007075879201411171016ELED00000100000037924865CUS-19810592               dsetsf11eTRC
NAUT8007075879201411171016ELED00000100000048363248CUS-19810593               dsetsf11eTRC
NAUT8007075879201411171020ELED00000100000028269704CUS-19810601               dsetsf11eTRC
NAUT8007075879201411171021ELED00000100000025705602CUS-19810607               dsetsf11eTRC
NAUT8007075879201411171040ELED00000100000030340566CUS-19810676               dsetsf11eTRC
NAUT8007075879201411171042ELED00000100000092057760CUS-19810682               dsetsf11eTRC
NAUT8007075879201411171053ELED00000100000033068754CUS-19810705               dsetsf11eTRC
NAUT8007075879201411171107ELED00000100000023602757CUS-19810747               dsetsf11eTRC
NAUT8007075879201411171107ELED00000100000027332919CUS-19810742               dsetsf11eTRC
NAUT8007075879201411171107ELED00000100000075201214CUS-19810743               dsetsf11eTRC
NAUT8007075879201411171108ELED00000100000033990786CUS-19810751               dsetsf11eTRC
NAUT8007075879201411171110ELED00000100000056345320CUS-19810761               dsetsf11eTRC
NAUT8007075879201411171110ELED00000100000090280626CUS-19810758               dsetsf11eTRC
NAUT8007075879201411171111ELED00000100000022901434CUS-19810762               dsetsf11eTRC
NAUT8007075879201411171112ELED00000100000022554999CUS-19810768               dsetsf11eTRC
NAUT8007075879201411171112ELED00000100000076133682CUS-19810771               dsetsf11eTRC
NAUT8007075879201411171112ELED00000100000078224210CUS-19810766               dsetsf11eTRC
NAUT8007075879201411171113ELED00000100000048168248CUS-19810775               dsetsf11eTRC
NAUT8007075879201411171113ELED00000100000091803626CUS-19810773               dsetsf11eTRC
NAUT8007075879201411171114ELED00000100000018103484CUS-19810779               dsetsf11eTRC
NAUT8007075879201411171114ELED00000100000029906609CUS-19810777               dsetsf11eTRC
NAUT8007075879201411171126ELED00000100000078255512CUS-19810805               dsetsf11eTRC
NAUT8007075879201411171130ELED00000100000091377818CUS-19810821               dsetsf11eTRC
NAUT8007075879201411171132ELED00000100000099166509CUS-19810827               dsetsf11eTRC
NAUT8007075879201411171224ELED00000100000045742304CUS-19810970               dsetsf11eTRC
NAUT8007075879201411171400ELED00000100000085023602CUS-19811197               dsetsf11eTRC
NAUT8007075879201411171416ELED00000100000085381480CUS-19811241               dsetsf11eTRC
NAUT8007075879201411171543ELED00000100000011746631CUS-19811427               dsetsf11eTRC
NAUT8007075879201411171631ELED00000100000060178815CUS-19811560               dsetsf11eTRC
NAUT8007075879201411171633ELED00000100000051440712CUS-19811571               dsetsf11eTRC
NAUT8007075879201411171645ELED00000100000070806225CUS-19811608               dsetsf11eTRC
NAUT8007075879201411171759ELED00000100000079707432CUS-19811807               dsetsf11eTRC
NAUT8007075915201411171200ELED00000100000032112386CUS-19810912               dsetsf11bTRC
NAUT8008483965201411170028ELED00000100000011203347CUS-19809941               DSEESF14GBMT
NAUT8008483965201411170045ELED00000100000046214208CUS-19809953               DSEESF14GBMT
NAUT8008483965201411170530ELED00000100000060302312CUS-19810018               DSEESF14GBMT
NAUT8008483965201411170559ELED00000100000048458810CUS-19810033               DSEESF14GBMT
NAUT8008483965201411170723ELED00000100000078521956CUS-19810153               DSEESF14GBMT
NAUT8008483965201411171056ELED00000100000078237210CUS-19810714               DSEESF14GBMT
NAUT8008483965201411171157ELED00000100000021237CUS-19810898               DSEESF14GBMT
NAUT8008483965201411171247ELED00000100000017752570CUS-19811027               DSEESF14GBMT
NAUT8008483965201411171337ELED00000100000023608757CUS-19811140               DSEESF14GBMT
NAUT8008483965201411171352ELED00000100000098092509CUS-19811174               DSEESF14GBMT
NAUT8008483965201411171516ELED00000100000014879607CUS-19541209               DSEESF14GBMT
NAUT8008483965201411171528ELED00000100000041017859CUS-19811386               DSEESF14GBMT
NAUT8008483965201411171601ELED00000100000033062954CUS-19811476               DSEESF14GBMT
NAUT8008483965201411171601ELED00000100000046203317CUS-19811477               DSEESF14GBMT
NAUT8008483965201411171635ELED00000100000095843916CUS-19811578               DSEESF14GBMT
NAUT8008483965201411171647ELED00000100000008075860CUS-19811615               DSEESF14GBMT
NAUT8008483965201411171709ELED00000100000002532508CUS-19811676               DSEESF14GBMT
NAUT8008483965201411171817ELED00000100000061021815CUS-19811832               DSEESF14GBMT
NAUT8008483965201411171818ELED00000100000033026754CUS-19811839               DSEESF14GBMT
NAUT8008483965201411171901ELED00000100000034758322CUS-19811927               DSEESF14GBMT
NAUT8008483965201411171918ELED00000100000039301CUS-19811955               DSEESF14GBMT
NAUT8008483965201411171949ELED00000100000006811203CUS-19811988               DSEESF14GBMT
NAUT8008483965201411172000ELED00000100000078220210CUS-19812012               DSEESF14GBMT
NAUT8008483965201411172021ELED00000100000028314910CUS-19812056               DSEESF14GBMT
NAUT8008483965201411172033ELED00000100000078259210CUS-19812087               DSEESF14GBMT
NAUT8008483965201411172043ELED00000100000018938215CUS-19812104               DSEESF14GBMT
NAUT8008483965201411172045ELED00000100000017512717CUS-19812107               DSEESF14GBMT
NAUT8008483965201411172228ELED00000100000021215443CUS-19812185               DSEESF14GBMT
NAUT8008483965201411172358ELED00000100000095132408CUS-19812216               DSEESF14GBMT
NAUT8008494691201411170013ELED00000100000071277318CUS-19809936               dsetsf11dTRC
NAUT8008494691201411170558ELED00000100000007034973CUS-19810031               dsetsf11dTRC
NAUT8008494691201411170949ELED00000100000033040305CUS-19810516               dsetsf11dTRC
NAUT8008494691201411171005ELED00000100000026301304CUS-19810563               dsetsf11dTRC
NAUT8008494691201411171006ELED00000100000007458201CUS-19810565               dsetsf11dTRC
NAUT8008494691201411171010ELED00000100000089408775CUS-19516400               dsetsf11dTRC
NAUT8008494691201411171021ELED00000100000030153770CUS-19810609               dsetsf11dTRC
NAUT8008494691201411171128ELED00000100000071923870CUS-19810813               dsetsf11dTRC
NAUT8008494691201411171129ELED00000100000083705208CUS-19810815               dsetsf11dTRC
NAUT8008494691201411171152ELED00000100000075126469CUS-19810872               dsetsf11dTRC
NAUT8008494691201411171159ELED00000100000023002804CUS-19810906               dsetsf11dTRC
NAUT8008494691201411171200ELED00000100000033010305CUS-19810910               dsetsf11dTRC
NAUT8008494691201411171203ELED00000100000011530516CUS-19810921               dsetsf11dTRC
NAUT8008494691201411171204ELED00000100000044851CUS-19810923               dsetsf11dTRC
NAUT8008494691201411171222ELED00000100000019543610CUS-19810962               dsetsf11dTRC
NAUT8008494691201411171252ELED00000100000074011918CUS-19811037               dsetsf11dTRC
NAUT8008494691201411171253ELED00000100000007506973CUS-19811040               dsetsf11dTRC
NAUT8008494691201411171254ELED00000100000032425850CUS-19811044               dsetsf11dTRC
NAUT8008494691201411171254ELED00000100000072712425CUS-19811041               dsetsf11dTRC
NAUT8008494691201411171303ELED00000100000078954512CUS-19811063               dsetsf11dTRC
NAUT8008494691201411171305ELED00000100000035650256CUS-19811068               dsetsf11dTRC
NAUT8008494691201411171306ELED00000100000060120708CUS-19811071               dsetsf11dTRC
NAUT8008494691201411171322ELED00000100000018702570CUS-19811104               dsetsf11dTRC
NAUT8008494691201411171324ELED00000100000079912915CUS-19811107               dsetsf11dTRC
NAUT8008494691201411171333ELED00000100000085715520CUS-19811132               dsetsf11dTRC
NAUT8008494691201411171348ELED00000100000072901479CUS-19811161               dsetsf11dTRC
NAUT8008494691201411171349ELED00000100000010512845CUS-19811166               dsetsf11dTRC
NAUT8008494691201411171417ELED00000100000092058951CUS-19811245               dsetsf11dTRC
