US Short Form Leads
NAUT8002431011201602082350LEAD00000100000054911920CUS-20699888               INSPN180WALKATICTRC
NAUT8005098626201602081120LEAD00000100000098311CUS-20698753               SPKEN120J14FSTICBMT
NAUT8005098626201602081150LEAD00000100000092543951CUS-20698808               SPKEN120J14FSTICBMT
NAUT8005098626201602081151LEAD00000100000093725559CUS-20698807               SPKEN120J14FSTICBMT
NAUT8005098626201602081207LEAD00000100000028771828CUS-20055333               SPKEN120J14FSTICBMT
NAUT8005098626201602081714LEAD00000100000099504907CUS-5848202               SPKEN120J14FSTICBMT
NAUT8005106032201602080620LEAD00000100000048836517CUS-20698191               INSPN120HKINGTICTRC
NAUT8005106032201602080729LEAD00000100000028731828CUS-20698277               INSPN120HKINGTICTRC
NAUT8005106032201602080845LEAD00000100000063901573CUS-20698463               INSPN120HKINGTICTRC
NAUT8005106032201602081145LEAD00000100000035645256CUS-20698785               INSPN120HKINGTICTRC
NAUT8005106032201602082141LEAD00000100000036420334CUS-20699826               INSPN120HKINGTICTRC
NAUT8005106069201602081046LEAD00000100000080013720CUS-20698678               SPKEN120HKINGTICTRC
NAUT8005136457201602080727LEAD00000100000065648360CUS-20698275               HERON5MNHAMFSTICBMT
NAUT8005136457201602080737LEAD00000100000092252760CUS-20698279               HERON5MNHAMFSTICBMT
NAUT8005136457201602081127LEAD00000100000060527630CUS-20698763               HERON5MNHAMFSTICBMT
NAUT8005136457201602081138LEAD00000100000036803334CUS-20698790               HERON5MNHAMFSTICBMT
NAUT8005242319201602081126LEAD00000100000060062224CUS-20698762               FOXNN120HKINGTICTRC
NAUT8005259671201602081352LEAD00000100000014624585CUS-20699043               METVN120HKINGTICTRC
NAUT8005259671201602081352LEAD00000100000038668662CUS-20699042               METVN120HKINGTICTRC
NAUT8005259671201602081356LEAD00000100000046402219CUS-20699057               METVN120HKINGTICTRC
NAUT8005259671201602081359LEAD00000100000060050815CUS-20699061               METVN120HKINGTICTRC
NAUT8005259671201602081451LEAD00000100000082604307CUS-20699171               METVN120HKINGTICTRC
NAUT8005259671201602081453LEAD00000100000059401406CUS-20699175               METVN120HKINGTICTRC
NAUT8005259671201602081500LEAD00000100000084604801CUS-20699187               METVN120HKINGTICTRC
NAUT8005259671201602081523LEAD00000100000057026605CUS-20699237               METVN120HKINGTICTRC
NAUT8005259671201602081524LEAD00000100000033913239CUS-20699238               METVN120HKINGTICTRC
NAUT8005259671201602081525LEAD00000100000066441785CUS-20699243               METVN120HKINGTICTRC
NAUT8005259671201602081654LEAD00000100000097405541CUS-20699412               METVN120HKINGTICTRC
NAUT8005431397201602081219LEAD00000100000071403337CUS-20698863               ODORN120J14FSTICBMT
NAUT8005431397201602082137LEAD00000100000015221412CUS-20699823               ODORN120J14FSTICBMT
NAUT8005446035201602080945LEAD00000100000046406219CUS-20698589               VEL*N180JACFSTICBMT
NAUT8005446035201602081248LEAD00000100000070810225CUS-20698909               VEL*N180JACFSTICBMT
NAUT8005446035201602081248LEAD00000100000077642409CUS-20698907               VEL*N180JACFSTICBMT
NAUT8005446035201602081249LEAD00000100000085751520CUS-20698910               VEL*N180JACFSTICBMT
NAUT8005446035201602081318LEAD00000100000092392760CUS-20698973               VEL*N180JACFSTICBMT
NAUT8005461904201602080624LEAD00000100000063017CUS-20698199               GET*N120HKINGTICTRC
NAUT8005461904201602080625LEAD00000100000053224414CUS-20698201               GET*N120HKINGTICTRC
NAUT8005461904201602080751LEAD00000100000060449630CUS-20698294               GET*N120HKINGTICTRC
NAUT8005461904201602080752LEAD00000100000046201317CUS-20698295               GET*N120HKINGTICTRC
NAUT8005461904201602081512LEAD00000100000063501660CUS-20699211               GET*N120HKINGTICTRC
NAUT8006516583201602081516LEAD00000100000050219641CUS-20699220               DISNN60*J14FSTICBMT
NAUT8006912218201602081446LEAD00000100000014624585CUS-20699163               ALIFL60*HKINGTICTRC
NAUT8007050822201602081222LEAD00000100000097741541CUS-20698865               AHALL60*HKINGTICTRC
NAUT8007173430201602080536LEAD00000100000053154414CUS-20698152               HMM*N180HKINGTICTRC
NAUT8007173430201602081301LEAD00000100000049090269CUS-20698934               HMM*N180HKINGTICTRC
NAUT8007173430201602081303LEAD00000100000084105801CUS-20698939               HMM*N180HKINGTICTRC
NAUT8007173430201602081303LEAD00000100000092376909CUS-20698930               HMM*N180HKINGTICTRC
NAUT8007173430201602081304LEAD00000100000021702301CUS-20698945               HMM*N180HKINGTICTRC
NAUT8007173430201602081304LEAD00000100000042066270CUS-20698943               HMM*N180HKINGTICTRC
NAUT8007173430201602081308LEAD00000100000053551920CUS-20698941               HMM*N180HKINGTICTRC
NAUT8007173430201602081309LEAD00000100000023456757CUS-20698955               HMM*N180HKINGTICTRC
NAUT8007173430201602081328LEAD00000100000073848580CUS-20699002               HMM*N180HKINGTICTRC
NAUT8007173430201602081602LEAD00000100000092262917CUS-20699329               HMM*N180HKINGTICTRC
NAUT8007173430201602081718LEAD00000100000049017269CUS-20699457               HMM*N180HKINGTICTRC
NAUT8007173430201602081719LEAD00000100000006070860CUS-20699458               HMM*N180HKINGTICTRC
NAUT8007173430201602081720LEAD00000100000006037860CUS-20699460               HMM*N180HKINGTICTRC
NAUT8007173430201602081720LEAD00000100000018512570CUS-20699461               HMM*N180HKINGTICTRC
NAUT8007173430201602081721LEAD00000100000070002504CUS-20699462               HMM*N180HKINGTICTRC
NAUT8007173430201602081721LEAD00000100000075503903CUS-20172832               HMM*N180HKINGTICTRC
NAUT8007173430201602081722LEAD00000100000016423814CUS-20699467               HMM*N180HKINGTICTRC
NAUT8007173430201602081820LEAD00000100000048801989CUS-20699605               HMM*N180HKINGTICTRC
NAUT8007173430201602082334LEAD00000100000094954707CUS-20699878               HMM*N180HKINGTICTRC
NAUT8007173430201602082337LEAD00000100000032216904CUS-3214990               HMM*N180HKINGTICTRC
NAUT8007173430201602082342LEAD00000100000028519252CUS-20699884               HMM*N180HKINGTICTRC
NAUT8007173430201602082355LEAD00000100000049620231CUS-20699889               HMM*N180HKINGTICTRC
NAUT8007173460201602080751LEAD00000100000065265573CUS-20698292               INSPN180HKINGTICTRC
NAUT8007173460201602080902LEAD00000100000077478281CUS-20698506               INSPN180HKINGTICTRC
NAUT8007173460201602081149LEAD00000100000095465707CUS-20698806               INSPN180HKINGTICTRC
NAUT8007173460201602081236LEAD00000100000030453912CUS-20698882               INSPN180HKINGTICTRC
NAUT8007173460201602081528LEAD00000100000081334970CUS-20699248               INSPN180HKINGTICTRC
NAUT8007173460201602081539LEAD00000100000053538414CUS-20699277               INSPN180HKINGTICTRC
NAUT8007173460201602081726LEAD00000100000024551434CUS-20699476               INSPN180HKINGTICTRC
NAUT8007173460201602081726LEAD00000100000071603870CUS-20699474               INSPN180HKINGTICTRC
NAUT8007173460201602081728LEAD00000100000075169214CUS-20699484               INSPN180HKINGTICTRC
NAUT8007173460201602081729LEAD00000100000007840908CUS-20699485               INSPN180HKINGTICTRC
NAUT8007173460201602081729LEAD00000100000072762479CUS-20699486               INSPN180HKINGTICTRC
NAUT8007173460201602081729LEAD00000100000077318936CUS-20699487               INSPN180HKINGTICTRC
NAUT8007173460201602081731LEAD00000100000049344517CUS-20699490               INSPN180HKINGTICTRC
NAUT8007173460201602081838LEAD00000100000006489860CUS-20699626               INSPN180HKINGTICTRC
NAUT8007173460201602082340LEAD00000100000031088478CUS-20699881               INSPN180HKINGTICTRC
NAUT8007173460201602082345LEAD00000100000035055256CUS-1173348               INSPN180HKINGTICTRC
NAUT8008654206201602080533LEAD00000100000043316419CUS-20698144               HGTVN5MNHAMFSTICBMT
NAUT8008654206201602080535LEAD00000100000044108216CUS-20698149               HGTVN5MNHAMFSTICBMT
NAUT8008654206201602080538LEAD00000100000014225716CUS-20698157               HGTVN5MNHAMFSTICBMT
NAUT8008992363201602080038LEAD00000100000076670254CUS-9166575               HMM*N120HKINGTICTRC
NAUT8009104902201602080042LEAD00000100000032724386CUS-20698062               NFLNN60*J14FSTICBMT
NAUT8009272229201602080736LEAD00000100000037086901CUS-20698281               ION*N120HKINGTICTRC
NAUT8009272229201602080737LEAD00000100000031217478CUS-20698284               ION*N120HKINGTICTRC
NAUT8009272229201602080738LEAD00000100000018504570CUS-20698282               ION*N120HKINGTICTRC
NAUT8009272229201602080738LEAD00000100000077301505CUS-20698286               ION*N120HKINGTICTRC
NAUT8009272229201602080740LEAD00000100000001850978CUS-20698288               ION*N120HKINGTICTRC
NAUT8009272229201602081107LEAD00000100000090241949CUS-20698733               ION*N120HKINGTICTRC
NAUT8009531045201602080932LEAD00000100000037830865CUS-20698568               DISMN60*J14FSTICBMT
NAUT8009531045201602081641LEAD00000100000037160931CUS-20699392               DISMN60*J14FSTICBMT
NAUT8009531097201602080234LEAD00000100000035401205CUS-20698097               IFC*N5MNHAMFSTICBMT
NAUT8009531097201602080434LEAD00000100000036562251CUS-20698131               IFC*N5MNHAMFSTICBMT
NAUT8009533017201602081154LEAD00000100000071291318CUS-20698819               AESPL60*HKINGTICTRC
