US Short Form Leads
NAUT8002035443201505150909LEAD00000100000084302801CUS-20219702               BRNGN120TCMOMTICTRC
NAUT8005312460201505152343LEAD00000100000077551409CUS-20220805               CHLRN180BFMAXTICBMT
NAUT8005312460201505152344LEAD00000100000090250310CUS-20220806               CHLRN180BFMAXTICBMT
NAUT8006172452201505150811LEAD00000100000095219209CUS-20219585               CORTN0*HAMF*TICBMT
NAUT8006172452201505151119LEAD00000100000079901915CUS-20219985               CORTN0*HAMF*TICBMT
NAUT8006172452201505151543LEAD00000100000084060435CUS-20220368               CORTN0*HAMF*TICBMT
NAUT8006325419201505150933LEAD00000100000033543813CUS-20219751               SPKEN120ALOBYTICTRC
NAUT8006325419201505150933LEAD00000100000090640323CUS-20219750               SPKEN120ALOBYTICTRC
NAUT8006325419201505150935LEAD00000100000075216682CUS-20219754               SPKEN120ALOBYTICTRC
NAUT8006325419201505151011LEAD00000100000077033713CUS-20219830               SPKEN120ALOBYTICTRC
NAUT8006325419201505151012LEAD00000100000001220413CUS-20219837               SPKEN120ALOBYTICTRC
NAUT8006325419201505151012LEAD00000100000029644864CUS-20219835               SPKEN120ALOBYTICTRC
NAUT8006325419201505151012LEAD00000100000040215502CUS-20219833               SPKEN120ALOBYTICTRC
NAUT8006325419201505151012LEAD00000100000043608419CUS-20219839               SPKEN120ALOBYTICTRC
NAUT8006325419201505151012LEAD00000100000053158262CUS-20219834               SPKEN120ALOBYTICTRC
NAUT8006325419201505151013LEAD00000100000035661256CUS-20219846               SPKEN120ALOBYTICTRC
NAUT8006325419201505151013LEAD00000100000055709612CUS-20219847               SPKEN120ALOBYTICTRC
NAUT8006325419201505151014LEAD00000100000011106917CUS-20219851               SPKEN120ALOBYTICTRC
NAUT8006325419201505151053LEAD00000100000077369832CUS-20219897               SPKEN120ALOBYTICTRC
NAUT8006325419201505151055LEAD00000100000044108216CUS-20219940               SPKEN120ALOBYTICTRC
NAUT8006325419201505151055LEAD00000100000049329231CUS-20219941               SPKEN120ALOBYTICTRC
NAUT8006325419201505151056LEAD00000100000029488843CUS-20219945               SPKEN120ALOBYTICTRC
NAUT8006325419201505151056LEAD00000100000053943608CUS-20219942               SPKEN120ALOBYTICTRC
NAUT8006325419201505151058LEAD00000100000067058620CUS-20219946               SPKEN120ALOBYTICTRC
NAUT8006325419201505151134LEAD00000100000060119331CUS-20220021               SPKEN120ALOBYTICTRC
NAUT8006325419201505151355LEAD00000100000090606562CUS-20220236               SPKEN120ALOBYTICTRC
NAUT8006479883201505151150LEAD00000100000080120303CUS-20220050               UPTVN120TCMOMTICTRC
NAUT8006479883201505151206LEAD00000100000015650724CUS-20220093               UPTVN120TCMOMTICTRC
NAUT8006491651201505150605LEAD00000100000043050740CUS-20219399               SUNDN120HAMBYTICBMT
NAUT8006491651201505150837LEAD00000100000077320936CUS-20219635               SUNDN120HAMBYTICBMT
NAUT8006491651201505152045LEAD00000100000015120412CUS-20220677               SUNDN120HAMBYTICBMT
NAUT8006493521201505150655LEAD00000100000057783605CUS-20219468               H2**N180HAMF*TICBMT
NAUT8006508911201505150732LEAD00000100000084081801CUS-10984004               SPKEN120HAMBYTICBMT
NAUT8006508911201505150732LEAD00000100000084081801CUS-10984004               SPKEN120HAMBYTICTRC
NAUT8006508911201505150845LEAD00000100000068164CUS-20219659               SPKEN120HAMBYTICBMT
NAUT8006508911201505150912LEAD00000100000013208315CUS-20219707               SPKEN120HAMBYTICBMT
NAUT8006508911201505150914LEAD00000100000070118504CUS-20219710               SPKEN120HAMBYTICBMT
NAUT8006508911201505150915LEAD00000100000044004440CUS-20219711               SPKEN120HAMBYTICBMT
NAUT8006508911201505150925LEAD00000100000011720631CUS-20219705               SPKEN120HAMBYTICBMT
NAUT8006508911201505151015LEAD00000100000093306661CUS-20219853               SPKEN120HAMBYTICBMT
NAUT8006508911201505151030LEAD00000100000085704520CUS-20219871               SPKEN120HAMBYTICBMT
NAUT8006508911201505151032LEAD00000100000090640323CUS-20219750               SPKEN120HAMBYTICBMT
NAUT8006508911201505151034LEAD00000100000044120216CUS-20219891               SPKEN120HAMBYTICBMT
NAUT8006508911201505151037LEAD00000100000077369832CUS-20219897               SPKEN120HAMBYTICBMT
NAUT8006508911201505151037LEAD00000100000090036323CUS-20219873               SPKEN120HAMBYTICBMT
NAUT8006508911201505151111LEAD00000100000092553951CUS-20219972               SPKEN120HAMBYTICBMT
NAUT8006508911201505151142LEAD00000100000095838916CUS-20220037               SPKEN120HAMBYTICBMT
NAUT8006508911201505151143LEAD00000100000078570956CUS-20220038               SPKEN120HAMBYTICBMT
NAUT8006508911201505151156LEAD00000100000078504956CUS-20220063               SPKEN120HAMBYTICBMT
NAUT8006508911201505151336LEAD00000100000092530951CUS-11799514               SPKEN120HAMBYTICBMT
NAUT8006508911201505151446LEAD00000100000089123702CUS-20220288               SPKEN120HAMBYTICBMT
NAUT8006508911201505152236LEAD00000100000070114504CUS-20220769               SPKEN120HAMBYTICBMT
NAUT8006514043201505150646LEAD00000100000048726989CUS-20219452               DISEN60*WALKATICTRC
NAUT8006514043201505151146LEAD00000100000075119214CUS-20220042               DISEN60*WALKATICTRC
NAUT8006514043201505151148LEAD00000100000079907512CUS-20220041               DISEN60*WALKATICTRC
NAUT8006514043201505151221LEAD00000100000039194662CUS-20220123               DISEN60*WALKATICTRC
NAUT8006820470201505152136LEAD00000100000075964936CUS-20220715               BANDN60*HAMF*TICBMT
NAUT8007075269201505150859LEAD00000100000066006785CUS-20219689               DISMN60*HAMF*TICBMT
NAUT8007075269201505150928LEAD00000100000066006785CUS-20219689               DISMN60*HAMF*TICTRC
NAUT8007171553201505151115LEAD00000100000091784909CUS-3268310               IFC*N120HAMBYTICBMT
NAUT8007171553201505151201LEAD00000100000032811407CUS-20220070               IFC*N120HAMBYTICBMT
NAUT8007171553201505151417LEAD00000100000085941928CUS-20220263               IFC*N120HAMBYTICBMT
NAUT8007221320201505150728LEAD00000100000081435970CUS-20219503               AMC*N60*NOTSTTICBMT
NAUT8007231567201505150732LEAD00000100000093210559CUS-11752970               CMT*N120ALOBYTICTRC
NAUT8007576514201505151057LEAD00000100000011520516CUS-19969541               ZLIVN120ALOBYTICTRC
NAUT8007608450201505150036LEAD00000100000083301208CUS-20219321               PIVTN180BFMAXTICBMT
NAUT8007608450201505152038LEAD00000100000060614847CUS-20220664               PIVTN180BFMAXTICBMT
NAUT8007608450201505152239LEAD00000100000080620970CUS-20220772               PIVTN180BFMAXTICBMT
NAUT8007719040201505151637LEAD00000100000078501956CUS-20220425               TNT*L60*CHANDTICTRC
NAUT8007719250201505150805LEAD00000100000029697864CUS-20219579               CMT*N120TCMOMTICTRC
NAUT8007719250201505150808LEAD00000100000080863520CUS-20219584               CMT*N120TCMOMTICTRC
NAUT8008017589201505151430LEAD00000100000097530541CUS-9738408               AMC*N60*HAMF*TICBMT
NAUT8008017589201505151433LEAD00000100000014489585CUS-2004041               AMC*N60*HAMF*TICBMT
NAUT8008017589201505151436LEAD00000100000023502757CUS-20220282               AMC*N60*HAMF*TICBMT
NAUT8008162060201505151841LEAD00000100000070427985CUS-20220546               CI**N120ALOBYTICTRC
NAUT8008204560201505150135LEAD00000100000010469929CUS-20219332               FOXNN120ALOBYTICTRC
NAUT8008204560201505150538LEAD00000100000091775626CUS-20219390               FOXNN120ALOBYTICTRC
NAUT8008317840201505150936LEAD00000100000010801914CUS-20219756               CMGMP60*GRT2HWSTTRC
NAUT8008317840201505151136LEAD00000100000032503850CUS-20220023               CMGMP60*GRT2HWSTTRC
NAUT8008317840201505151138LEAD00000100000000907863CUS-20220031               CMGMP60*GRT2HWSTTRC
NAUT8008317840201505151536LEAD00000100000012550845CUS-20220355               CMGMP60*GRT2HWSTTRC
NAUT8008317840201505152345LEAD00000100000092629949CUS-20220807               CMGMP60*GRT2HWSTTRC
NAUT8008546930201505150200LEAD00000100000074745580CUS-20219333               INSPN5MINFIVE*TICTRC
NAUT8008546930201505151634LEAD00000100000093065805CUS-20220420               INSPN5MINFIVE*TICTRC
NAUT8008546930201505152243LEAD00000100000027260336CUS-20220777               INSPN5MINFIVE*TICTRC
NAUT8008546930201505152244LEAD00000100000023410757CUS-20220778               INSPN5MINFIVE*TICTRC
NAUT8008653701201505150601LEAD00000100000032225904CUS-20219398               HGTVN60*WALKATICTRC
NAUT8008731614201505150201LEAD00000100000043952972CUS-20219334               VEL*N180HAMF*TICBMT
NAUT8008869317201505151148LEAD00000100000060471708CUS-20220047               HICNN120ALOBYTICTRC
NAUT8008869317201505151408LEAD00000100000089117702CUS-20220258               HICNN120ALOBYTICTRC
NAUT8008869317201505152046LEAD00000100000046391219CUS-20220679               HICNN120ALOBYTICTRC
NAUT8008869317201505152336LEAD00000100000060612312CUS-20220799               HICNN120ALOBYTICTRC
NAUT8008869436201505150636LEAD00000100000091702562CUS-20219431               PALLN120HAMBYTICBMT
NAUT8008869436201505151253LEAD00000100000033437561CUS-8435713               PALLN120HAMBYTICBMT
NAUT8008912803201505151937LEAD00000100000098022253CUS-20220605               ODORN120HAMBYTICBMT
NAUT8009213010201505151337LEAD00000100000012206518CUS-20220217               M613P60*NOTSTTICBMT
NAUT8009213024201505150007LEAD00000100000030094770CUS-20219309               M616P60*NOTSTTICBMT
NAUT8009213024201505150008LEAD00000100000033020754CUS-20219310               M616P60*NOTSTTICBMT
NAUT8009213024201505152346LEAD00000100000090011323CUS-20220808               M616P60*NOTSTTICBMT
NAUT8009213028201505150538LEAD00000100000022742540CUS-20196151               M617P60*NOTSTTICBMT
NAUT8009213028201505150539LEAD00000100000092883951CUS-20219391               M617P60*NOTSTTICBMT
NAUT8009213028201505151007LEAD00000100000087582505CUS-20219819               M617P60*NOTSTTICBMT
NAUT8009213034201505150005LEAD00000100000014208716CUS-20219306               M619P60*NOTSTTICBMT
NAUT8009213034201505150535LEAD00000100000019720443CUS-20219386               M619P60*NOTSTTICBMT
NAUT8009213034201505150937LEAD00000100000007003862CUS-20219759               M619P60*NOTSTTICBMT
NAUT8009260864201505151530LEAD00000100000097007503CUS-20220344               IONLN180ALOHATICTRC
NAUT8009315139201505151041LEAD00000100000098312360CUS-20219901               HGTVN5MINFIVE*TICTRC
NAUT8009315139201505151122LEAD00000100000021206410CUS-20220000               HGTVN5MINFIVE*TICTRC
NAUT8009357343201505151138LEAD00000100000080011720CUS-20220030               SMTHN120ALOBYTICTRC
NAUT8009357343201505151139LEAD00000100000059901406CUS-20220034               SMTHN120ALOBYTICTRC
NAUT8009357343201505151942LEAD00000100000035236678CUS-20220613               SMTHN120ALOBYTICTRC
NAUT8009521768201505151028LEAD00000100000032219904CUS-20219879               ESQ*N120HAMBYTICBMT
NAUT8009521768201505151028LEAD00000100000045417937CUS-20219878               ESQ*N120HAMBYTICBMT
NAUT8009521768201505151030LEAD00000100000015221412CUS-20219884               ESQ*N120HAMBYTICBMT
NAUT8009521768201505151145LEAD00000100000078665210CUS-20220040               ESQ*N120HAMBYTICBMT
NAUT8009521768201505151147LEAD00000100000070058504CUS-8905815               ESQ*N120HAMBYTICBMT
NAUT8009526851201505151344LEAD00000100000086401928CUS-20220224               PIVTN180HAMF*TICBMT
NAUT8009526851201505151418LEAD00000100000075762903CUS-20220264               PIVTN180HAMF*TICBMT
NAUT8009531983201505151200LEAD00000100000075494214CUS-20220071               RELZ*N120HAMBYTICBMT
NAUT8009531983201505151647LEAD00000100000023294716CUS-20220432               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152039LEAD00000100000027107336CUS-20220665               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152040LEAD00000100000027610919CUS-20220666               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152042LEAD00000100000092202760CUS-20220670               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152238LEAD00000100000030412912CUS-20220770               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152240LEAD00000100000062864618CUS-20220773               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152241LEAD00000100000070117504CUS-20220775               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152339LEAD00000100000077078832CUS-20220802               RELZ*N120HAMBYTICBMT
NAUT8009531983201505152340LEAD00000100000036863368CUS-20220803               RELZ*N120HAMBYTICBMT
NAUT8009561396201505151451LEAD00000100000011803516CUS-20220298               NBCSN120HAMBYTICBMT
NAUT8009579671201505150819LEAD00000100000050654563CUS-20219606               VEL*N120HAMBYTICBMT
NAUT8009579671201505150820LEAD00000100000078238210CUS-20219605               VEL*N120HAMBYTICBMT
NAUT8009579671201505152036LEAD00000100000094122415CUS-20220662               VEL*N120HAMBYTICBMT
