US Short Form Leads
NAUT8002479645201510260816LEAD00000100000066205913CUS-20432338               QUBON120TCMOMTICTRC
NAUT8006491651201510261018LEAD00000100000077088832CUS-20432495               SUNDN120HAMBYTICBMT
NAUT8006491651201510261018LEAD00000100000085374202CUS-20432494               SUNDN120HAMBYTICBMT
NAUT8006491651201510261021LEAD00000100000065625417CUS-20432499               SUNDN120HAMBYTICBMT
NAUT8006491651201510261239LEAD00000100000027834252CUS-20432688               SUNDN120HAMBYTICBMT
NAUT8006491651201510261245LEAD00000100000032922321CUS-19900784               SUNDN120HAMBYTICBMT
NAUT8006491651201510261625LEAD00000100000062987618CUS-20432955               SUNDN120HAMBYTICBMT
NAUT8006508911201510260713LEAD00000100000025403CUS-20432271               SPKEN120HAMBYTICBMT
NAUT8006520108201510260823LEAD00000100000036756334CUS-20432346               INSPN180ALOHATICTRC
NAUT8006520108201510260911LEAD00000100000047601812CUS-20432414               INSPN180ALOHATICTRC
NAUT8006520108201510261518LEAD00000100000092346909CUS-20432874               INSPN180ALOHATICTRC
NAUT8006520108201510261528LEAD00000100000060490630CUS-20432891               INSPN180ALOHATICTRC
NAUT8006570645201510260033LEAD00000100000090249310CUS-20432080               DLFEN180ALOHATICTRC
NAUT8006586984201510261001LEAD00000100000021215410CUS-20432481               DTVLN60*WALKATICTRC
NAUT8007110152201510261837LEAD00000100000095828916CUS-20433089               PUREN180HAMF*TICBMT
NAUT8007171498201510261212LEAD00000100000031015229CUS-20432645               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261212LEAD00000100000044017216CUS-20432643               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261212LEAD00000100000055038651CUS-20432644               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261214LEAD00000100000063136314CUS-20432641               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261250LEAD00000100000038004901CUS-20432706               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261250LEAD00000100000086025928CUS-20432708               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261251LEAD00000100000070122504CUS-20432711               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261519LEAD00000100000019151267CUS-20432877               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261520LEAD00000100000002125617CUS-20432878               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261520LEAD00000100000036610251CUS-20432879               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261522LEAD00000100000060104708CUS-20432883               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261526LEAD00000100000053215414CUS-20432881               LMN*N60*WLKNYTICTRC
NAUT8007171498201510261527LEAD00000100000076140817CUS-20432885               LMN*N60*WLKNYTICTRC
NAUT8007171553201510260958LEAD00000100000077707409CUS-20432475               IFC*N120HAMBYTICBMT
NAUT8007179060201510261152LEAD00000100000006110860CUS-20432611               CZNYN120KMV**TICTRC
NAUT8007179060201510261152LEAD00000100000040203502CUS-20432610               CZNYN120KMV**TICTRC
NAUT8007179060201510261153LEAD00000100000074447918CUS-9351762               CZNYN120KMV**TICTRC
NAUT8007179060201510261155LEAD00000100000061820217CUS-20432614               CZNYN120KMV**TICTRC
NAUT8007179060201510261157LEAD00000100000048197734CUS-20432619               CZNYN120KMV**TICTRC
NAUT8007179060201510262132LEAD00000100000006516203CUS-20433241               CZNYN120KMV**TICTRC
NAUT8007179060201510270002LEAD00000100000048204313CUS-5039991               CZNYN120KMV**TICTRC
NAUT8007300620201510260837LEAD00000100000023662757CUS-20432361               SUNDN120JACKDTICBMT
NAUT8007300620201510260839LEAD00000100000029626864CUS-20432365               SUNDN120JACKDTICBMT
NAUT8007300620201510261058LEAD00000100000028677828CUS-20432541               SUNDN120JACKDTICBMT
NAUT8007300620201510261858LEAD00000100000028364910CUS-20433099               SUNDN120JACKDTICBMT
NAUT8007632060201510260702LEAD00000100000038310731CUS-20432260               HMM*N120ALOBYTICTRC
NAUT8007632060201510260901LEAD00000100000008753732CUS-20432402               HMM*N120ALOBYTICTRC
NAUT8007632060201510261506LEAD00000100000051247712CUS-20432862               HMM*N120ALOBYTICTRC
NAUT8007681045201510261633LEAD00000100000016830814CUS-20432965               HMM*N120KMV**TICTRC
NAUT8008204560201510261237LEAD00000100000075229214CUS-20432684               FOXNN120ALOBYTICTRC
NAUT8008531279201510261756LEAD00000100000092407909CUS-20433047               DESTN120KMV**TICTRC
NAUT8008731614201510261250LEAD00000100000063628573CUS-20432710               VEL*N180HAMF*TICBMT
NAUT8008731614201510261252LEAD00000100000020659301CUS-9684115               VEL*N180HAMF*TICBMT
NAUT8009185197201510260740LEAD00000100000033513352CUS-20432302               SPKEN120JACKDTICBMT
NAUT8009185197201510260744LEAD00000100000025702304CUS-20432307               SPKEN120JACKDTICBMT
NAUT8009185197201510260745LEAD00000100000032506850CUS-20432309               SPKEN120JACKDTICBMT
NAUT8009213024201510262347LEAD00000100000060473708CUS-20433310               M616P60*NOTSTTICBMT
NAUT8009213028201510261230LEAD00000100000087507505CUS-8544853               M617P60*NOTSTTICBMT
NAUT8009316290201510261644LEAD00000100000028078704CUS-20432976               CLOON180ALOHATICTRC
NAUT8009526851201510260845LEAD00000100000049601231CUS-20415377               PIVTN180HAMF*TICBMT
NAUT8009526851201510261045LEAD00000100000072712479CUS-20432525               PIVTN180HAMF*TICBMT
NAUT8009531097201510261302LEAD00000100000098590360CUS-20432720               VH1CN120BFMAXTICBMT
