US Short Form Leads
NAUT8002479645201510271817LEAD00000100000085009928CUS-20434324               QUBON120TCMOMTICTRC
NAUT8007171498201510271443LEAD00000100000085941928CUS-20433965               LMN*N60*WLKNYTICTRC
NAUT8007171498201510271455LEAD00000100000031525912CUS-20433983               LMN*N60*WLKNYTICTRC
NAUT8007171498201510271529LEAD00000100000012019518CUS-20434055               LMN*N60*WLKNYTICTRC
NAUT8007171498201510280736LEAD00000100000016001724CUS-7029743               LMN*N60*WLKNYTICTRC
NAUT8007171498201510280759LEAD00000100000033179305CUS-20434990               LMN*N60*WLKNYTICTRC
NAUT8007171553201510271230LEAD00000100000044120216CUS-3614949               IFC*N120HAMBYTICBMT
NAUT8007179060201510270002LEAD00000100000048204313CUS-5039991               CZNYN120KMV**TICTRC
NAUT8007300620201510271109LEAD00000100000087417505CUS-20433731               SUNDN120JACKDTICBMT
NAUT8007300620201510271109LEAD00000100000087417505CUS-20433731               SUNDN120JACKDTICTRC
NAUT8007300620201510280807LEAD00000100000015301724CUS-20434998               SUNDN120JACKDTICBMT
NAUT8007304780201510271242LEAD00000100000008052856CUS-20433857               DCADN120KMV**TICTRC
NAUT8007609690201510280630LEAD00000100000049341616CUS-20434866               GAMEN120ALOBYTICTRC
NAUT8007632060201510280903LEAD00000100000015935814CUS-20435095               HMM*N120ALOBYTICTRC
NAUT8007632060201510280904LEAD00000100000031089478CUS-20435096               HMM*N120ALOBYTICTRC
NAUT8007632060201510280907LEAD00000100000046360219CUS-20435093               HMM*N120ALOBYTICTRC
NAUT8007632060201510280908LEAD00000100000046226317CUS-20435101               HMM*N120ALOBYTICTRC
NAUT8007638070201510271227LEAD00000100000067203316CUS-20433846               DISNN60*HAMF*TICBMT
NAUT8007681045201510271127LEAD00000100000044483330CUS-20433754               HMM*N120KMV**TICTRC
NAUT8007946552201510272333LEAD00000100000074966918CUS-20434630               CMGGP60*GRT2HWSTTRC
NAUT8008200970201510271048LEAD00000100000033023954CUS-20433722               GAMEN120KMV**TICTRC
NAUT8008200970201510271048LEAD00000100000047130812CUS-20433723               GAMEN120KMV**TICTRC
NAUT8008200970201510271050LEAD00000100000060002224CUS-20433725               GAMEN120KMV**TICTRC
NAUT8008200970201510271115LEAD00000100000077032281CUS-20433760               GAMEN120KMV**TICTRC
NAUT8008297461201510270625LEAD00000100000052002563CUS-20433463               RS**N120JACKDTICBMT
NAUT8008297461201510271018LEAD00000100000022554229CUS-20433693               RS**N120JACKDTICBMT
NAUT8008297461201510271808LEAD00000100000095023831CUS-20434310               RS**N120JACKDTICBMT
NAUT8008731614201510270752LEAD00000100000040380606CUS-20433533               VEL*N180HAMF*TICBMT
NAUT8008731614201510271652LEAD00000100000092672949CUS-20434187               VEL*N180HAMF*TICBMT
NAUT8009185197201510271119LEAD00000100000004429207CUS-20433749               SPKEN120JACKDTICBMT
NAUT8009213028201510280543LEAD00000100000095602530CUS-20434824               M617P60*NOTSTTICBMT
NAUT8009213028201510280741LEAD00000100000002780774CUS-20434958               M617P60*NOTSTTICBMT
NAUT8009260864201510270718LEAD00000100000011106917CUS-20433502               IONLN180ALOHATICTRC
NAUT8009401520201510270104LEAD00000100000092407909CUS-20433342               NFLNN60*HAMF*TICBMT
NAUT8009401520201510270105LEAD00000100000092407909CUS-20433343               NFLNN60*HAMF*TICBMT
NAUT8009521867201510271922LEAD00000100000046220317CUS-19228854               LAFFN120JACKDTICBMT
NAUT8009526846201510271214LEAD00000100000054538715CUS-20433835               DWOMN60*WALKATICTRC
NAUT8009526846201510271215LEAD00000100000028540910CUS-20433836               DWOMN60*WALKATICTRC
NAUT8009526851201510270836LEAD00000100000008009856CUS-20433578               PIVTN180HAMF*TICBMT
NAUT8009527947201510271615LEAD00000100000037174504CUS-20434119               INSPN120KMV**TICTRC
NAUT8009527947201510271616LEAD00000100000038762662CUS-20434118               INSPN120KMV**TICTRC
NAUT8009527947201510271616LEAD00000100000079408806CUS-20434122               INSPN120KMV**TICTRC
NAUT8009527947201510271627LEAD00000100000049036517CUS-20434127               INSPN120KMV**TICTRC
NAUT8009531983201510280915LEAD00000100000076266940CUS-20435114               RELZ*N120HAMBYTICBMT
