47496608,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47496608,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
47496608,Bowflex Max Trainer,Treadclimber,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
47496711,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47496711,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47497012,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51930 METVN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47497012,Bowflex Max Trainer,Treadclimber,Short Form,CAM51930 METVN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47497012,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51930 METVN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
47497012,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51930 METVN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
47497013,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100551 Bowflex HVT,1,1699.00
47497113,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47497113,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47497113,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
47497113,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
47497118,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1119.30
47497119,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47497219,Bowflex Brand,Bowflex Home Gyms,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,9/4/2017,9/4/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
47497219,Bowflex Brand,Bowflex Home Gyms,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,9/4/2017,9/4/2017,001-3354 Gym Style Ab Crunch Attachment,0,199.99
47497219,Bowflex Brand,Bowflex Home Gyms,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,9/4/2017,9/4/2017,001-3381 Preacher Curl Attach  Xtr X2,0,139.99
47497221,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47497221,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,1,299.00
47497221,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100300 BFX SelectTech Stand,0,139.00
47497221,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,199.00
47497321,Bowflex Max Trainer,Bowflex Home Gyms,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
47497321,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47497321,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,119.00
47497624,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47497923,Results Treadmill,Results Treadmill,Online Search,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100501 BFX BXT116 Treadmill,0,1847.00
47497923,Results Treadmill,Results Treadmill,Online Search,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100501-PS5 BXT 116 Protection Plan - 5 years (90 days),0,169.00
47497927,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47497928,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47498027,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51909 BRNGN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47498030,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
47498030,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47498129,Treadclimber,Bowflex Max Trainer,Online Search,CAM44065 SAWDOSG2TMOBILE2,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47498129,Treadclimber,Bowflex Max Trainer,Online Search,CAM44065 SAWDOSG2TMOBILE2,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,89.00
47498129,Treadclimber,Bowflex Max Trainer,Online Search,CAM44065 SAWDOSG2TMOBILE2,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
47498231,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,9/4/2017,9/4/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
47498231,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,9/4/2017,9/4/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
47498231,Bowflex Catalog,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM127 1800BOWFLEX_BFC,Internal,Call Center Internal,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,139.30
47498332,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100456 BFX TC100 TREADCLIMBER,1,1599.00
47498432,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,1,299.00
47498532,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
47498532,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,95146 BFX 310# Rod Upgrade,0,99.00
47498532,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,001-3381 Preacher Curl Attach  Xtr X2,0,139.99
47498532,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,001-3660 E-Z Curl Bar,0,39.99
47498633,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47498733,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47498735,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,9/4/2017,9/4/2017,100456 BFX TC100 TREADCLIMBER,1,1599.00
47498735,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,9/4/2017,9/4/2017,100456-PS5 TC100 Protection Plan - 5 Years (90 Days),0,199.00
47498735,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,9/4/2017,9/4/2017,93067 LUBE N WALK TREAD LUBE KIT,0,14.99
47498737,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1673.00
47498737,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
47498737,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
47498738,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47498839,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47498839,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
47498839,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47498939,Bowflex Max Trainer,Results Treadmill,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100501 BFX BXT116 Treadmill,0,1822.00
47498939,Bowflex Max Trainer,Bowflex HVT,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,8012884 BFX Dual Mat,0,99.00
47499242,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47499242,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,89.00
47499342,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44551 dosg2esl4,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47499442,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
47499643,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45690 SAWICAOSGCE,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
47499643,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45690 SAWICAOSGCE,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
47499643,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45690 SAWICAOSGCE,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,139.30
47499643,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45690 SAWICAOSGCE,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100405-PS3 BST560 Protection Plan - 3 yrs parts/4 yrs electr (90 days),0,69.00
47499645,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47499645,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47499646,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47499646,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47499646,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
47499745,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1539.30
47499745,Bowflex Max Trainer,Treadclimber,Short Form,CAM51919 FOXNN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,69.30
47499747,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47499847,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47499947,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47500150,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47500250,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47500250,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47500351,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47500351,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,8005105 MAX TRAINER MEN'S T-SHIRT - M,0,39.98
47500351,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47500351,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,1,299.00
47500551,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47500652,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47500652,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47500652,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
47500753,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47500753,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47500855,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47500855,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
47500855,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
47500956,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47500956,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47500958,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47501161,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47501261,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
47501461,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47501461,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
47501461,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47501461,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
47501562,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47501562,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
47501564,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47501661,Bowflex Brand,Bowflex Revolution,Online Search,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,160000 BFX Revolution,1,2599.00
47501661,Bowflex Brand,Bowflex Revolution,Online Search,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,000-4275 BFX Revo 80# Resistance Upgrade,0,99.00
47501661,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,"000-3667 BFX Machine Mat 37.5 x 95.5""",0,99.00
47501661,Bowflex Brand,Bowflex Revolution,Online Search,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-160000 Revolution Assembly,0,299.00
47501761,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51934 CMT*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47501761,Bowflex Max Trainer,Treadclimber,Short Form,CAM51934 CMT*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47501761,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51934 CMT*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
47501762,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47501762,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
47501766,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47501766,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47501766,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
47501767,Bowflex Brand,Bowflex Revolution,Online Search,CAM49688 SAWDOSBI,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,160000 BFX Revolution,1,2599.00
47501767,Bowflex Brand,Bowflex Revolution,Online Search,CAM49688 SAWDOSBI,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-160000 Revolution Assembly,0,299.00
47501767,Bowflex Brand,Bowflex Revolution,Online Search,CAM49688 SAWDOSBI,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,000-4275 BFX Revo 80# Resistance Upgrade,0,99.00
47501768,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51876 CMT*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47501771,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,9/4/2017,9/4/2017,"100719 BFX MAX TRAINER M5 COLLEGIATE, UNIV OF MICHIGAN",1,1499.00
47501872,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47501872,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
47501972,Treadclimber,Treadclimber,Online Search,CAM37655 dosbitsl10,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100457 BFX TC200 TREADCLIMBER,1,2399.00
47502073,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
47502073,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
47502073,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
47502075,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1399.00
47502075,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
47502077,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
47502077,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
