US Short Form Leads
NAUT8002431011201410201410LEAD00000100000026218681CUS-19763902               INSPN180WALKATICTRC
NAUT8004969798201410200756LEAD00000100000023608757CUS-19763276               SPKEN120BFMAXTICBMT
NAUT8004969798201410200803LEAD00000100000023502757CUS-13152645               SPKEN120BFMAXTICBMT
NAUT8004969798201410201125LEAD00000100000085757520CUS-6814842               SPKEN120BFMAXTICBMT
NAUT8004969798201410201125LEAD00000100000095602916CUS-3144251               SPKEN120BFMAXTICBMT
NAUT8004969798201410201127LEAD00000100000029360864CUS-19763633               SPKEN120BFMAXTICBMT
NAUT8004969798201410201128LEAD00000100000014215716CUS-19763635               SPKEN120BFMAXTICBMT
NAUT8004969798201410201128LEAD00000100000021921410CUS-19763637               SPKEN120BFMAXTICBMT
NAUT8004969798201410201129LEAD00000100000054810715CUS-19763634               SPKEN120BFMAXTICBMT
NAUT8004969798201410201135LEAD00000100000015449724CUS-19763646               SPKEN120BFMAXTICBMT
NAUT8004969798201410201146LEAD00000100000060099847CUS-19763673               SPKEN120BFMAXTICBMT
NAUT8004969798201410201233LEAD00000100000070360985CUS-19763765               SPKEN120BFMAXTICBMT
NAUT8004969798201410201342LEAD00000100000079925907CUS-19763850               SPKEN120BFMAXTICBMT
NAUT8005050396201410201929LEAD00000100000032780321CUS-19764341               PALLN120BFMAXTICBMT
NAUT8005444352201410201140LEAD00000100000042276270CUS-19763648               IONLN180GRT2HTICTRC
NAUT8005497616201410201244LEAD00000100000033035305CUS-19763787               CSI*N120WALKATICTRC
NAUT8005923486201410201419LEAD00000100000078222210CUS-8590715               DRTMN60*NOTSTTICBMT
NAUT8006148295201410201045LEAD00000100000019138267CUS-19763539               UPTVN120WALKATICTRC
NAUT8006148461201410201407LEAD00000100000023112804CUS-19763897               HALMN120WALKATICTRC
NAUT8006148461201410201619LEAD00000100000033319954CUS-19764115               HALMN120WALKATICTRC
NAUT8006172457201410200632LEAD00000100000027006336CUS-19763176               ION*N120WALKATICTRC
NAUT8006172457201410200645LEAD00000100000017055717CUS-19763189               ION*N120WALKATICTRC
NAUT8006172457201410200749LEAD00000100000037083615CUS-19698234               ION*N120WALKATICTRC
NAUT8006172457201410201007LEAD00000100000090044323CUS-19763472               ION*N120WALKATICTRC
NAUT8006484992201410201405LEAD00000100000076424254CUS-19594021               OXGNN120NOTSTTICBMT
NAUT8006484992201410201409LEAD00000100000014225716CUS-19763903               OXGNN120NOTSTTICBMT
NAUT8006484992201410201707LEAD00000100000092236760CUS-4581280               OXGNN120NOTSTTICBMT
NAUT8006516384201410200732LEAD00000100000070805225CUS-19763239               INSPN120WALKATICTRC
NAUT8006516384201410200749LEAD00000100000045680740CUS-19763257               INSPN120WALKATICTRC
NAUT8006516384201410200947LEAD00000100000008757732CUS-19763441               INSPN120WALKATICTRC
NAUT8006516384201410201336LEAD00000100000075956409CUS-19763847               INSPN120WALKATICTRC
NAUT8006516384201410201958LEAD00000100000042320270CUS-19764364               INSPN120WALKATICTRC
NAUT8006516384201410201959LEAD00000100000014021585CUS-19764366               INSPN120WALKATICTRC
NAUT8006516384201410201959LEAD00000100000080247303CUS-11362861               INSPN120WALKATICTRC
NAUT8006516384201410202209LEAD00000100000050208641CUS-19764446               INSPN120WALKATICTRC
NAUT8006516583201410201848LEAD00000100000080226303CUS-19764296               DTANN60*NOTSTTICBMT
NAUT8006546989201410201351LEAD00000100000063031314CUS-19763871               TNTLL60*WALKATICTRC
NAUT8006546989201410201357LEAD00000100000010562787CUS-19763880               TNTLL60*WALKATICTRC
NAUT8006703864201410200830LEAD00000100000021201443CUS-19763316               METVN120WALKATICTRC
NAUT8006703864201410201232LEAD00000100000068522402CUS-19763762               METVN120WALKATICTRC
NAUT8006703864201410201525LEAD00000100000039341601CUS-19764027               METVN120WALKATICTRC
NAUT8006703864201410201527LEAD00000100000056735218CUS-19764036               METVN120WALKATICTRC
NAUT8006703864201410201527LEAD00000100000077048832CUS-19764035               METVN120WALKATICTRC
NAUT8006703864201410201528LEAD00000100000043221614CUS-19764039               METVN120WALKATICTRC
NAUT8006703864201410201529LEAD00000100000037879423CUS-19764043               METVN120WALKATICTRC
NAUT8006703864201410201529LEAD00000100000061101815CUS-19764040               METVN120WALKATICTRC
NAUT8006703864201410201530LEAD00000100000032609352CUS-19764042               METVN120WALKATICTRC
NAUT8006703864201410201530LEAD00000100000078245210CUS-19764045               METVN120WALKATICTRC
NAUT8006703864201410201539LEAD00000100000003301603CUS-19764053               METVN120WALKATICTRC
NAUT8006703864201410201754LEAD00000100000079553325CUS-19764239               METVN120WALKATICTRC
NAUT8006703864201410201828LEAD00000100000090275310CUS-19764272               METVN120WALKATICTRC
NAUT8006703864201410202330LEAD00000100000096755808CUS-19764469               METVN120WALKATICTRC
NAUT8006830774201410201459LEAD00000100000070634337CUS-5071983               WGN*N120GRT2HTICTRC
NAUT8006830774201410201501LEAD00000100000031907706CUS-19763992               WGN*N120GRT2HTICTRC
NAUT8006830774201410201508LEAD00000100000095132408CUS-19764001               WGN*N120GRT2HTICTRC
NAUT8006830774201410201524LEAD00000100000063026314CUS-19763993               WGN*N120GRT2HTICTRC
NAUT8006830774201410201526LEAD00000100000010701914CUS-19764030               WGN*N120GRT2HTICTRC
NAUT8006830774201410201540LEAD00000100000015767814CUS-19764054               WGN*N120GRT2HTICTRC
NAUT8007171498201410200844LEAD00000100000002151857CUS-19763339               LMN*L60*WALKATICTRC
NAUT8007171498201410201031LEAD00000100000031301912CUS-19763509               LMN*L60*WALKATICTRC
NAUT8007171498201410201031LEAD00000100000054405715CUS-19763510               LMN*L60*WALKATICTRC
NAUT8007171498201410201032LEAD00000100000019473610CUS-19763511               LMN*L60*WALKATICTRC
NAUT8007171498201410201033LEAD00000100000064030816CUS-19763512               LMN*L60*WALKATICTRC
NAUT8007171498201410201034LEAD00000100000071457318CUS-19763517               LMN*L60*WALKATICTRC
NAUT8007171498201410201038LEAD00000100000025118304CUS-19763516               LMN*L60*WALKATICTRC
NAUT8007171498201410201043LEAD00000100000071457318CUS-19763534               LMN*L60*WALKATICTRC
NAUT8007171498201410201046LEAD00000100000089108702CUS-19763542               LMN*L60*WALKATICTRC
NAUT8007171498201410201648LEAD00000100000015068724CUS-19764140               LMN*L60*WALKATICTRC
NAUT8007317711201410200554LEAD00000100000077063480CUS-19763158               TBS*P60*GRT2HWSTTRC
NAUT8008591918201410200153LEAD00000100000093304661CUS-19763106               FOXNN120WALKATICTRC
NAUT8008591918201410200154LEAD00000100000075803918CUS-19763107               FOXNN120WALKATICTRC
NAUT8008591918201410200253LEAD00000100000020019202CUS-19763121               FOXNN120WALKATICTRC
NAUT8008591918201410200353LEAD00000100000017257717CUS-19763132               FOXNN120WALKATICTRC
NAUT8008597360201410201059LEAD00000100000033021954CUS-19763574               ION*L60*WALKATICTRC
NAUT8008597360201410201212LEAD00000100000031907706CUS-19763735               ION*L60*WALKATICTRC
NAUT8008597360201410201212LEAD00000100000079930915CUS-19763734               ION*L60*WALKATICTRC
NAUT8008597360201410201356LEAD00000100000094544510CUS-19763882               ION*L60*WALKATICTRC
NAUT8009104902201410201112LEAD00000100000048204313CUS-19763606               CHLRN120BFMAXTICBMT
NAUT8009104902201410201228LEAD00000100000060087847CUS-11203772               CHLRN120BFMAXTICBMT
NAUT8009104902201410202209LEAD00000100000095376209CUS-19764447               CHLRN120BFMAXTICBMT
NAUT8009104902201410202210LEAD00000100000028208704CUS-19764449               CHLRN120BFMAXTICBMT
NAUT8009104902201410202331LEAD00000100000028382910CUS-19764474               CHLRN120BFMAXTICBMT
NAUT8009104902201410202351LEAD00000100000090067424CUS-19764476               CHLRN120BFMAXTICBMT
NAUT8009523012201410201237LEAD00000100000071291318CUS-19763770               USA*L60*WALKATICTRC
NAUT8009523012201410201339LEAD00000100000032405850CUS-19763852               USA*L60*WALKATICTRC
NAUT8009523012201410201431LEAD00000100000018018610CUS-19763941               USA*L60*WALKATICTRC
NAUT8009523012201410201434LEAD00000100000000718787CUS-19763940               USA*L60*WALKATICTRC
NAUT8009523012201410201636LEAD00000100000075068214CUS-19764132               USA*L60*WALKATICTRC
NAUT8009524395201410200826LEAD00000100000015239724CUS-19763301               FYI*N120WALKATICTRC
NAUT8009528187201410201925LEAD00000100000035211205CUS-19764337               ESPNL60*WALKATICTRC
