US Short Form Leads
NAUT8002433902201412041010LEAD00000100000008901848CUS-1017109               ARTLL60*MRYMXTICBMT
NAUT8004366634201412041039LEAD00000100000075165972CUS-19855806               IONLN180WALKATICTRC
NAUT8004366634201412041243LEAD00000100000060640773CUS-19856062               IONLN180WALKATICTRC
NAUT8004366634201412041527LEAD00000100000011731631CUS-19856579               IONLN180WALKATICTRC
NAUT8004366634201412041704LEAD00000100000061101815CUS-19856796               IONLN180WLKMFTICTRC
NAUT8004366634201412041857LEAD00000100000053218414CUS-19857026               IONLN180WALKATICTRC
NAUT8004366634201412041900LEAD00000100000076202940CUS-19857028               IONLN180WALKATICTRC
NAUT8004367887201412040602LEAD00000100000027406336CUS-19855221               FOX*NVODBOBBITICBMT
NAUT8004400559201412042204LEAD00000100000097362971CUS-19857264               FOXNN120GRT2HTICTRC
NAUT8004669741201412041305LEAD00000100000075783903CUS-19856259               SUNDN120GNTMFTICTRC
NAUT8004669741201412041629LEAD00000100000095112408CUS-19856719               SUNDN120GNTMFTICTRC
NAUT8004742899201412040728LEAD00000100000071802870CUS-19855359               CMT*N120GNTMFTICTRC
NAUT8004742899201412040730LEAD00000100000042754270CUS-19855362               CMT*N120GNTMFTICTRC
NAUT8004742899201412041233LEAD00000100000043537419CUS-19856158               CMT*N120GNTMFTICTRC
NAUT8004742899201412041233LEAD00000100000070785225CUS-19856159               CMT*N120GNTMFTICTRC
NAUT8004742899201412041234LEAD00000100000059870406CUS-19856163               CMT*N120GNTMFTICTRC
NAUT8004742899201412042304LEAD00000100000059601406CUS-19857307               CMT*N120GNTMFTICTRC
NAUT8004768135201412041725LEAD00000100000055379952CUS-19856838               AMC*L60*WLKMFTICTRC
NAUT8004969798201412040745LEAD00000100000046142317CUS-12628267               SPKEN120MRYMXTICBMT
NAUT8004969798201412040747LEAD00000100000011232646CUS-19855406               SPKEN120MRYMXTICBMT
NAUT8004969798201412040749LEAD00000100000063010314CUS-19855415               SPKEN120MRYMXTICBMT
NAUT8004969798201412041052LEAD00000100000007081862CUS-19834818               SPKEN120MRYMXTICBMT
NAUT8004969798201412041054LEAD00000100000070512337CUS-19855876               SPKEN120MRYMXTICBMT
NAUT8004969798201412041100LEAD00000100000032257386CUS-19855894               SPKEN120MRYMXTICBMT
NAUT8004969798201412041933LEAD00000100000090266310CUS-19857090               SPKEN120MRYMXTICBMT
NAUT8005050396201412040727LEAD00000100000032333850CUS-19802100               PALLN120MRYMXTICBMT
NAUT8005050396201412041520LEAD00000100000014227716CUS-19856564               PALLN120MRYMXTICBMT
NAUT8005050396201412041654LEAD00000100000060010847CUS-19856774               PALLN120MRYMXTICBMT
NAUT8005050396201412041655LEAD00000100000086020928CUS-19856776               PALLN120MRYMXTICBMT
NAUT8005069231201412040849LEAD00000100000048506810CUS-19855521               VEL*N120MRYMXTICBMT
NAUT8005069231201412040851LEAD00000100000044052440CUS-2221690               VEL*N120MRYMXTICBMT
NAUT8005069231201412041053LEAD00000100000083835208CUS-19855865               VEL*N120MRYMXTICBMT
NAUT8005069231201412041112LEAD00000100000033569813CUS-19855938               VEL*N120MRYMXTICBMT
NAUT8005069231201412041112LEAD00000100000035187205CUS-5478260               VEL*N120MRYMXTICBMT
NAUT8005069231201412041144LEAD00000100000063049314CUS-19856027               VEL*N120MRYMXTICBMT
NAUT8005069231201412041436LEAD00000100000033913239CUS-19856490               VEL*N120MRYMXTICBMT
NAUT8005069231201412041444LEAD00000100000021201201CUS-19856496               VEL*N120MRYMXTICBMT
NAUT8005069231201412041828LEAD00000100000086401928CUS-4286130               VEL*N120MRYMXTICBMT
NAUT8005923486201412041714LEAD00000100000084036801CUS-19856810               DRTMN60*MRYMXTICBMT
NAUT8006148320201412041450LEAD00000100000001267413CUS-19856521               USALL60*MRYMXTICBMT
NAUT8006148320201412041539LEAD00000100000035004205CUS-17767175               USALL60*MRYMXTICBMT
NAUT8006148461201412040153LEAD00000100000004743207CUS-19855134               HALMN120WLKMFTICTRC
NAUT8006148461201412040604LEAD00000100000043351419CUS-19855227               HALMN120WLKMFTICTRC
NAUT8006148461201412040604LEAD00000100000060620773CUS-19855226               HALMN120WLKMFTICTRC
NAUT8006148461201412040604LEAD00000100000074728580CUS-19855229               HALMN120WLKMFTICTRC
NAUT8006148461201412040605LEAD00000100000097305503CUS-19855230               HALMN120WLKMFTICTRC
NAUT8006148461201412040729LEAD00000100000031554352CUS-19855361               HALMN120WLKMFTICTRC
NAUT8006148461201412041000LEAD00000100000030263770CUS-19855662               HALMN120WLKMFTICTRC
NAUT8006148461201412041001LEAD00000100000045231513CUS-19855665               HALMN120WLKMFTICTRC
NAUT8006148461201412041005LEAD00000100000077586281CUS-19855663               HALMN120WLKMFTICTRC
NAUT8006148461201412041012LEAD00000100000003868CUS-19840936               HALMN120WLKMFTICTRC
NAUT8006148461201412041117LEAD00000100000035504205CUS-4689555               HALMN120WLKMFTICTRC
NAUT8006148461201412041254LEAD00000100000098848509CUS-19669894               HALMN120WLKMFTICTRC
NAUT8006148461201412042205LEAD00000100000060048224CUS-19857266               HALMN120WLKMFTICTRC
NAUT8006148461201412042205LEAD00000100000082939307CUS-19857265               HALMN120WLKMFTICTRC
NAUT8006172457201412040912LEAD00000100000057501605CUS-19855574               ION*N120WLKMFTICTRC
NAUT8006172457201412041236LEAD00000100000072901479CUS-19856176               ION*N120WLKMFTICTRC
NAUT8006172457201412041238LEAD00000100000020906240CUS-19856175               ION*N120WLKMFTICTRC
NAUT8006172457201412041238LEAD00000100000033468561CUS-19856180               ION*N120WLKMFTICTRC
NAUT8006172457201412041239LEAD00000100000048335248CUS-19856188               ION*N120WLKMFTICTRC
NAUT8006172457201412041535LEAD00000100000094708510CUS-19856592               ION*N120WLKMFTICTRC
NAUT8006172457201412041545LEAD00000100000093550661CUS-19856596               ION*N120WLKMFTICTRC
NAUT8006488092201412041351LEAD00000100000078521956CUS-19856380               FOODL60*WLKMFTICTRC
NAUT8006514043201412040647LEAD00000100000030523706CUS-19855284               DISEN60*WLKMFTICTRC
NAUT8006514043201412040920LEAD00000100000027937252CUS-19855587               DISEN60*WLKMFTICTRC
NAUT8006514043201412041052LEAD00000100000086505928CUS-19855859               DISEN60*WLKMFTICTRC
NAUT8006514043201412041154LEAD00000100000037012615CUS-19856052               DISEN60*WLKMFTICTRC
NAUT8006514043201412041325LEAD00000100000024016540CUS-19856333               DISEN60*WLKMFTICTRC
NAUT8006514043201412041437LEAD00000100000017040717CUS-19856493               DISEN60*WLKMFTICTRC
NAUT8006514043201412041446LEAD00000100000063077636CUS-19856510               DISEN60*WLKMFTICTRC
NAUT8006514043201412041455LEAD00000100000023923434CUS-19856514               DISEN60*WLKMFTICTRC
NAUT8006516384201412041136LEAD00000100000028269704CUS-19739278               INSPN120WLKMFTICTRC
NAUT8006516384201412041138LEAD00000100000029142803CUS-19856016               INSPN120WLKMFTICTRC
NAUT8006516384201412041138LEAD00000100000031907706CUS-19856014               INSPN120WLKMFTICTRC
NAUT8006516384201412041139LEAD00000100000029822803CUS-19856015               INSPN120WLKMFTICTRC
NAUT8006516384201412041728LEAD00000100000032464850CUS-19856845               INSPN120WLKMFTICTRC
NAUT8006533024201412040731LEAD00000100000012122860CUS-19855367               SPKEN120GNTMFTICTRC
NAUT8006533024201412040733LEAD00000100000077445281CUS-19855372               SPKEN120GNTMFTICTRC
NAUT8006533024201412040735LEAD00000100000065201573CUS-19855383               SPKEN120GNTMFTICTRC
NAUT8006533024201412040952LEAD00000100000061080608CUS-19855637               SPKEN120GNTMFTICTRC
NAUT8006533024201412041032LEAD00000100000096717808CUS-19855775               SPKEN120GNTMFTICTRC
NAUT8006533024201412041053LEAD00000100000014435585CUS-19855868               SPKEN120GNTMFTICTRC
NAUT8006546989201412041327LEAD00000100000098418253CUS-19856337               TNTLL60*WLKMFTICTRC
NAUT8006546989201412041347LEAD00000100000010956845CUS-19856363               TNTLL60*WLKMFTICTRC
NAUT8006703864201412040618LEAD00000100000049254517CUS-19855245               METVN120WLKMFTICTRC
NAUT8006703864201412041037LEAD00000100000062948618CUS-6513513               METVN120WLKMFTICTRC
NAUT8006703864201412041038LEAD00000100000046165CUS-19855803               METVN120WLKMFTICTRC
NAUT8006703864201412041038LEAD00000100000068104CUS-19855801               METVN120WLKMFTICTRC
NAUT8006703864201412041039LEAD00000100000046701260CUS-19855811               METVN120WLKMFTICTRC
NAUT8006703864201412041040LEAD00000100000031765229CUS-19855813               METVN120WALKATICTRC
NAUT8006703864201412041040LEAD00000100000040107502CUS-19855818               METVN120WLKMFTICTRC
NAUT8006703864201412041041LEAD00000100000032087904CUS-19855821               METVN120WLKMFTICTRC
NAUT8006703864201412041041LEAD00000100000066524785CUS-19855826               METVN120WLKMFTICTRC
NAUT8006703864201412041130LEAD00000100000027849252CUS-19855995               METVN120WLKMFTICTRC
NAUT8006703864201412041529LEAD00000100000011550516CUS-19856581               METVN120WLKMFTICTRC
NAUT8006703864201412041530LEAD00000100000021222410CUS-19856584               METVN120WLKMFTICTRC
NAUT8006703864201412041710LEAD00000100000092801714CUS-19856807               METVN120WLKMFTICTRC
NAUT8006703864201412041828LEAD00000100000098012425CUS-19856978               METVN120WLKMFTICTRC
NAUT8006716472201412040737LEAD00000100000030627706CUS-19855391               LIFEN60*WLKMFTICTRC
NAUT8006716472201412040739LEAD00000100000011731631CUS-738691               LIFEN60*WLKMFTICTRC
NAUT8006716472201412040741LEAD00000100000075208214CUS-19855396               LIFEN60*WLKMFTICTRC
NAUT8006944027201412040957LEAD00000100000048875517CUS-19855652               BRVON60*WLKMFTICTRC
NAUT8007835116201412041217LEAD00000100000029512910CUS-19856122               CMGAP60*GRT2HWSTTRC
NAUT8007835119201412041602LEAD00000100000098683360CUS-19856655               CMGCP60*GRT2HWSTTRC
NAUT8008531507201412040640LEAD00000100000074966918CUS-19855268               HISTN60*WLKMFTICTRC
NAUT8008531507201412040642LEAD00000100000019713302CUS-19855272               HISTN60*WLKMFTICTRC
NAUT8008531507201412040643LEAD00000100000033455772CUS-19855273               HISTN60*WLKMFTICTRC
NAUT8008531507201412040653LEAD00000100000077090832CUS-19855277               HISTN60*WLKMFTICTRC
NAUT8008531507201412040702LEAD00000100000012831518CUS-19855292               HISTN60*WLKMFTICTRC
NAUT8008531507201412040825LEAD00000100000063010636CUS-19855501               HISTN60*WLKMFTICTRC
NAUT8008531507201412040828LEAD00000100000035045251CUS-19855504               HISTN60*WLKMFTICTRC
NAUT8008531507201412041545LEAD00000100000063122314CUS-19856604               HISTN60*WLKMFTICTRC
NAUT8008591918201412040101LEAD00000100000075143903CUS-19855096               FOXNN120WLKMFTICTRC
NAUT8008591918201412041529LEAD00000100000097843541CUS-19856582               FOXNN120WLKMFTICTRC
NAUT8008591918201412041635LEAD00000100000002346508CUS-19856728               FOXNN120WLKMFTICTRC
NAUT8008597360201412040603LEAD00000100000028586252CUS-19855223               ION*L60*WLKMFTICTRC
NAUT8008597360201412041108LEAD00000100000033909239CUS-19855920               ION*L60*WLKMFTICTRC
NAUT8008597360201412041216LEAD00000100000008107856CUS-19856117               ION*L60*WLKMFTICTRC
NAUT8008597360201412041217LEAD00000100000028803828CUS-19856120               ION*L60*WLKMFTICTRC
NAUT8008597360201412041217LEAD00000100000077040713CUS-19856118               ION*L60*WLKMFTICTRC
NAUT8008597360201412041218LEAD00000100000070002504CUS-19856123               ION*L60*WLKMFTICTRC
NAUT8008597360201412041403LEAD00000100000097351503CUS-19856406               ION*L60*WLKMFTICTRC
NAUT8008597360201412041704LEAD00000100000032712407CUS-19856798               ION*L60*WLKMFTICTRC
NAUT8008597360201412041704LEAD00000100000043031740CUS-19856797               ION*L60*WLKMFTICTRC
NAUT8008597360201412041705LEAD00000100000006010860CUS-19856799               ION*L60*WLKMFTICTRC
NAUT8008597360201412041718LEAD00000100000093635209CUS-19856820               ION*L60*WLKMFTICTRC
NAUT8008597360201412041756LEAD00000100000048234313CUS-19856919               ION*L60*WLKMFTICTRC
NAUT8008597360201412041756LEAD00000100000064012816CUS-19856918               ION*L60*WLKMFTICTRC
NAUT8008597360201412041805LEAD00000100000022313202CUS-19856940               ION*L60*WLKMFTICTRC
NAUT8008653701201412040301LEAD00000100000032793407CUS-19855167               HGTVN60*WLKMFTICTRC
NAUT8008653701201412040640LEAD00000100000030741706CUS-19855269               HGTVN60*WLKMFTICTRC
NAUT8008653701201412040641LEAD00000100000037354423CUS-19855271               HGTVN60*WLKMFTICTRC
NAUT8008653701201412040646LEAD00000100000010462718CUS-19855280               HGTVN60*WLKMFTICTRC
NAUT8008653701201412040701LEAD00000100000030064470CUS-19855305               HGTVN60*WLKMFTICTRC
NAUT8008653701201412040708LEAD00000100000037127615CUS-19855302               HGTVN60*WLKMFTICTRC
NAUT8008653701201412040720LEAD00000100000043701740CUS-19855353               HGTVN60*WLKMFTICTRC
NAUT8008653701201412041240LEAD00000100000046224317CUS-19856189               HGTVN60*WLKMFTICTRC
NAUT8008653701201412041240LEAD00000100000078244210CUS-19856191               HGTVN60*WLKMFTICTRC
NAUT8008653701201412041241LEAD00000100000035234205CUS-19856193               HGTVN60*WLKMFTICTRC
NAUT8008653701201412041242LEAD00000100000077536281CUS-19856194               HGTVN60*WLKMFTICTRC
NAUT8008654206201412040808LEAD00000100000090815630CUS-19855447               DTVSN60*MRYMXTICBMT
NAUT8008654206201412040856LEAD00000100000029920843CUS-7110918               DTVSN60*MRYMXTICBMT
NAUT8008654206201412040944LEAD00000100000094551CUS-19855622               DTVSN60*MRYMXTICBMT
NAUT8008654206201412041249LEAD00000100000098597360CUS-19856215               DTVSN60*MRYMXTICBMT
NAUT8008654206201412041258LEAD00000100000065233573CUS-19856216               DTVSN60*MRYMXTICBMT
NAUT8008654206201412041300LEAD00000100000021234443CUS-19856246               DTVSN60*MRYMXTICBMT
NAUT8008654206201412041303LEAD00000100000045011513CUS-19856253               DTVSN60*MRYMXTICBMT
NAUT8009261768201412040000LEAD00000100000071301318CUS-19855030               HALLN60*WLKMFTICTRC
NAUT8009261768201412040001LEAD00000100000077047832CUS-19855032               HALLN60*WLKMFTICTRC
NAUT8009261768201412040603LEAD00000100000096049530CUS-19855225               HALLN60*WLKMFTICTRC
NAUT8009261768201412040605LEAD00000100000035126205CUS-19855232               HALLN60*WLKMFTICTRC
NAUT8009261768201412040605LEAD00000100000074003918CUS-19855231               HALLN60*WLKMFTICTRC
NAUT8009261768201412040606LEAD00000100000077085713CUS-19855233               HALLN60*WLKMFTICTRC
NAUT8009402720201412041629LEAD00000100000077047713CUS-19856720               TRAVN60*MRYMXTICBMT
NAUT8009522961201412041058LEAD00000100000061610309CUS-19855882               FX**L60*WLKMFTICTRC
NAUT8009522961201412041500LEAD00000100000048228313CUS-19856535               FX**L60*WLKMFTICTRC
NAUT8009522961201412041538LEAD00000100000080401720CUS-19788966               FX**L60*WLKMFTICTRC
NAUT8009531217201412041302LEAD00000100000067749308CUS-19856252               TVGDN120MRYMXTICBMT
NAUT8009531217201412041717LEAD00000100000030039404CUS-12263350               TVGDN120MRYMXTICBMT
NAUT8009531217201412041717LEAD00000100000078387361CUS-19856814               TVGDN120MRYMXTICBMT
NAUT8009531217201412041719LEAD00000100000001742978CUS-19856821               TVGDN120MRYMXTICBMT
NAUT8009531217201412041905LEAD00000100000036107334CUS-19857044               TVGDN120MRYMXTICBMT
NAUT8009531217201412042006LEAD00000100000028216704CUS-19857167               TVGDN120MRYMXTICBMT
NAUT8009531217201412042204LEAD00000100000092504951CUS-19857263               TVGDN120MRYMXTICBMT
NAUT8009563180201412041621LEAD00000100000027573336CUS-19856698               GAMLL120WLKMFTICTRC
