US Short Form Leads
NAUT8002035443201508281138LEAD00000100000070403985CUS-20365706               BRNGN120TCMOMTICTRC
NAUT8006325419201508280726LEAD00000100000019720302CUS-20224024               SPKEN120ALOBYTICTRC
NAUT8006325419201508280726LEAD00000100000078330609CUS-20365349               SPKEN120ALOBYTICTRC
NAUT8006325419201508280729LEAD00000100000001013413CUS-20365355               SPKEN120ALOBYTICTRC
NAUT8006325419201508280730LEAD00000100000044017419CUS-20365357               SPKEN120ALOBYTICTRC
NAUT8006325419201508280854LEAD00000100000034473352CUS-20365470               SPKEN120ALOBYTICTRC
NAUT8006325419201508280856LEAD00000100000068521402CUS-20365476               SPKEN120ALOBYTICTRC
NAUT8006325419201508280857LEAD00000100000031210478CUS-20365479               SPKEN120ALOBYTICTRC
NAUT8006325419201508280859LEAD00000100000063112314CUS-20365481               SPKEN120ALOBYTICTRC
NAUT8006325419201508280900LEAD00000100000064068813CUS-20365484               SPKEN120ALOBYTICTRC
NAUT8006325419201508280902LEAD00000100000062305217CUS-20365486               SPKEN120ALOBYTICTRC
NAUT8006325419201508280906LEAD00000100000098616360CUS-11029393               SPKEN120ALOBYTICTRC
NAUT8006325419201508281034LEAD00000100000090008424CUS-20365611               SPKEN120ALOBYTICTRC
NAUT8006325419201508281201LEAD00000100000039208601CUS-20365746               SPKEN120ALOBYTICTRC
NAUT8006325419201508281226LEAD00000100000093030805CUS-20365775               SPKEN120ALOBYTICTRC
NAUT8006491651201508280845LEAD00000100000077014832CUS-20365455               SUNDN120HAMBYTICBMT
NAUT8006491651201508280956LEAD00000100000010312347CUS-20365569               SUNDN120HAMBYTICBMT
NAUT8006491651201508281330LEAD00000100000077377936CUS-20365885               SUNDN120HAMBYTICBMT
NAUT8006491651201508281332LEAD00000100000008016609CUS-20365887               SUNDN120HAMBYTICBMT
NAUT8006491651201508281609LEAD00000100000092821714CUS-20366103               SUNDN120HAMBYTICBMT
NAUT8006493521201508281156LEAD00000100000055709218CUS-20365738               H2**N180HAMF*TICBMT
NAUT8006493521201508281455LEAD00000100000091601818CUS-20366006               H2**N180HAMF*TICBMT
NAUT8006508911201508280756LEAD00000100000037421423CUS-1680210               SPKEN120HAMBYTICBMT
NAUT8006508911201508280757LEAD00000100000050322155CUS-20365395               SPKEN120HAMBYTICBMT
NAUT8006508911201508280757LEAD00000100000061032815CUS-20365394               SPKEN120HAMBYTICBMT
NAUT8006508911201508280805LEAD00000100000018336570CUS-11821448               SPKEN120HAMBYTICBMT
NAUT8006508911201508281035LEAD00000100000095833916CUS-20209788               SPKEN120HAMBYTICBMT
NAUT8006508911201508281035LEAD00000100000098374253CUS-20365621               SPKEN120HAMBYTICBMT
NAUT8006508911201508281038LEAD00000100000077047713CUS-20365626               SPKEN120HAMBYTICBMT
NAUT8006508911201508281042LEAD00000100000031324912CUS-20365631               SPKEN120HAMBYTICBMT
NAUT8006508911201508281138LEAD00000100000095356209CUS-20365707               SPKEN120HAMBYTICBMT
NAUT8006508911201508281218LEAD00000100000063135314CUS-13134016               SPKEN120HAMBYTICBMT
NAUT8006508911201508281337LEAD00000100000091768909CUS-20365898               SPKEN120HAMBYTICBMT
NAUT8006508911201508281420LEAD00000100000094062650CUS-20365959               SPKEN120HAMBYTICBMT
NAUT8006508911201508281443LEAD00000100000091344818CUS-20365989               SPKEN120HAMBYTICBMT
NAUT8006514043201508280925LEAD00000100000072455540CUS-20365522               DISEN60*WALKATICTRC
NAUT8006514043201508280925LEAD00000100000085204480CUS-20365523               DISEN60*WALKATICTRC
NAUT8006514043201508281552LEAD00000100000047660812CUS-20366085               DISEN60*WALKATICTRC
NAUT8007075269201508280803LEAD00000100000049127269CUS-20365402               DISMN60*HAMF*TICBMT
NAUT8007075269201508281647LEAD00000100000066006785CUS-20366143               DISMN60*HAMF*TICBMT
NAUT8007075269201508281649LEAD00000100000044505330CUS-20366146               DISMN60*HAMF*TICBMT
NAUT8007075269201508281653LEAD00000100000019977302CUS-20366152               DISMN60*HAMF*TICBMT
NAUT8007171553201508280923LEAD00000100000032738407CUS-19522038               IFC*N120HAMBYTICBMT
NAUT8007171553201508280925LEAD00000100000091601626CUS-20365518               IFC*N120HAMBYTICBMT
NAUT8007171553201508281007LEAD00000100000027526919CUS-20365576               IFC*N120HAMBYTICBMT
NAUT8007609690201508280710LEAD00000100000053502608CUS-20365328               GAMEN120ALOBYTICTRC
NAUT8007609690201508280713LEAD00000100000064804417CUS-20365331               GAMEN120ALOBYTICTRC
NAUT8007632060201508280700LEAD00000100000023851757CUS-20365316               HMM*N120ALOBYTICTRC
NAUT8007632060201508280700LEAD00000100000078102361CUS-20365317               HMM*N120ALOBYTICTRC
NAUT8007632060201508281151LEAD00000100000071457318CUS-20365728               HMM*N120ALOBYTICTRC
NAUT8007632060201508281511LEAD00000100000079606325CUS-20366029               HMM*N120ALOBYTICTRC
NAUT8007632060201508281513LEAD00000100000098252360CUS-20366035               HMM*N120ALOBYTICTRC
NAUT8007638070201508280905LEAD00000100000076665254CUS-20365483               DISNN60*HAMF*TICBMT
NAUT8007638070201508280956LEAD00000100000029416843CUS-20365568               DISNN60*HAMF*TICBMT
NAUT8007638070201508280957LEAD00000100000097401541CUS-20365567               DISNN60*HAMF*TICBMT
NAUT8007638070201508281010LEAD00000100000077611409CUS-20365588               DISNN60*HAMF*TICBMT
NAUT8007638070201508281013LEAD00000100000038583440CUS-15940036               DISNN60*HAMF*TICBMT
NAUT8007639080201508280632LEAD00000100000012726845CUS-20365288               DIRNN60*HAMF*TICBMT
NAUT8008204560201508280337LEAD00000100000075758903CUS-20365214               FOXNN120ALOBYTICTRC
NAUT8008204560201508280340LEAD00000100000011967631CUS-20365215               FOXNN120ALOBYTICTRC
NAUT8008204560201508281521LEAD00000100000076712254CUS-20366047               FOXNN120ALOBYTICTRC
NAUT8008597382201508280711LEAD00000100000063042314CUS-20365332               ION*N120HAMBYTICBMT
NAUT8008597382201508280713LEAD00000100000044253330CUS-20365333               ION*N120HAMBYTICBMT
NAUT8008597382201508280714LEAD00000100000039475601CUS-20365335               ION*N120HAMBYTICBMT
NAUT8008597382201508280811LEAD00000100000080537970CUS-20365411               ION*N120HAMBYTICBMT
NAUT8008597382201508280813LEAD00000100000084118801CUS-20365414               ION*N120HAMBYTICBMT
NAUT8008731614201508280948LEAD00000100000089030702CUS-20365550               VEL*N180HAMF*TICBMT
NAUT8008731614201508281150LEAD00000100000060804773CUS-20365727               VEL*N180HAMF*TICBMT
NAUT8008731614201508281150LEAD00000100000096762808CUS-8347350               VEL*N180HAMF*TICBMT
NAUT8008731614201508281152LEAD00000100000090039323CUS-20365729               VEL*N180HAMF*TICBMT
NAUT8008731614201508281153LEAD00000100000021219410CUS-20365731               VEL*N180HAMF*TICBMT
NAUT8008731614201508281154LEAD00000100000080210541CUS-20365732               VEL*N180HAMF*TICBMT
NAUT8008731614201508281249LEAD00000100000061088815CUS-20365811               VEL*N180HAMF*TICBMT
NAUT8008731614201508281249LEAD00000100000061088815CUS-20365811               VEL*N180HAMF*TICTRC
NAUT8009209869201508281538LEAD00000100000028560252CUS-20366068               M67*P60*NOTSTTICBMT
NAUT8009213010201508282338LEAD00000100000092877951CUS-20366405               M613P60*NOTSTTICBMT
NAUT8009213024201508282353LEAD00000100000053205414CUS-20366416               M616P60*NOTSTTICBMT
NAUT8009213028201508280538LEAD00000100000094610510CUS-11134099               M617P60*NOTSTTICBMT
NAUT8009213028201508280541LEAD00000100000040033270CUS-20365262               M617P60*NOTSTTICBMT
NAUT8009213028201508280736LEAD00000100000023663757CUS-20365366               M617P60*NOTSTTICBMT
NAUT8009213028201508280739LEAD00000100000046307219CUS-20365368               M617P60*NOTSTTICBMT
NAUT8009213028201508281337LEAD00000100000075052972CUS-11197412               M617P60*NOTSTTICBMT
NAUT8009213028201508282341LEAD00000100000087507505CUS-4980512               M617P60*NOTSTTICBMT
NAUT8009213028201508282344LEAD00000100000070578337CUS-3444630               M617P60*NOTSTTICBMT
NAUT8009213034201508282355LEAD00000100000033029954CUS-20366417               M619P60*NOTSTTICBMT
NAUT8009315139201508280440LEAD00000100000044266330CUS-20365244               HGTVN5MINFIVE*TICTRC
NAUT8009315139201508280538LEAD00000100000019033610CUS-20365260               HGTVN5MINFIVE*TICTRC
NAUT8009315139201508280547LEAD00000100000022304703CUS-20365265               HGTVN5MINFIVE*TICTRC
NAUT8009315139201508280833LEAD00000100000094612510CUS-20365442               HGTVN5MINFIVE*TICTRC
NAUT8009315139201508282145LEAD00000100000070445985CUS-4743973               HGTVN5MINFIVE*TICTRC
NAUT8009521768201508280638LEAD00000100000007481201CUS-20365292               ESQ*N120HAMBYTICBMT
NAUT8009521768201508280640LEAD00000100000020603301CUS-20365297               ESQ*N120HAMBYTICBMT
NAUT8009523012201508281239LEAD00000100000078596956CUS-20365804               USA*L60*ALOHATICTRC
NAUT8009526846201508280719LEAD00000100000019344210CUS-20365340               DWOMN60*WALKATICTRC
NAUT8009526846201508280856LEAD00000100000032358850CUS-20365475               DWOMN60*WALKATICTRC
NAUT8009526846201508280856LEAD00000100000049683231CUS-20365472               DWOMN60*WALKATICTRC
NAUT8009526846201508280920LEAD00000100000069361308CUS-20365517               DWOMN60*WALKATICTRC
NAUT8009526846201508281654LEAD00000100000069043308CUS-20366153               DWOMN60*WALKATICTRC
NAUT8009526851201508281538LEAD00000100000018974215CUS-45524               PIVTN180HAMF*TICBMT
NAUT8009526851201508290339LEAD00000100000077351814CUS-20366446               PIVTN180HAMF*TICBMT
NAUT8009531983201508280931LEAD00000100000022172571CUS-20365530               RELZ*N120HAMBYTICBMT
NAUT8009531983201508280933LEAD00000100000067846620CUS-20365534               RELZ*N120HAMBYTICBMT
NAUT8009531983201508282139LEAD00000100000047581317CUS-20366369               RELZ*N120HAMBYTICBMT
NAUT8009579671201508280437LEAD00000100000095122408CUS-20365240               VEL*N120HAMBYTICBMT
NAUT8009579671201508281312LEAD00000100000076093817CUS-20365853               VEL*N120HAMBYTICBMT
NAUT8009579671201508281441LEAD00000100000002904401CUS-20365983               VEL*N120HAMBYTICBMT
NAUT8009579671201508281443LEAD00000100000034104239CUS-20365987               VEL*N120HAMBYTICBMT
