US Short Form Leads
NAUT8002479645201511171146LEAD00000100000075123214CUS-20473518               QUBON120TCMOMTICTRC
NAUT8004927852201511171451LEAD00000100000091766626CUS-20473793               WGN*N120HAMBYTICBMT
NAUT8004927852201511171452LEAD00000100000027803252CUS-20473795               WGN*N120HAMBYTICBMT
NAUT8004927852201511171454LEAD00000100000008816732CUS-19895255               WGN*N120HAMBYTICBMT
NAUT8004927852201511171508LEAD00000100000092637949CUS-20473810               WGN*N120HAMBYTICBMT
NAUT8005304793201511172236LEAD00000100000075058469CUS-20474269               PIVTN180JACKDTICBMT
NAUT8005306204201511171008LEAD00000100000048507810CUS-20473356               SUNDN180JACKDTICBMT
NAUT8005306204201511171008LEAD00000100000089131725CUS-20473358               SUNDN180JACKDTICBMT
NAUT8005306204201511171009LEAD00000100000086044435CUS-20473364               SUNDN180JACKDTICBMT
NAUT8005306204201511171010LEAD00000100000097058541CUS-20473362               SUNDN180JACKDTICBMT
NAUT8005306204201511171015LEAD00000100000014838CUS-20473373               SUNDN180JACKDTICBMT
NAUT8006177548201511170812LEAD00000100000084601801CUS-20473202               SPKEN120KMV**TICTRC
NAUT8006177548201511170813LEAD00000100000068111712CUS-20473207               SPKEN120KMV**TICTRC
NAUT8006177548201511170813LEAD00000100000085713928CUS-20473204               SPKEN120KMV**TICTRC
NAUT8006177548201511170814LEAD00000100000027405336CUS-20473205               SPKEN120KMV**TICTRC
NAUT8006177548201511170815LEAD00000100000076016972CUS-20473211               SPKEN120KMV**TICTRC
NAUT8006177548201511170816LEAD00000100000003570603CUS-20473213               SPKEN120KMV**TICTRC
NAUT8006177548201511171116LEAD00000100000085338623CUS-20473465               SPKEN120KMV**TICTRC
NAUT8006177548201511171137LEAD00000100000092543951CUS-20473501               SPKEN120KMV**TICTRC
NAUT8006177548201511171145LEAD00000100000085354480CUS-20473514               SPKEN120KMV**TICTRC
NAUT8006177548201511171146LEAD00000100000038843662CUS-20473516               SPKEN120KMV**TICTRC
NAUT8006177548201511171146LEAD00000100000044105216CUS-20473471               SPKEN120KMV**TICTRC
NAUT8006177548201511171146LEAD00000100000078840830CUS-20473517               SPKEN120KMV**TICTRC
NAUT8006177548201511171152LEAD00000100000032836530CUS-20473533               SPKEN120KMV**TICTRC
NAUT8006325419201511170741LEAD00000100000019945302CUS-20473165               SPKEN120ALOBYTICTRC
NAUT8006325419201511170903LEAD00000100000015021412CUS-20473265               SPKEN120ALOBYTICTRC
NAUT8006325419201511170942LEAD00000100000016661814CUS-20473319               SPKEN120ALOBYTICTRC
NAUT8006325419201511171025LEAD00000100000037341423CUS-20473388               SPKEN120ALOBYTICTRC
NAUT8006325419201511171025LEAD00000100000080260720CUS-20473386               SPKEN120ALOBYTICTRC
NAUT8006325419201511171026LEAD00000100000027806252CUS-20473389               SPKEN120ALOBYTICTRC
NAUT8006325419201511171028LEAD00000100000034611352CUS-20473394               SPKEN120ALOBYTICTRC
NAUT8006325419201511171041LEAD00000100000097424541CUS-20473418               SPKEN120ALOBYTICTRC
NAUT8006325419201511171328LEAD00000100000099141509CUS-20473665               SPKEN120ALOBYTICTRC
NAUT8006491651201511171101LEAD00000100000073054405CUS-17887082               SUNDN120HAMBYTICBMT
NAUT8006491651201511171101LEAD00000100000077070832CUS-20473438               SUNDN120HAMBYTICBMT
NAUT8006491651201511171101LEAD00000100000095338209CUS-20473437               SUNDN120HAMBYTICBMT
NAUT8006491651201511171102LEAD00000100000075011903CUS-20473440               SUNDN120HAMBYTICBMT
NAUT8006491651201511171129LEAD00000100000019111215CUS-20473488               SUNDN120HAMBYTICBMT
NAUT8006508911201511170849LEAD00000100000047374765CUS-20473252               SPKEN120HAMBYTICBMT
NAUT8006508911201511170849LEAD00000100000061108815CUS-20473251               SPKEN120HAMBYTICBMT
NAUT8006508911201511170904LEAD00000100000028467910CUS-20473267               SPKEN120HAMBYTICBMT
NAUT8006514043201511171545LEAD00000100000022604540CUS-20473864               DISEN60*WALKATICTRC
NAUT8006520108201511171258LEAD00000100000031771407CUS-20473629               INSPN180ALOHATICTRC
NAUT8006520108201511171934LEAD00000100000096786808CUS-20474121               INSPN180ALOHATICTRC
NAUT8006520108201511171936LEAD00000100000016625814CUS-20474123               INSPN180ALOHATICTRC
NAUT8006586984201511171351LEAD00000100000094565925CUS-20473706               DTVLN60*WALKATICTRC
NAUT8006586984201511171357LEAD00000100000080542303CUS-20473713               DTVLN60*WALKATICTRC
NAUT8006985992201511171738LEAD00000100000053511608CUS-20473992               ACNNL60*WALKATICTRC
NAUT8007075269201511171508LEAD00000100000040475859CUS-20473806               DISMN60*HAMF*TICBMT
NAUT8007075269201511171508LEAD00000100000040475859CUS-20473806               DISMN60*HAMF*TICTRC
NAUT8007075269201511171536LEAD00000100000076903325CUS-20473854               DISMN60*HAMF*TICBMT
NAUT8007086528201511170648LEAD00000100000091016626CUS-20473111               VEL*N120JACKDTICBMT
NAUT8007171498201511170033LEAD00000100000077630409CUS-20472952               LMN*N60*WLKNYTICTRC
NAUT8007171498201511171125LEAD00000100000017403717CUS-20260456               LMN*N60*WLKNYTICTRC
NAUT8007171498201511171126LEAD00000100000039301601CUS-20473480               LMN*N60*WLKNYTICTRC
NAUT8007171498201511171127LEAD00000100000011212347CUS-20473485               LMN*N60*WLKNYTICTRC
NAUT8007171498201511171128LEAD00000100000063138314CUS-20473487               LMN*N60*WLKNYTICTRC
NAUT8007179060201511172150LEAD00000100000027028336CUS-20474240               CZNYN120KMV**TICTRC
NAUT8007179060201511172157LEAD00000100000080631970CUS-20474247               CZNYN120KMV**TICTRC
NAUT8007206170201511171038LEAD00000100000008889908CUS-20473409               IDISN60*WALKATICTRC
NAUT8007206170201511171039LEAD00000100000003079603CUS-20473413               IDISN60*WALKATICTRC
NAUT8007206170201511171121LEAD00000100000065281660CUS-20473476               IDISN60*WALKATICTRC
NAUT8007300620201511171610LEAD00000100000063301404CUS-20473895               SUNDN120JACKDTICBMT
NAUT8007300620201511171614LEAD00000100000095210209CUS-20473889               SUNDN120JACKDTICBMT
NAUT8007300620201511171833LEAD00000100000092507951CUS-20474065               SUNDN120JACKDTICBMT
NAUT8008204560201511170137LEAD00000100000097702541CUS-3662372               FOXNN120ALOBYTICTRC
NAUT8008597382201511171922LEAD00000100000048203313CUS-20474111               ION*N120HAMBYTICBMT
NAUT8008719981201511171122LEAD000001000000480CUS-20473478               HGTVN60*JACKDTICBMT
NAUT8008719981201511171350LEAD00000100000010456347CUS-12522789               HGTVN60*JACKDTICBMT
NAUT8008719981201511171351LEAD00000100000028394910CUS-20473705               HGTVN60*JACKDTICBMT
NAUT8008719981201511171424LEAD00000100000094534707CUS-20473756               HGTVN60*JACKDTICBMT
NAUT8009185197201511171039LEAD00000100000011779631CUS-20473411               SPKEN120JACKDTICBMT
NAUT8009185197201511171113LEAD00000100000014004716CUS-20473466               SPKEN120JACKDTICBMT
NAUT8009185197201511171116LEAD00000100000033565813CUS-20473470               SPKEN120JACKDTICBMT
NAUT8009185197201511171117LEAD00000100000044105216CUS-20473471               SPKEN120JACKDTICBMT
NAUT8009185197201511171413LEAD00000100000098401253CUS-20473740               SPKEN120JACKDTICBMT
NAUT8009185197201511171415LEAD00000100000098055425CUS-3735969               SPKEN120JACKDTICBMT
NAUT8009213028201511171153LEAD00000100000045385937CUS-20473538               M617P60*NOTSTTICBMT
NAUT8009213028201511172350LEAD00000100000091342818CUS-20474308               M617P60*NOTSTTICBMT
NAUT8009257794201511171518LEAD00000100000016861814CUS-20473824               METVN120KMV**TICTRC
NAUT8009257794201511171518LEAD00000100000060126630CUS-20473823               METVN120KMV**TICTRC
NAUT8009257794201511171521LEAD00000100000028379910CUS-20473833               METVN120KMV**TICTRC
NAUT8009257794201511171838LEAD00000100000093534818CUS-20474064               METVN120KMV**TICTRC
NAUT8009257794201511171907LEAD00000100000097603541CUS-20474098               METVN120KMV**TICTRC
NAUT8009261768201511171519LEAD00000100000040601502CUS-20473825               HALLN60*WALKATICTRC
NAUT8009261768201511171520LEAD00000100000030094770CUS-20473828               HALLN60*WALKATICTRC
NAUT8009261768201511171520LEAD00000100000045406937CUS-20473826               HALLN60*WALKATICTRC
NAUT8009261768201511171520LEAD00000100000079925915CUS-20473830               HALLN60*WALKATICTRC
NAUT8009261768201511171522LEAD00000100000034761407CUS-20473835               HALLN60*WALKATICTRC
NAUT8009261768201511171827LEAD00000100000097330541CUS-20474055               HALLN60*WALKATICTRC
NAUT8009371930201511170950LEAD00000100000011709516CUS-20473331               CMESN60*JACKDTICBMT
NAUT8009371930201511171109LEAD00000100000011552516CUS-20473455               CMESN60*JACKDTICBMT
NAUT8009371930201511171332LEAD00000100000008520609CUS-20473670               CMESN60*JACKDTICBMT
NAUT8009521867201511171522LEAD00000100000046254317CUS-20473832               LAFFN120JACKDTICBMT
NAUT8009524394201511171156LEAD00000100000093550661CUS-20473543               SCFIN60*JACKDTICBMT
NAUT8009526846201511170104LEAD00000100000015235412CUS-20472962               DWOMN60*WALKATICTRC
NAUT8009526846201511171423LEAD00000100000039208210CUS-20473755               DWOMN60*WALKATICTRC
NAUT8009527032201511171114LEAD00000100000060517708CUS-20473468               FOODN60*WALKATICTRC
NAUT8009527032201511171120LEAD00000100000078232210CUS-20473473               FOODN60*WALKATICTRC
NAUT8009527032201511171259LEAD00000100000039532228CUS-20473632               FOODN60*WALKATICTRC
NAUT8009527032201511171300LEAD00000100000004945207CUS-20473633               FOODN60*WALKATICTRC
NAUT8009527032201511171619LEAD00000100000063084CUS-20473905               FOODN60*WALKATICTRC
NAUT8009527032201511171654LEAD00000100000038109901CUS-20473943               FOODN60*WALKATICTRC
NAUT8009527032201511171655LEAD00000100000040202502CUS-20473945               FOODN60*WALKATICTRC
NAUT8009527032201511171655LEAD00000100000060016847CUS-20473946               FOODN60*WALKATICTRC
NAUT8009527947201511171104LEAD00000100000048455810CUS-20473446               INSPN120KMV**TICTRC
NAUT8009529217201511170935LEAD00000100000054826715CUS-20473312               THISN120ALOBYTICTRC
NAUT8009579671201511171213LEAD00000100000049082517CUS-10014237               VEL*N120HAMBYTICBMT
