US Short Form Leads
NAUT8002035443201509220944LEAD00000100000075860254CUS-5153518               BRNGN120TCMOMTICTRC
NAUT8007075269201509221620LEAD00000100000095691916CUS-20398941               DISMN60*HAMF*TICBMT
NAUT8007110152201509221025LEAD00000100000021403410CUS-3890374               PUREN180HAMF*TICBMT
NAUT8007171553201509220700LEAD00000100000010467718CUS-20398329               IFC*N120HAMBYTICBMT
NAUT8007171553201509220918LEAD00000100000040440606CUS-20398501               IFC*N120HAMBYTICBMT
NAUT8007171553201509220918LEAD00000100000040440606CUS-20398501               IFC*N120HAMBYTICTRC
NAUT8007171553201509220924LEAD00000100000035205205CUS-19515723               IFC*N120HAMBYTICBMT
NAUT8007171553201509220948LEAD00000100000019701267CUS-20398530               IFC*N120HAMBYTICBMT
NAUT8007171553201509220949LEAD00000100000046312219CUS-20398529               IFC*N120HAMBYTICBMT
NAUT8007171553201509220951LEAD00000100000031906706CUS-20398531               IFC*N120HAMBYTICBMT
NAUT8007632060201509220036LEAD00000100000095337209CUS-20398222               HMM*N120ALOBYTICTRC
NAUT8007638070201509220713LEAD00000100000027818252CUS-20398340               DISNN60*HAMF*TICBMT
NAUT8007638070201509220833LEAD00000100000033418561CUS-20398457               DISNN60*HAMF*TICBMT
NAUT8007639080201509220952LEAD00000100000089450775CUS-20398538               DIRNN60*HAMF*TICBMT
NAUT8008204560201509220236LEAD00000100000093117805CUS-20398232               FOXNN120ALOBYTICTRC
NAUT8008204560201509221216LEAD00000100000044057440CUS-20398713               FOXNN120ALOBYTICTRC
NAUT8008204560201509230337LEAD00000100000024426540CUS-20399262               FOXNN120ALOBYTICTRC
NAUT8008597382201509220750LEAD00000100000073077580CUS-12289846               ION*N120HAMBYTICBMT
NAUT8008597382201509220751LEAD00000100000006515203CUS-19771065               ION*N120HAMBYTICBMT
NAUT8008597382201509220751LEAD00000100000045661740CUS-20398384               ION*N120HAMBYTICBMT
NAUT8008597382201509220753LEAD00000100000025703304CUS-20398391               ION*N120HAMBYTICBMT
NAUT8008597382201509220753LEAD00000100000048341248CUS-20398390               ION*N120HAMBYTICBMT
NAUT8008597382201509220754LEAD00000100000060612630CUS-20398393               ION*N120HAMBYTICBMT
NAUT8008597382201509221050LEAD00000100000094014415CUS-20398618               ION*N120HAMBYTICBMT
NAUT8008597382201509221052LEAD00000100000093555760CUS-20398620               ION*N120HAMBYTICBMT
NAUT8008597382201509221716LEAD00000100000090810424CUS-20398994               ION*N120HAMBYTICBMT
NAUT8008731614201509220744LEAD00000100000080550970CUS-5746267               VEL*N180HAMF*TICBMT
NAUT8009211618201509222337LEAD00000100000007016908CUS-4313959               M610P60*NOTSTTICBMT
NAUT8009211618201509222338LEAD00000100000010469347CUS-13165172               M610P60*NOTSTTICBMT
NAUT8009212837201509221539LEAD00000100000063401573CUS-1090314               M611P60*NOTSTTICBMT
NAUT8009213024201509221537LEAD00000100000030238678CUS-20398904               M616P60*NOTSTTICBMT
NAUT8009213034201509222336LEAD00000100000053218773CUS-20399238               M619P60*NOTSTTICBMT
NAUT8009526846201509220745LEAD00000100000077433713CUS-20398380               DWOMN60*WALKATICTRC
NAUT8009526846201509221521LEAD00000100000064055816CUS-20398890               DWOMN60*WALKATICTRC
NAUT8009526846201509221555LEAD00000100000065026573CUS-20398919               DWOMN60*WALKATICTRC
NAUT8009526846201509222142LEAD00000100000048910989CUS-20399218               DWOMN60*WALKATICTRC
NAUT8009526851201509221435LEAD00000100000078644512CUS-19516377               PIVTN180HAMF*TICBMT
NAUT8009531983201509221139LEAD00000100000028052704CUS-20398674               RELZ*N120HAMBYTICBMT
