US Short Form Leads
NAUT8002035443201509010912LEAD00000100000011779631CUS-20370743               BRNGN120TCMOMTICTRC
NAUT8006325419201509010819LEAD00000100000008757732CUS-20370675               SPKEN120ALOBYTICTRC
NAUT8006325419201509010819LEAD00000100000063701573CUS-20370679               SPKEN120ALOBYTICTRC
NAUT8006325419201509010820LEAD00000100000080231720CUS-20370680               SPKEN120ALOBYTICTRC
NAUT8006491651201509010703LEAD00000100000046975574CUS-20370580               SUNDN120HAMBYTICBMT
NAUT8006491651201509010754LEAD00000100000093301661CUS-20370644               SUNDN120HAMBYTICBMT
NAUT8006491651201509010830LEAD00000100000076875325CUS-20370693               SUNDN120HAMBYTICBMT
NAUT8006491651201509010846LEAD00000100000085020602CUS-20370713               SUNDN120HAMBYTICBMT
NAUT8006491651201509010924LEAD00000100000075501903CUS-20370756               SUNDN120HAMBYTICBMT
NAUT8006491651201509010941LEAD00000100000093723559CUS-20370788               SUNDN120HAMBYTICBMT
NAUT8006491651201509011022LEAD00000100000045227513CUS-20370835               SUNDN120HAMBYTICBMT
NAUT8006491651201509011023LEAD00000100000024502434CUS-20370838               SUNDN120HAMBYTICBMT
NAUT8006491651201509011442LEAD00000100000019145267CUS-20371204               SUNDN120HAMBYTICBMT
NAUT8006491651201509011443LEAD00000100000043062740CUS-20371206               SUNDN120HAMBYTICBMT
NAUT8006491651201509011444LEAD00000100000053022414CUS-20371205               SUNDN120HAMBYTICBMT
NAUT8006491651201509011515LEAD00000100000011369347CUS-20371252               SUNDN120HAMBYTICBMT
NAUT8006493521201509010733LEAD00000100000019143215CUS-20370618               H2**N180HAMF*TICBMT
NAUT8006514043201509011419LEAD00000100000042452270CUS-20371174               DISEN60*WALKATICTRC
NAUT8006514043201509011419LEAD00000100000048867989CUS-20298445               DISEN60*WALKATICTRC
NAUT8006514043201509011420LEAD00000100000018017610CUS-20371176               DISEN60*WALKATICTRC
NAUT8006514043201509011451LEAD00000100000030629706CUS-20371220               DISEN60*WALKATICTRC
NAUT8006514043201509011655LEAD00000100000077036409CUS-20371353               DISEN60*WALKATICTRC
NAUT8007075269201509011621LEAD00000100000072601870CUS-20371316               DISMN60*HAMF*TICBMT
NAUT8007110152201509020413LEAD00000100000008873732CUS-20371692               PUREN180HAMF*TICBMT
NAUT8007171553201509010803LEAD00000100000077535832CUS-20370655               IFC*N120HAMBYTICBMT
NAUT8007171553201509010807LEAD00000100000093705559CUS-20370662               IFC*N120HAMBYTICBMT
NAUT8007171553201509011057LEAD00000100000028655828CUS-20370900               IFC*N120HAMBYTICBMT
NAUT8007171553201509011108LEAD00000100000064804417CUS-12616845               IFC*N120HAMBYTICBMT
NAUT8007171553201509011235LEAD00000100000092555909CUS-20371025               IFC*N120HAMBYTICBMT
NAUT8007171553201509011336LEAD00000100000006457860CUS-20371106               IFC*N120HAMBYTICBMT
NAUT8007171553201509011336LEAD00000100000076518512CUS-20371108               IFC*N120HAMBYTICBMT
NAUT8007171553201509011337LEAD00000100000029203803CUS-20371113               IFC*N120HAMBYTICBMT
NAUT8007171553201509011338LEAD00000100000092545323CUS-20371117               IFC*N120HAMBYTICBMT
NAUT8007171553201509011342LEAD00000100000055302320CUS-20371111               IFC*N120HAMBYTICBMT
NAUT8007632060201509011143LEAD00000100000092543951CUS-20370953               HMM*N120ALOBYTICTRC
NAUT8007632060201509011737LEAD00000100000097420541CUS-20371395               HMM*N120ALOBYTICTRC
NAUT8007632060201509011918LEAD00000100000089183702CUS-20371426               HMM*N120ALOBYTICTRC
NAUT8008597382201509010710LEAD00000100000006519203CUS-20370586               ION*N120HAMBYTICBMT
NAUT8008597382201509010710LEAD00000100000023503757CUS-20321510               ION*N120HAMBYTICBMT
NAUT8008597382201509010711LEAD00000100000011373229CUS-20370588               ION*N120HAMBYTICBMT
NAUT8008731614201509010841LEAD00000100000043207614CUS-20370707               VEL*N180HAMF*TICBMT
NAUT8008731614201509011026LEAD00000100000090065323CUS-20370845               VEL*N180HAMF*TICBMT
NAUT8008731614201509011029LEAD00000100000001089413CUS-20370850               VEL*N180HAMF*TICBMT
NAUT8008731614201509011040LEAD00000100000073099214CUS-20370867               VEL*N180HAMF*TICBMT
NAUT8008731614201509011125LEAD00000100000030120770CUS-20370930               VEL*N180HAMF*TICBMT
NAUT8008731614201509011145LEAD00000100000010019212CUS-20370956               VEL*N180HAMF*TICBMT
NAUT8008731614201509011147LEAD00000100000042038270CUS-20370962               VEL*N180HAMF*TICBMT
NAUT8008731614201509011157LEAD00000100000007646201CUS-20296434               VEL*N180HAMF*TICBMT
NAUT8009102971201509010935LEAD00000100000033304954CUS-20370776               ARTSN60*HAMF*TICBMT
NAUT8009102971201509011044LEAD00000100000030655678CUS-20370874               ARTSN60*HAMF*TICBMT
NAUT8009102971201509011240LEAD00000100000093535661CUS-20371023               ARTSN60*HAMF*TICBMT
NAUT8009211618201509010541LEAD00000100000033760727CUS-20370517               M610P60*NOTSTTICBMT
NAUT8009211618201509011137LEAD00000100000011020516CUS-1404941               M610P60*NOTSTTICBMT
NAUT8009211618201509011408LEAD00000100000011411917CUS-11901857               M610P60*NOTSTTICBMT
NAUT8009213028201509010538LEAD00000100000095685209CUS-20370516               M617P60*NOTSTTICBMT
NAUT8009315139201509010434LEAD00000100000077713409CUS-20370485               HGTVN5MINFIVE*TICTRC
NAUT8009315139201509010838LEAD00000100000076450210CUS-20370703               HGTVN5MINFIVE*TICTRC
NAUT8009521768201509010531LEAD00000100000048094330CUS-5376910               ESQ*N120HAMBYTICBMT
NAUT8009521768201509010945LEAD00000100000012020518CUS-20370796               ESQ*N120HAMBYTICBMT
NAUT8009521768201509010945LEAD00000100000068601402CUS-20370797               ESQ*N120HAMBYTICBMT
NAUT8009526846201509011049LEAD00000100000028694540CUS-20370884               DWOMN60*WALKATICTRC
NAUT8009526851201509011117LEAD00000100000078255210CUS-20370920               PIVTN180HAMF*TICBMT
NAUT8009531983201509010720LEAD00000100000078570956CUS-19837433               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011031LEAD00000100000049707989CUS-20370852               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011034LEAD00000100000080221720CUS-20370857               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011040LEAD00000100000001463978CUS-20370856               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011108LEAD00000100000079105806CUS-20370912               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011128LEAD00000100000088023575CUS-10534023               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011443LEAD00000100000060634773CUS-20371203               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011753LEAD00000100000011777631CUS-20371408               RELZ*N120HAMBYTICBMT
NAUT8009531983201509011841LEAD00000100000014072716CUS-20371418               RELZ*N120HAMBYTICBMT
NAUT8009532173201509011605LEAD00000100000056187507CUS-20371299               CMESL60*HAMF*TICBMT
NAUT8009579671201509010955LEAD00000100000045011513CUS-20328107               VEL*N120HAMBYTICBMT
