US Short Form Leads
NAUT8002035443201507202238LEAD00000100000077083832CUS-20308845               BRNGN120TCMOMTICTRC
NAUT8005276842201507200655LEAD00000100000032084904CUS-20307374               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507200942LEAD00000100000033055305CUS-20307650               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507201209LEAD00000100000022443804CUS-20307906               HMM*N5MINFIVE*TICTRC
NAUT8006148755201507201000LEAD00000100000034748352CUS-20307683               HGTVL60*ALOHATICTRC
NAUT8006325419201507200728LEAD00000100000024472540CUS-10536827               SPKEN120ALOBYTICTRC
NAUT8006325419201507200728LEAD00000100000032725407CUS-20307416               SPKEN120ALOBYTICTRC
NAUT8006325419201507200728LEAD00000100000038063731CUS-20307415               SPKEN120ALOBYTICTRC
NAUT8006325419201507200728LEAD00000100000078254210CUS-20307417               SPKEN120ALOBYTICTRC
NAUT8006325419201507200810LEAD00000100000043221614CUS-20307484               SPKEN120ALOBYTICTRC
NAUT8006325419201507200811LEAD00000100000043906740CUS-20307489               SPKEN120ALOBYTICTRC
NAUT8006325419201507200811LEAD00000100000092503951CUS-20307490               SPKEN120ALOBYTICTRC
NAUT8006325419201507200814LEAD00000100000061548309CUS-20307498               SPKEN120ALOBYTICTRC
NAUT8006325419201507200818LEAD00000100000010304718CUS-20096581               SPKEN120ALOBYTICTRC
NAUT8006325419201507201029LEAD00000100000096703808CUS-20307733               SPKEN120ALOBYTICTRC
NAUT8006491651201507201006LEAD00000100000007726646CUS-2995195               SUNDN120HAMBYTICBMT
NAUT8006491651201507201007LEAD00000100000073170405CUS-20284537               SUNDN120HAMBYTICBMT
NAUT8006491651201507201021LEAD00000100000048811989CUS-5512163               SUNDN120HAMBYTICBMT
NAUT8006491651201507201124LEAD00000100000010314718CUS-20307824               SUNDN120HAMBYTICBMT
NAUT8006491651201507201124LEAD00000100000033311407CUS-20307826               SUNDN120HAMBYTICBMT
NAUT8006491651201507201124LEAD00000100000053948608CUS-20307823               SUNDN120HAMBYTICBMT
NAUT8006491651201507201125LEAD00000100000055119651CUS-20307827               SUNDN120HAMBYTICBMT
NAUT8006491651201507201329LEAD00000100000033147786CUS-20308044               SUNDN120HAMBYTICBMT
NAUT8006491651201507201331LEAD00000100000049057269CUS-20308050               SUNDN120HAMBYTICBMT
NAUT8006491651201507201428LEAD00000100000006053860CUS-20308141               SUNDN120HAMBYTICBMT
NAUT8006491651201507201500LEAD00000100000078221210CUS-20308191               SUNDN120HAMBYTICBMT
NAUT8006493521201507200730LEAD00000100000092555951CUS-20307421               H2**N180HAMF*TICBMT
NAUT8006493521201507200759LEAD00000100000000745787CUS-20307465               H2**N180HAMF*TICBMT
NAUT8006493521201507200810LEAD00000100000036907205CUS-19775484               H2**N180HAMF*TICBMT
NAUT8006493521201507201033LEAD00000100000032257904CUS-6509698               H2**N180HAMF*TICBMT
NAUT8006493521201507201035LEAD00000100000030907706CUS-17853251               H2**N180HAMF*TICBMT
NAUT8006493521201507201036LEAD00000100000065248660CUS-20307749               H2**N180HAMF*TICBMT
NAUT8006493521201507201036LEAD00000100000075472903CUS-20307748               H2**N180HAMF*TICBMT
NAUT8006493521201507201038LEAD00000100000019382484CUS-20307754               H2**N180HAMF*TICBMT
NAUT8006508911201507200711LEAD00000100000024472540CUS-10536827               SPKEN120HAMBYTICBMT
NAUT8006508911201507200840LEAD00000100000062080618CUS-20307529               SPKEN120HAMBYTICBMT
NAUT8006508911201507200840LEAD00000100000068025402CUS-20307531               SPKEN120HAMBYTICBMT
NAUT8006508911201507200841LEAD00000100000079782281CUS-20307533               SPKEN120HAMBYTICBMT
NAUT8006508911201507200842LEAD00000100000010459347CUS-20307536               SPKEN120HAMBYTICBMT
NAUT8006508911201507200843LEAD00000100000034759863CUS-20307534               SPKEN120HAMBYTICBMT
NAUT8006508911201507200844LEAD00000100000024054276CUS-9928676               SPKEN120HAMBYTICBMT
NAUT8006508911201507201129LEAD00000100000033411561CUS-20307835               SPKEN120HAMBYTICBMT
NAUT8006508911201507201139LEAD00000100000075702903CUS-20307854               SPKEN120HAMBYTICBMT
NAUT8006514043201507201233LEAD00000100000075501903CUS-20307952               DISEN60*WALKATICTRC
NAUT8006514043201507201426LEAD00000100000045669740CUS-20308137               DISEN60*WALKATICTRC
NAUT8006514043201507201427LEAD00000100000076179817CUS-20308138               DISEN60*WALKATICTRC
NAUT8006514043201507201619LEAD00000100000033955941CUS-20308316               DISEN60*WALKATICTRC
NAUT8006514043201507201619LEAD00000100000068305402CUS-20308317               DISEN60*WALKATICTRC
NAUT8006514043201507202240LEAD00000100000043224614CUS-20308850               DISEN60*WALKATICTRC
NAUT8006520108201507200709LEAD00000100000045631740CUS-20307389               INSPN180ALOHATICTRC
NAUT8006520108201507200748LEAD00000100000007073201CUS-20307449               INSPN180ALOHATICTRC
NAUT8006520108201507201058LEAD00000100000039641601CUS-20307786               INSPN180ALOHATICTRC
NAUT8006520108201507201224LEAD00000100000083402208CUS-20307935               INSPN180ALOHATICTRC
NAUT8006520108201507201825LEAD00000100000037830865CUS-20308587               INSPN180ALOHATICTRC
NAUT8006520108201507201827LEAD00000100000007304201CUS-20308590               INSPN180ALOHATICTRC
NAUT8006520108201507201830LEAD00000100000092252909CUS-20308591               INSPN180ALOHATICTRC
NAUT8006586984201507201611LEAD00000100000035546205CUS-20308305               DTVLN60*WALKATICTRC
NAUT8007075269201507200751LEAD00000100000064844417CUS-20307453               DISMN60*HAMF*TICBMT
NAUT8007075269201507201208LEAD00000100000030904706CUS-20307910               DISMN60*HAMF*TICBMT
NAUT8007075269201507201454LEAD00000100000001105413CUS-20308187               DISMN60*HAMF*TICBMT
NAUT8007075269201507201620LEAD00000100000015902814CUS-20308319               DISMN60*HAMF*TICBMT
NAUT8007075269201507201648LEAD00000100000029611864CUS-20308376               DISMN60*HAMF*TICBMT
NAUT8007075269201507201715LEAD00000100000033830863CUS-20308361               DISMN60*HAMF*TICBMT
NAUT8007110152201507200851LEAD00000100000041098502CUS-20307555               PUREN180HAMF*TICBMT
NAUT8007171553201507201032LEAD00000100000020024202CUS-20307739               IFC*N120HAMBYTICBMT
NAUT8007171553201507201034LEAD00000100000001008413CUS-20307744               IFC*N120HAMBYTICBMT
NAUT8007171553201507201034LEAD00000100000019131215CUS-20307745               IFC*N120HAMBYTICBMT
NAUT8007632060201507201650LEAD00000100000028806828CUS-20308388               HMM*N120ALOBYTICTRC
NAUT8007632060201507201652LEAD00000100000037814423CUS-20308396               HMM*N120ALOBYTICTRC
NAUT8007632060201507201653LEAD00000100000048141313CUS-20308383               HMM*N120ALOBYTICTRC
NAUT8007632060201507201653LEAD00000100000064503816CUS-20308398               HMM*N120ALOBYTICTRC
NAUT8007632060201507201654LEAD00000100000048040443CUS-20308384               HMM*N120ALOBYTICTRC
NAUT8007632060201507201754LEAD00000100000052804563CUS-20308535               HMM*N120ALOBYTICTRC
NAUT8008204560201507200036LEAD00000100000031632229CUS-20307238               FOXNN120ALOBYTICTRC
NAUT8008204560201507200039LEAD00000100000085546928CUS-20307242               FOXNN120ALOBYTICTRC
NAUT8008204560201507200136LEAD00000100000093033818CUS-20307254               FOXNN120ALOBYTICTRC
NAUT8008204560201507210037LEAD00000100000039157601CUS-20308896               FOXNN120ALOBYTICTRC
NAUT8008491715201507200627LEAD00000100000010303718CUS-20307345               CI**N5MINFIVE*TICTRC
NAUT8008597382201507200909LEAD00000100000011420718CUS-20307593               ION*N120HAMBYTICBMT
NAUT8008597382201507200910LEAD00000100000029715704CUS-20307594               ION*N120HAMBYTICBMT
NAUT8008597382201507200910LEAD00000100000046320219CUS-20307595               ION*N120HAMBYTICBMT
NAUT8008731614201507200835LEAD00000100000093446805CUS-6852626               VEL*N180HAMF*TICBMT
NAUT8008731614201507200949LEAD00000100000064850417CUS-20307661               VEL*N180HAMF*TICBMT
NAUT8008731614201507201152LEAD00000100000098671360CUS-4055240               VEL*N180HAMF*TICBMT
NAUT8009211618201507201534LEAD00000100000011427718CUS-20308239               M610P60*NOTSTTICBMT
NAUT8009213010201507201136LEAD00000100000017202717CUS-20307848               M613P60*NOTSTTICBMT
NAUT8009213028201507200542LEAD00000100000090701562CUS-20307310               M617P60*NOTSTTICBMT
NAUT8009260864201507201702LEAD00000100000074039918CUS-20308423               IONLN180ALOHATICTRC
NAUT8009357343201507201118LEAD00000100000008034856CUS-20307817               SMTHN120ALOBYTICTRC
NAUT8009357343201507201202LEAD00000100000043160740CUS-20307896               SMTHN120ALOBYTICTRC
NAUT8009357343201507201202LEAD00000100000048335248CUS-4533662               SMTHN120ALOBYTICTRC
NAUT8009521768201507200745LEAD00000100000070301985CUS-20307445               ESQ*N120HAMBYTICBMT
NAUT8009521768201507201143LEAD00000100000071118318CUS-20307866               ESQ*N120HAMBYTICBMT
NAUT8009521768201507201444LEAD00000100000093257559CUS-20308168               ESQ*N120HAMBYTICBMT
NAUT8009522961201507201436LEAD00000100000063033314CUS-20308149               FX**L60*ALOHATICTRC
NAUT8009526846201507200620LEAD00000100000079064806CUS-20307336               DWOMN60*WALKATICTRC
NAUT8009526846201507201017LEAD00000100000028391910CUS-20307716               DWOMN60*WALKATICTRC
NAUT8009526846201507201442LEAD00000100000020879240CUS-20308162               DWOMN60*WALKATICTRC
NAUT8009526846201507201650LEAD00000100000028356910CUS-20308391               DWOMN60*WALKATICTRC
NAUT8009526846201507201652LEAD00000100000030224770CUS-20308397               DWOMN60*WALKATICTRC
NAUT8009526846201507201658LEAD00000100000025413304CUS-20308411               DWOMN60*WALKATICTRC
NAUT8009526846201507201701LEAD00000100000060455708CUS-20308421               DWOMN60*WALKATICTRC
NAUT8009526846201507201726LEAD00000100000091303818CUS-20308487               DWOMN60*WALKATICTRC
NAUT8009531983201507201256LEAD00000100000074361405CUS-20307989               RELZ*N120HAMBYTICBMT
NAUT8009579671201507201117LEAD00000100000040223502CUS-20307815               VEL*N120HAMBYTICBMT
NAUT8009579671201507201529LEAD00000100000032712407CUS-20308227               VEL*N120HAMBYTICBMT
NAUT8009579671201507201532LEAD00000100000061032815CUS-20308234               VEL*N120HAMBYTICBMT
NAUT8009579671201507201706LEAD00000100000033870863CUS-20308433               VEL*N120HAMBYTICBMT
