US Short Form Leads
NAUT8002035443201507161245LEAD00000100000046241317CUS-20302273               BRNGN120TCMOMTICTRC
NAUT8006491651201507160929LEAD00000100000029570843CUS-20301932               SUNDN120HAMBYTICBMT
NAUT8006491651201507161110LEAD00000100000064040816CUS-1614688               SUNDN120HAMBYTICBMT
NAUT8006491651201507161111LEAD00000100000085634520CUS-7950722               SUNDN120HAMBYTICBMT
NAUT8006491651201507161114LEAD00000100000065270660CUS-12200384               SUNDN120HAMBYTICBMT
NAUT8006491651201507161117LEAD00000100000030115678CUS-20302114               SUNDN120HAMBYTICBMT
NAUT8006491651201507161153LEAD00000100000077713785CUS-20302177               SUNDN120HAMBYTICBMT
NAUT8006491651201507161154LEAD00000100000004736207CUS-19249899               SUNDN120HAMBYTICBMT
NAUT8006491651201507161208LEAD00000100000075126972CUS-20302183               SUNDN120HAMBYTICBMT
NAUT8006491651201507161455LEAD00000100000049254517CUS-20302454               SUNDN120HAMBYTICBMT
NAUT8006491651201507161710LEAD00000100000086504928CUS-20302591               SUNDN120HAMBYTICBMT
NAUT8006493521201507161055LEAD00000100000098030253CUS-12800450               H2**N180HAMF*TICBMT
NAUT8006493521201507161056LEAD00000100000020906301CUS-20302085               H2**N180HAMF*TICBMT
NAUT8006493521201507161057LEAD00000100000034116239CUS-20302084               H2**N180HAMF*TICBMT
NAUT8006493521201507161058LEAD00000100000071953479CUS-20302087               H2**N180HAMF*TICBMT
NAUT8006493521201507161129LEAD00000100000098331360CUS-20302129               H2**N180HAMF*TICBMT
NAUT8006493521201507161130LEAD00000100000081403970CUS-20302134               H2**N180HAMF*TICBMT
NAUT8006508911201507160919LEAD00000100000068135402CUS-20301915               SPKEN120HAMBYTICBMT
NAUT8006508911201507160923LEAD00000100000033619813CUS-6984691               SPKEN120HAMBYTICBMT
NAUT8006508911201507160923LEAD00000100000054228930CUS-20301920               SPKEN120HAMBYTICBMT
NAUT8006514043201507161649LEAD00000100000071040318CUS-20302572               DISEN60*WALKATICTRC
NAUT8006520108201507160700LEAD00000100000070748225CUS-20301776               INSPN180ALOHATICTRC
NAUT8006520108201507160921LEAD00000100000016053724CUS-20301916               INSPN180ALOHATICTRC
NAUT8006520108201507161521LEAD00000100000039042769CUS-20302477               INSPN180ALOHATICTRC
NAUT8006520108201507161714LEAD00000100000087105505CUS-20302594               INSPN180ALOHATICTRC
NAUT8006520108201507161716LEAD00000100000075211214CUS-20302596               INSPN180ALOHATICTRC
NAUT8006520108201507161823LEAD00000100000030530706CUS-20302638               INSPN180ALOHATICTRC
NAUT8006546989201507161432LEAD00000100000088030575CUS-20302425               TNT*L60*ALOHATICTRC
NAUT8007075269201507160640LEAD00000100000031063478CUS-20301753               DISMN60*HAMF*TICBMT
NAUT8007075269201507160943LEAD00000100000033917239CUS-20301957               DISMN60*HAMF*TICBMT
NAUT8007075269201507161618LEAD00000100000065785417CUS-20302557               DISMN60*HAMF*TICBMT
NAUT8007075269201507161618LEAD00000100000072650870CUS-20302558               DISMN60*HAMF*TICBMT
NAUT8007116190201507160749LEAD00000100000075481903CUS-20207758               HERON120HAMBYTICBMT
NAUT8007116190201507160755LEAD00000100000027703919CUS-20301820               HERON120HAMBYTICBMT
NAUT8007116190201507161440LEAD00000100000034685727CUS-2372               HERON120HAMBYTICBMT
NAUT8007171553201507161043LEAD00000100000055812218CUS-13219056               IFC*N120HAMBYTICBMT
NAUT8007171553201507161045LEAD00000100000078240210CUS-20302059               IFC*N120HAMBYTICBMT
NAUT8007171553201507161130LEAD00000100000030331404CUS-15858850               IFC*N120HAMBYTICBMT
NAUT8007171553201507161131LEAD00000100000049085269CUS-20302137               IFC*N120HAMBYTICBMT
NAUT8007231567201507160744LEAD00000100000036346334CUS-20301805               CMT*N120ALOBYTICTRC
NAUT8007231567201507160745LEAD00000100000024230276CUS-20301807               CMT*N120ALOBYTICTRC
NAUT8007231567201507160850LEAD00000100000002302508CUS-20301878               CMT*N120ALOBYTICTRC
NAUT8007231567201507160857LEAD00000100000041175606CUS-20301889               CMT*N120ALOBYTICTRC
NAUT8007632060201507161548LEAD00000100000018014610CUS-20082227               HMM*N120ALOBYTICTRC
NAUT8007632060201507161548LEAD00000100000048313586CUS-20302508               HMM*N120ALOBYTICTRC
NAUT8007632060201507161550LEAD00000100000047833812CUS-20302510               HMM*N120ALOBYTICTRC
NAUT8007632060201507161849LEAD00000100000094702415CUS-20302654               HMM*N120ALOBYTICTRC
NAUT8008204560201507160037LEAD00000100000033646813CUS-20301608               FOXNN120ALOBYTICTRC
NAUT8008204560201507160038LEAD00000100000040160270CUS-20301609               FOXNN120ALOBYTICTRC
NAUT8008204560201507160041LEAD00000100000068117402CUS-20301610               FOXNN120ALOBYTICTRC
NAUT8008204560201507160236LEAD00000100000034238703CUS-20301636               FOXNN120ALOBYTICTRC
NAUT8008204560201507161027LEAD00000100000092252CUS-20302026               FOXNN120ALOBYTICTRC
NAUT8008204560201507170137LEAD00000100000095225209CUS-20302796               FOXNN120ALOBYTICTRC
NAUT8008204560201507170138LEAD00000100000070591337CUS-20302797               FOXNN120ALOBYTICTRC
NAUT8008204560201507170238LEAD00000100000092532951CUS-20302812               FOXNN120ALOBYTICTRC
NAUT8008204560201507170240LEAD00000100000017225717CUS-20302814               FOXNN120ALOBYTICTRC
NAUT8008591862201507161000LEAD00000100000033708727CUS-20301979               PUREN180ALOHATICTRC
NAUT8008731614201507161158LEAD00000100000008753732CUS-20233660               VEL*N180HAMF*TICBMT
NAUT8008869436201507160830LEAD00000100000065251573CUS-20301845               PALLN120HAMBYTICBMT
NAUT8008912803201507160537LEAD00000100000027406336CUS-20301711               ODORN120HAMBYTICBMT
NAUT8008912803201507160539LEAD00000100000099503907CUS-20301714               ODORN120HAMBYTICBMT
NAUT8009213024201507160542LEAD00000100000020706301CUS-20301719               M616P60*NOTSTTICBMT
NAUT8009213028201507160540LEAD00000100000042732270CUS-20301716               M617P60*NOTSTTICBMT
NAUT8009213028201507161312LEAD00000100000084512928CUS-20302318               M617P60*NOTSTTICBMT
NAUT8009213028201507161532LEAD00000100000098026425CUS-20302490               M617P60*NOTSTTICBMT
NAUT8009213028201507162336LEAD00000100000031709229CUS-20302775               M617P60*NOTSTTICBMT
NAUT8009213028201507162337LEAD00000100000049262517CUS-20302776               M617P60*NOTSTTICBMT
NAUT8009260864201507161728LEAD00000100000085252480CUS-20302607               IONLN180ALOHATICTRC
NAUT8009260864201507161955LEAD00000100000074467918CUS-20302690               IONLN180ALOHATICTRC
NAUT8009260864201507161955LEAD00000100000075228682CUS-20302691               IONLN180ALOHATICTRC
NAUT8009315139201507160537LEAD00000100000033543813CUS-20301710               HGTVN5MINFIVE*TICTRC
NAUT8009315139201507160538LEAD00000100000048917517CUS-20301712               HGTVN5MINFIVE*TICTRC
NAUT8009315139201507160540LEAD00000100000020878240CUS-20301715               HGTVN5MINFIVE*TICTRC
NAUT8009315139201507160541LEAD00000100000040165502CUS-20301717               HGTVN5MINFIVE*TICTRC
NAUT8009315139201507160543LEAD00000100000048467989CUS-20301721               HGTVN5MINFIVE*TICTRC
NAUT8009521768201507160638LEAD00000100000017404717CUS-19749802               ESQ*N120HAMBYTICBMT
NAUT8009521768201507160812LEAD00000100000093110805CUS-20301810               ESQ*N120HAMBYTICBMT
NAUT8009526846201507161051LEAD00000100000062557217CUS-20302068               DWOMN60*WALKATICTRC
NAUT8009526846201507161052LEAD00000100000006795860CUS-20302072               DWOMN60*WALKATICTRC
NAUT8009526851201507161134LEAD00000100000078220210CUS-20302141               PIVTN180HAMF*TICBMT
NAUT8009531059201507162336LEAD00000100000096746808CUS-20302774               LIFEL60*ALOHATICTRC
NAUT8009531983201507160036LEAD00000100000090046323CUS-20301607               RELZ*N120HAMBYTICBMT
NAUT8009531983201507161127LEAD00000100000077386713CUS-20302126               RELZ*N120HAMBYTICBMT
NAUT8009531983201507162139LEAD00000100000090001323CUS-20302732               RELZ*N120HAMBYTICBMT
NAUT8009531983201507162141LEAD00000100000027917252CUS-20302733               RELZ*N120HAMBYTICBMT
NAUT8009579671201507161044LEAD00000100000078418361CUS-20302050               VEL*N120HAMBYTICBMT
NAUT8009579671201507161337LEAD00000100000022309703CUS-20302351               VEL*N120HAMBYTICBMT
NAUT8009579671201507161542LEAD00000100000011238347CUS-20302500               VEL*N120HAMBYTICBMT
NAUT8009579671201507161542LEAD00000100000079925915CUS-20302501               VEL*N120HAMBYTICBMT
NAUT8009579671201507161556LEAD00000100000092887951CUS-20302509               VEL*N120HAMBYTICBMT
