US Short Form Leads
NAUT8002479645201506010903LEAD00000100000021742301CUS-20246373               QUBON120TCMOMTICTRC
NAUT8004922811201506010536LEAD00000100000015140412CUS-20246107               TNT*P60*GRT2HWSTTRC
NAUT8004922811201506011508LEAD00000100000059270406CUS-20246964               TNT*P60*GRT2HWSTTRC
NAUT8004922811201506011510LEAD00000100000066866316CUS-20246970               TNT*P60*GRT2HWSTTRC
NAUT8005276842201506010036LEAD00000100000015237412CUS-20246034               HMM*N5MINFIVE*TICTRC
NAUT8005276842201506010138LEAD00000100000060922815CUS-20246048               HMM*N5MINFIVE*TICTRC
NAUT8005276842201506010139LEAD00000100000077379504CUS-20246049               HMM*N5MINFIVE*TICTRC
NAUT8005276842201506010140LEAD00000100000075043972CUS-20246051               HMM*N5MINFIVE*TICTRC
NAUT8005276842201506010236LEAD00000100000030096470CUS-20246059               HMM*N5MINFIVE*TICTRC
NAUT8005276842201506010538LEAD00000100000020707301CUS-20246110               HMM*N5MINFIVE*TICTRC
NAUT8005276842201506012238LEAD00000100000039759662CUS-20247418               HMM*N5MINFIVE*TICTRC
NAUT8005383259201506011036LEAD00000100000032218904CUS-20246539               USA*N60*NOTSTTICBMT
NAUT8005443899201506011511LEAD00000100000038915662CUS-20246972               CORTP60*GRT2HWSTTRC
NAUT8006148456201506011037LEAD00000100000011435718CUS-20246541               FOX*NVODNOTSTTICBMT
NAUT8006148755201506011232LEAD00000100000002809401CUS-20246721               HGTVL60*ALOHATICTRC
NAUT8006148755201506011746LEAD00000100000070501337CUS-20247156               HGTVL60*ALOHATICTRC
NAUT8006325419201506010753LEAD00000100000035063205CUS-20246256               SPKEN120ALOBYTICTRC
NAUT8006325419201506010754LEAD00000100000068826308CUS-20246258               SPKEN120ALOBYTICTRC
NAUT8006325419201506010756LEAD00000100000031401CUS-20246259               SPKEN120ALOBYTICTRC
NAUT8006325419201506010815LEAD00000100000011385718CUS-20213779               SPKEN120ALOBYTICTRC
NAUT8006479883201506011340LEAD00000100000072576870CUS-20246839               UPTVN120TCMOMTICTRC
NAUT8006488092201506011948LEAD00000100000078228210CUS-20247310               FOODL60*ALOHATICTRC
NAUT8006491651201506010713LEAD00000100000011230347CUS-20246202               SUNDN120HAMBYTICBMT
NAUT8006508911201506010731LEAD00000100000055421612CUS-20246224               SPKEN120HAMBYTICBMT
NAUT8006508911201506010855LEAD00000100000011791516CUS-20246353               SPKEN120HAMBYTICBMT
NAUT8006508911201506010917LEAD00000100000006093860CUS-20246398               SPKEN120HAMBYTICBMT
NAUT8006508911201506010917LEAD00000100000095621916CUS-13070112               SPKEN120HAMBYTICBMT
NAUT8006508911201506010918LEAD00000100000006812909CUS-20246401               SPKEN120HAMBYTICBMT
NAUT8006508911201506010918LEAD00000100000034145239CUS-20246404               SPKEN120HAMBYTICBMT
NAUT8006508911201506011217LEAD00000100000092240760CUS-20246698               SPKEN120HAMBYTICBMT
NAUT8006508911201506011513LEAD00000100000092399909CUS-20246975               SPKEN120HAMBYTICBMT
NAUT8006508911201506020235LEAD00000100000092603310CUS-20247475               SPKEN120HAMBYTICBMT
NAUT8006514043201506011150LEAD00000100000098406253CUS-20246646               DISEN60*WALKATICTRC
NAUT8006514043201506011449LEAD00000100000013656315CUS-20246932               DISEN60*WALKATICTRC
NAUT8006514043201506011456LEAD00000100000088260575CUS-20246947               DISEN60*WALKATICTRC
NAUT8006520108201506011626LEAD00000100000028717828CUS-20247056               INSPN180ALOHATICTRC
NAUT8006520108201506011626LEAD00000100000063376317CUS-20247054               INSPN180ALOHATICTRC
NAUT8006520108201506011628LEAD00000100000017255814CUS-20247063               INSPN180ALOHATICTRC
NAUT8006520108201506011628LEAD00000100000028645828CUS-20247064               INSPN180ALOHATICTRC
NAUT8006520108201506011628LEAD000001000000970CUS-20247060               INSPN180ALOHATICTRC
NAUT8006520108201506011630LEAD00000100000032327850CUS-20247068               INSPN180ALOHATICTRC
NAUT8006520108201506011710LEAD00000100000029016803CUS-20247107               INSPN180ALOHATICTRC
NAUT8006546989201506010922LEAD00000100000048146313CUS-20246416               TNT*L60*ALOHATICTRC
NAUT8006672031201506010651LEAD00000100000024422540CUS-20246169               USA*N60*HAMF*TICBMT
NAUT8007075269201506011421LEAD00000100000027849252CUS-20246896               DISMN60*HAMF*TICBMT
NAUT8007110152201506011232LEAD00000100000035772256CUS-20246723               PUREN180HAMF*TICBMT
NAUT8007110152201506011921LEAD00000100000032960772CUS-11205467               PUREN180HAMF*TICBMT
NAUT8007171553201506010705LEAD00000100000077049281CUS-20246186               IFC*N120HAMBYTICBMT
NAUT8007171553201506010707LEAD00000100000011510516CUS-20246189               IFC*N120HAMBYTICBMT
NAUT8007171553201506011406LEAD00000100000060654312CUS-20246876               IFC*N120HAMBYTICBMT
NAUT8007171553201506011407LEAD000001000000401CUS-20246872               IFC*N120HAMBYTICBMT
NAUT8007171553201506011412LEAD00000100000016417814CUS-20246871               IFC*N120HAMBYTICBMT
NAUT8007231567201506010901LEAD00000100000034233941CUS-20246367               CMT*N120ALOBYTICTRC
NAUT8007231567201506010901LEAD00000100000073439580CUS-20246364               CMT*N120ALOBYTICTRC
NAUT8007632060201506010834LEAD00000100000060464708CUS-20246311               HMM*N120ALOBYTICTRC
NAUT8007632060201506010903LEAD00000100000082730307CUS-20246372               HMM*N120ALOBYTICTRC
NAUT8007632060201506010909LEAD00000100000082730307CUS-20246372               HMM*N120ALOBYTICSHW
NAUT8007632060201506011146LEAD00000100000056529218CUS-8713381               HMM*N120ALOBYTICTRC
NAUT8007632060201506011149LEAD00000100000008096856CUS-20246642               HMM*N120ALOBYTICTRC
NAUT8007632060201506011149LEAD00000100000049042269CUS-20246643               HMM*N120ALOBYTICTRC
NAUT8007632060201506011153LEAD00000100000084109801CUS-20246650               HMM*N120ALOBYTICTRC
NAUT8007632060201506011436LEAD00000100000011413646CUS-20246921               HMM*N120ALOBYTICTRC
NAUT8007632060201506011850LEAD00000100000037042931CUS-20247238               HMM*N120ALOBYTICTRC
NAUT8007632060201506011850LEAD00000100000087420505CUS-20247236               HMM*N120ALOBYTICTRC
NAUT8007632060201506011851LEAD00000100000036758334CUS-20247237               HMM*N120ALOBYTICTRC
NAUT8007632060201506011851LEAD00000100000078228210CUS-20247234               HMM*N120ALOBYTICTRC
NAUT8007632060201506011851LEAD00000100000080917719CUS-20247240               HMM*N120ALOBYTICTRC
NAUT8007632060201506011852LEAD00000100000079415806CUS-20247243               HMM*N120ALOBYTICTRC
NAUT8007632060201506011853LEAD00000100000077386281CUS-20247244               HMM*N120ALOBYTICTRC
NAUT8007632060201506011854LEAD00000100000028212704CUS-20247246               HMM*N120ALOBYTICTRC
NAUT8007632060201506012239LEAD00000100000095316209CUS-20247419               HMM*N120ALOBYTICTRC
NAUT8007632060201506012337LEAD00000100000092223760CUS-20247431               HMM*N120ALOBYTICTRC
NAUT8007719250201506011117LEAD00000100000031560912CUS-20246586               CMT*N120TCMOMTICTRC
NAUT8008204560201506010136LEAD00000100000091304818CUS-20246046               FOXNN120ALOBYTICTRC
NAUT8008204560201506010137LEAD00000100000044060216CUS-20246047               FOXNN120ALOBYTICTRC
NAUT8008317840201506011537LEAD00000100000028214704CUS-20246990               CMGMP60*GRT2HWSTTRC
NAUT8008317840201506011539LEAD00000100000091340818CUS-20246996               CMGMP60*GRT2HWSTTRC
NAUT8008317840201506012339LEAD00000100000035073205CUS-20247435               CMGMP60*GRT2HWSTTRC
NAUT8008491715201506010627LEAD00000100000095380209CUS-20246141               CI**N5MINFIVE*TICTRC
NAUT8008546930201506011507LEAD00000100000030025678CUS-20246963               INSPN5MINFIVE*TICTRC
NAUT8008597382201506010710LEAD00000100000046368219CUS-20246192               ION*N120HAMBYTICBMT
NAUT8008597382201506010712LEAD00000100000047240812CUS-20246196               ION*N120HAMBYTICBMT
NAUT8008869317201506010753LEAD00000100000004005207CUS-20246257               HICNN120ALOBYTICTRC
NAUT8008869317201506010955LEAD00000100000008863732CUS-20246485               HICNN120ALOBYTICTRC
NAUT8008869317201506010957LEAD00000100000050125515CUS-20246488               HICNN120ALOBYTICTRC
NAUT8009213010201506011506LEAD00000100000079605325CUS-20246961               M613P60*NOTSTTICBMT
NAUT8009213010201506011512LEAD00000100000032221904CUS-20246973               M613P60*NOTSTTICBMT
NAUT8009213028201506010537LEAD00000100000091912619CUS-20246108               M617P60*NOTSTTICBMT
NAUT8009213028201506010540LEAD00000100000091730909CUS-20246112               M617P60*NOTSTTICBMT
NAUT8009213028201506011513LEAD00000100000074538580CUS-20246974               M617P60*NOTSTTICBMT
NAUT8009213028201506012340LEAD00000100000087499505CUS-20247438               M617P60*NOTSTTICBMT
NAUT8009213028201506012341LEAD00000100000060624773CUS-20247439               M617P60*NOTSTTICBMT
NAUT8009213034201506012337LEAD00000100000094558909CUS-20247432               M619P60*NOTSTTICBMT
NAUT8009215024201506011509LEAD00000100000014304716CUS-20246965               M620P60*NOTSTTICBMT
NAUT8009217053201506010936LEAD00000100000063130314CUS-20246441               CMGUP60*GRT2HWSTTRC
NAUT8009260864201506010712LEAD00000100000028439910CUS-20246197               IONLN180ALOHATICTRC
NAUT8009260864201506010738LEAD00000100000084107385CUS-20246232               IONLN180ALOHATICTRC
NAUT8009260864201506011726LEAD00000100000085006623CUS-20247129               IONLN180ALOHATICTRC
NAUT8009521768201506010848LEAD00000100000014454585CUS-5568465               ESQ*N120HAMBYTICBMT
NAUT8009521768201506010946LEAD00000100000006705860CUS-20246470               ESQ*N120HAMBYTICBMT
NAUT8009521768201506010947LEAD00000100000074023918CUS-20246471               ESQ*N120HAMBYTICBMT
NAUT8009523012201506011110LEAD00000100000021217410CUS-20246579               USA*L60*ALOHATICTRC
NAUT8009523012201506011750LEAD00000100000002888401CUS-20247165               USA*L60*ALOHATICTRC
NAUT8009528187201506011759LEAD00000100000013413315CUS-20247174               ESPNL60*ALOHATICTRC
NAUT8009531059201506011250LEAD00000100000045840419CUS-322462               LIFEL60*ALOHATICTRC
NAUT8009531059201506011252LEAD00000100000078574956CUS-20246766               LIFEL60*ALOHATICTRC
NAUT8009531983201506010637LEAD00000100000049037269CUS-20246152               RELZ*N120HAMBYTICBMT
NAUT8009531983201506010819LEAD00000100000068801308CUS-20246293               RELZ*N120HAMBYTICBMT
NAUT8009531983201506010939LEAD00000100000061109815CUS-20246445               RELZ*N120HAMBYTICBMT
NAUT8009531983201506010940LEAD00000100000045069513CUS-20246447               RELZ*N120HAMBYTICBMT
NAUT8009531983201506011048LEAD00000100000048217313CUS-20246551               RELZ*N120HAMBYTICBMT
NAUT8009531983201506011050LEAD00000100000012857518CUS-20246546               RELZ*N120HAMBYTICBMT
NAUT8009531983201506011108LEAD00000100000091384661CUS-20246577               RELZ*N120HAMBYTICBMT
NAUT8009531983201506011523LEAD00000100000024153540CUS-346066               RELZ*N120HAMBYTICBMT
