US Short Form Leads
NAUT8002917847201410181350LEAD00000100000010466646CUS-19760369               ION*N120BFMAXTICBMT
NAUT8004412400201410182013LEAD00000100000008753732CUS-19760917               TOONP60*GRT2HWSTTRC
NAUT8004412400201410182013LEAD00000100000021229443CUS-19760916               TOONP60*GRT2HWSTTRC
NAUT8004412400201410182155LEAD00000100000079701CUS-19761038               TOONP60*GRT2HWSTTRC
NAUT8004668119201410180533LEAD00000100000007111718CUS-19759793               PALLN120GENTSTICTRC
NAUT8004668119201410181049LEAD00000100000035957256CUS-19760089               PALLN120GENTSTICTRC
NAUT8004668119201410182153LEAD00000100000090210747CUS-19761033               PALLN120GENTSTICTRC
NAUT8004669741201410180609LEAD00000100000031217478CUS-19759805               SUNDN120GENTSTICTRC
NAUT8004760480201410182055LEAD00000100000067070620CUS-19760977               INSPN180GRT2HTICTRC
NAUT8004760480201410182056LEAD00000100000083227661CUS-19760981               INSPN180GRT2HTICTRC
NAUT8004760480201410182057LEAD00000100000039083601CUS-19760984               INSPN180GRT2HTICTRC
NAUT8004760480201410182057LEAD00000100000083350208CUS-19760982               INSPN180GRT2HTICTRC
NAUT8004760480201410182058LEAD00000100000002151617CUS-19760987               INSPN180GRT2HTICTRC
NAUT8004760480201410182156LEAD00000100000033157305CUS-19761041               INSPN180GRT2HTICTRC
NAUT8004760480201410182156LEAD00000100000085351623CUS-19761040               INSPN180GRT2HTICTRC
NAUT8004760480201410182157LEAD00000100000031405912CUS-19761042               INSPN180GRT2HTICTRC
NAUT8004760480201410182157LEAD00000100000054520715CUS-19761045               INSPN180GRT2HTICTRC
NAUT8004760480201410182157LEAD00000100000087026505CUS-19761044               INSPN180GRT2HTICTRC
NAUT8004760480201410182158LEAD00000100000099835907CUS-19761046               INSPN180GRT2HTICTRC
NAUT8004760480201410182201LEAD00000100000072204501CUS-19761055               INSPN180GRT2HTICTRC
NAUT8004809199201410181056LEAD00000100000029108803CUS-19760118               SUNDN120BFMAXTICBMT
NAUT8004809199201410181056LEAD00000100000085624928CUS-19760119               SUNDN120BFMAXTICBMT
NAUT8004809199201410181351LEAD00000100000012206518CUS-19760375               SUNDN120BFMAXTICBMT
NAUT8004809199201410181351LEAD00000100000023002804CUS-19760373               SUNDN120BFMAXTICBMT
NAUT8004809199201410181351LEAD00000100000078217210CUS-19760376               SUNDN120BFMAXTICBMT
NAUT8004809199201410181506LEAD00000100000007849973CUS-19760472               SUNDN120BFMAXTICBMT
NAUT8004809199201410181506LEAD00000100000013146315CUS-19760471               SUNDN120BFMAXTICBMT
NAUT8004809199201410181602LEAD00000100000026726304CUS-19760620               SUNDN120BFMAXTICBMT
NAUT8004809199201410181656LEAD00000100000095117408CUS-19760707               SUNDN120BFMAXTICBMT
NAUT8004969798201410181058LEAD00000100000061755309CUS-19760124               SPKEN120BFMAXTICBMT
NAUT8005050396201410180749LEAD00000100000003054603CUS-19759889               PALLN120BFMAXTICBMT
NAUT8005050396201410181506LEAD00000100000046373219CUS-19760475               PALLN120BFMAXTICBMT
NAUT8005443899201410180952LEAD00000100000036304334CUS-19759987               CORTP60*GRT2HWSTTRC
NAUT8005443899201410180952LEAD00000100000075068832CUS-19759988               CORTP60*GRT2HWSTTRC
NAUT8005497616201410180632LEAD00000100000011729631CUS-19759823               CSI*N120WALKATICTRC
NAUT8005497616201410181026LEAD00000100000087144505CUS-19760044               CSI*N120WALKATICTRC
NAUT8005497616201410181411LEAD00000100000046310219CUS-19760398               CSI*N120WALKATICTRC
NAUT8005497616201410181544LEAD00000100000070363985CUS-19760581               CSI*N120WALKATICTRC
NAUT8005923486201410180955LEAD00000100000029406843CUS-19759989               DRTMN60*NOTSTTICBMT
NAUT8005923486201410181057LEAD00000100000078413261CUS-19760120               DRTMN60*NOTSTTICBMT
NAUT8005923486201410181109LEAD00000100000018102484CUS-19760144               DRTMN60*NOTSTTICBMT
NAUT8005923486201410181154LEAD00000100000053406414CUS-19760221               DRTMN60*NOTSTTICBMT
NAUT8005923486201410181206LEAD00000100000011216917CUS-19760239               DRTMN60*NOTSTTICBMT
NAUT8006148295201410181149LEAD00000100000039355601CUS-19760208               UPTVN120WALKATICTRC
NAUT8006148461201410180631LEAD00000100000026753304CUS-19759821               HALMN120WALKATICTRC
NAUT8006148461201410181144LEAD00000100000080132719CUS-19760199               HALMN120WALKATICTRC
NAUT8006148461201410181145LEAD00000100000030125770CUS-19760200               HALMN120WALKATICTRC
NAUT8006148461201410181155LEAD00000100000085716520CUS-19760223               HALMN120WALKATICTRC
NAUT8006148461201410181444LEAD00000100000097535541CUS-19760431               HALMN120WALKATICTRC
NAUT8006148461201410182056LEAD00000100000011358718CUS-19760979               HALMN120WALKATICTRC
NAUT8006148461201410182056LEAD00000100000095482707CUS-19760980               HALMN120WALKATICTRC
NAUT8006148461201410182057LEAD00000100000014825607CUS-19760985               HALMN120WALKATICTRC
NAUT8006148461201410182155LEAD00000100000017201717CUS-19761037               HALMN120WALKATICTRC
NAUT8006148461201410182156LEAD00000100000006138860CUS-19761039               HALMN120WALKATICTRC
NAUT8006516384201410180634LEAD00000100000032218904CUS-19759830               INSPN120WALKATICTRC
NAUT8006516384201410181114LEAD00000100000054162920CUS-19760147               INSPN120WALKATICTRC
NAUT8006516384201410181116LEAD00000100000029204803CUS-19760148               INSPN120WALKATICTRC
NAUT8006516384201410181130LEAD00000100000097754541CUS-19760162               INSPN120WALKATICTRC
NAUT8006516384201410181153LEAD00000100000053589608CUS-19760214               INSPN120WALKATICTRC
NAUT8006516384201410181416LEAD00000100000080631970CUS-19760400               INSPN120WALKATICTRC
NAUT8006516384201410181421LEAD00000100000002920401CUS-19760408               INSPN120WALKATICTRC
NAUT8006516384201410181424LEAD00000100000039327601CUS-19760410               INSPN120WALKATICTRC
NAUT8006516384201410181427LEAD00000100000028682828CUS-19760399               INSPN120WALKATICTRC
NAUT8006516384201410181537LEAD00000100000077657832CUS-19760563               INSPN120WALKATICTRC
NAUT8006516384201410181733LEAD00000100000032839407CUS-19760745               INSPN120WALKATICTRC
NAUT8006516384201410181740LEAD00000100000032839407CUS-19760745               INSPN120WALKATICBMT
NAUT8006703864201410181032LEAD00000100000073160405CUS-19760061               METVN120WALKATICTRC
NAUT8006703864201410181032LEAD00000100000077045713CUS-19760060               METVN120WALKATICTRC
NAUT8006703864201410181033LEAD00000100000045251513CUS-19760062               METVN120WALKATICTRC
NAUT8006703864201410181034LEAD00000100000054880715CUS-19760068               METVN120WALKATICTRC
NAUT8006703864201410181035LEAD00000100000021131443CUS-19760073               METVN120WALKATICTRC
NAUT8006703864201410181043LEAD00000100000047710812CUS-19760082               METVN120WALKATICTRC
NAUT8006703864201410181136LEAD00000100000080247720CUS-19760176               METVN120WALKATICTRC
NAUT8006703864201410181151LEAD00000100000064127816CUS-19760213               METVN120WALKATICTRC
NAUT8006703864201410181232LEAD00000100000030331404CUS-19760275               METVN120WALKATICTRC
NAUT8006703864201410181700LEAD00000100000021030443CUS-19760712               METVN120WALKATICTRC
NAUT8007171498201410181536LEAD00000100000048228313CUS-19760555               LMN*L60*WALKATICTRC
NAUT8007171498201410181536LEAD00000100000091103626CUS-19760553               LMN*L60*WALKATICTRC
NAUT8007171498201410181537LEAD00000100000060617773CUS-19760559               LMN*L60*WALKATICTRC
NAUT8007171498201410181538LEAD00000100000024078276CUS-19760570               LMN*L60*WALKATICTRC
NAUT8007171498201410181538LEAD00000100000024260276CUS-19760568               LMN*L60*WALKATICTRC
NAUT8007171498201410181538LEAD00000100000060707708CUS-12569239               LMN*L60*WALKATICTRC
NAUT8007171498201410181539LEAD00000100000078744512CUS-19760560               LMN*L60*WALKATICTRC
NAUT8007317711201410181351LEAD00000100000091604760CUS-19760371               TBS*P60*GRT2HWSTTRC
NAUT8007835061201410180534LEAD00000100000024012540CUS-19759794               CLASP60*JRNEYWSTTRC
NAUT8009104902201410180848LEAD00000100000023083804CUS-19759931               CHLRN120BFMAXTICBMT
NAUT8009104902201410180849LEAD00000100000019147267CUS-19759932               CHLRN120BFMAXTICBMT
NAUT8009104902201410180849LEAD00000100000020018202CUS-19759933               CHLRN120BFMAXTICBMT
NAUT8009104902201410180950LEAD00000100000092551951CUS-19759981               CHLRN120BFMAXTICBMT
NAUT8009104902201410180951LEAD00000100000018346570CUS-19759984               CHLRN120BFMAXTICBMT
NAUT8009104902201410182353LEAD00000100000085226480CUS-19761114               CHLRN120BFMAXTICBMT
