US Short Form Leads
NAUT8002035443201506250636LEAD00000100000039350601CUS-20271321               BRNGN120TCMOMTICTRC
NAUT8006149234201506251308LEAD00000100000014215147CUS-20271729               GMASN60*WALKATICTRC
NAUT8006491651201506251433LEAD00000100000011961631CUS-20271790               SUNDN120HAMBYTICBMT
NAUT8006491651201506251441LEAD00000100000033570813CUS-20271798               SUNDN120HAMBYTICBMT
NAUT8006491651201506252135LEAD00000100000029617864CUS-20272079               SUNDN120HAMBYTICBMT
NAUT8006493521201506250654LEAD00000100000063139314CUS-20271330               H2**N180HAMF*TICBMT
NAUT8006493521201506251237LEAD00000100000047630812CUS-13266218               H2**N180HAMF*TICBMT
NAUT8006493521201506251244LEAD00000100000032940CUS-20271691               H2**N180HAMF*TICBMT
NAUT8006508911201506250753LEAD00000100000067211316CUS-20271382               SPKEN120HAMBYTICBMT
NAUT8006508911201506251001LEAD00000100000033410561CUS-20271486               SPKEN120HAMBYTICBMT
NAUT8006508911201506251001LEAD00000100000039046601CUS-20271484               SPKEN120HAMBYTICBMT
NAUT8006508911201506251001LEAD00000100000060653312CUS-17688260               SPKEN120HAMBYTICBMT
NAUT8006508911201506251002LEAD00000100000046507574CUS-20271487               SPKEN120HAMBYTICBMT
NAUT8006508911201506251002LEAD00000100000060620773CUS-20271485               SPKEN120HAMBYTICBMT
NAUT8006508911201506251003LEAD00000100000023505757CUS-20271488               SPKEN120HAMBYTICBMT
NAUT8006508911201506251004LEAD00000100000046203317CUS-20271490               SPKEN120HAMBYTICBMT
NAUT8006508911201506251008LEAD00000100000035405251CUS-20271497               SPKEN120HAMBYTICBMT
NAUT8006508911201506251011LEAD00000100000045417937CUS-20271489               SPKEN120HAMBYTICBMT
NAUT8006508911201506251302LEAD00000100000085020602CUS-19557161               SPKEN120HAMBYTICBMT
NAUT8006508911201506251622LEAD00000100000027263336CUS-3238975               SPKEN120HAMBYTICBMT
NAUT8006520108201506251417LEAD00000100000047993765CUS-20271780               INSPN180ALOHATICTRC
NAUT8006520108201506251841LEAD00000100000092084760CUS-20271978               INSPN180ALOHATICTRC
NAUT8006520108201506251842LEAD00000100000098532601CUS-20271216               INSPN180ALOHATICTRC
NAUT8006520108201506251845LEAD00000100000031024478CUS-20271983               INSPN180ALOHATICTRC
NAUT8006520108201506251914LEAD00000100000039667CUS-20272007               INSPN180ALOHATICTRC
NAUT8006546989201506251513LEAD00000100000078569956CUS-20271815               TNT*L60*ALOHATICTRC
NAUT8007110152201506251843LEAD00000100000092127858CUS-20271975               PUREN180HAMF*TICBMT
NAUT8007171553201506251005LEAD00000100000021713240CUS-20271491               IFC*N120HAMBYTICBMT
NAUT8007171553201506251006LEAD00000100000006855203CUS-20271494               IFC*N120HAMBYTICBMT
NAUT8007171553201506251110LEAD00000100000033312954CUS-20271576               IFC*N120HAMBYTICBMT
NAUT8007171553201506251306LEAD00000100000090247310CUS-20271720               IFC*N120HAMBYTICBMT
NAUT8007231567201506250655LEAD00000100000085938928CUS-20271329               CMT*N120ALOBYTICTRC
NAUT8007231567201506251221LEAD00000100000019144215CUS-20271669               CMT*N120ALOBYTICTRC
NAUT8007231567201506251221LEAD00000100000029203803CUS-20271668               CMT*N120ALOBYTICTRC
NAUT8007632060201506250716LEAD00000100000045771740CUS-11691239               HMM*N120ALOBYTICTRC
NAUT8008204560201506250137LEAD00000100000091360805CUS-20271245               FOXNN120ALOBYTICTRC
NAUT8008485518201506251047LEAD00000100000037421423CUS-20271542               DISAN60*ALOHATICTRC
NAUT8008491715201506251033LEAD00000100000032751407CUS-20271536               CI**N5MINFIVE*TICTRC
NAUT8008869436201506250938LEAD00000100000032792407CUS-20271477               PALLN120HAMBYTICBMT
NAUT8009203697201506251537LEAD00000100000011510516CUS-20271833               M62*P60*NOTSTTICBMT
NAUT8009213028201506250537LEAD00000100000060706773CUS-20271296               M617P60*NOTSTTICBMT
NAUT8009213028201506250539LEAD00000100000075163903CUS-20271301               M617P60*NOTSTTICBMT
NAUT8009260864201506251528LEAD00000100000033605797CUS-20271826               IONLN180ALOHATICTRC
NAUT8009260864201506252136LEAD00000100000091206323CUS-20272080               HALLN60*FLOOPTICTRC
NAUT8009260864201506252235LEAD00000100000080221720CUS-20272098               HALLN60*FLOOPTICTRC
NAUT8009260864201506252236LEAD00000100000053209414CUS-20272099               HALLN60*FLOOPTICTRC
NAUT8009315139201506250536LEAD00000100000038128901CUS-20271294               HGTVN5MINFIVE*TICTRC
NAUT8009315139201506250537LEAD00000100000054935920CUS-20271295               HGTVN5MINFIVE*TICTRC
NAUT8009315139201506250538LEAD00000100000022847540CUS-20271297               HGTVN5MINFIVE*TICTRC
NAUT8009315139201506250539LEAD00000100000008611609CUS-20271300               HGTVN5MINFIVE*TICTRC
NAUT8009315139201506250540LEAD00000100000060521773CUS-20271302               HGTVN5MINFIVE*TICTRC
NAUT8009315139201506250623LEAD00000100000078379361CUS-20271316               HGTVN5MINFIVE*TICTRC
NAUT8009315139201506250930LEAD00000100000048219313CUS-20271465               HGTVN5MINFIVE*TICTRC
NAUT8009357343201506250914LEAD00000100000010310718CUS-3196895               SMTHN120ALOBYTICTRC
NAUT8009357343201506250917LEAD00000100000070706225CUS-20271452               SMTHN120ALOBYTICTRC
NAUT8009521768201506250745LEAD00000100000039756662CUS-5995081               ESQ*N120HAMBYTICBMT
NAUT8009521768201506251123LEAD00000100000030453912CUS-11494232               ESQ*N120HAMBYTICBMT
NAUT8009521768201506251124LEAD00000100000010703914CUS-20271590               ESQ*N120HAMBYTICBMT
NAUT8009521768201506251327LEAD00000100000067127316CUS-20271745               ESQ*N120HAMBYTICBMT
NAUT8009521768201506251351LEAD00000100000095116408CUS-19271714               ESQ*N120HAMBYTICBMT
NAUT8009526851201506251700LEAD00000100000018419570CUS-20271907               PIVTN180HAMF*TICBMT
NAUT8009526851201506251700LEAD00000100000079927915CUS-20271909               PIVTN180HAMF*TICBMT
NAUT8009526851201506251702LEAD00000100000019131267CUS-20271910               PIVTN180HAMF*TICBMT
NAUT8009531059201506251058LEAD00000100000032308850CUS-20271563               LIFEL60*ALOHATICTRC
NAUT8009531059201506251357LEAD00000100000037160210CUS-20271766               LIFEL60*ALOHATICTRC
NAUT8009531059201506251718LEAD00000100000005871802CUS-20271922               LIFEL60*ALOHATICTRC
NAUT8009531983201506251042LEAD00000100000028224704CUS-20271540               RELZ*N120HAMBYTICBMT
NAUT8009531983201506251142LEAD00000100000017601717CUS-20271622               RELZ*N120HAMBYTICBMT
