US Short Form Leads
NAUT8002479645201507060752LEAD00000100000044646330CUS-20285741               QUBON120TCMOMTICTRC
NAUT8002971376201507061447LEAD00000100000028645828CUS-20286479               GRITN120HAMBYTICBMT
NAUT8002972817201507060743LEAD00000100000028716828CUS-924643               SCIEN120HAMBYTICBMT
NAUT8002987359201507060630LEAD00000100000044286330CUS-20285599               TESCN120ALOBYTICTRC
NAUT8003184501201507060636LEAD00000100000048206313CUS-20285603               MOVSN5MNFIVE*TICTRC
NAUT8003184501201507060637LEAD00000100000090016323CUS-20285606               MOVSN5MNFIVE*TICTRC
NAUT8003710520201507061835LEAD00000100000091942619CUS-20286842               BABYN60*WALKATICTRC
NAUT8003754403201507061939LEAD00000100000077521832CUS-20286935               TESCN120TCMOMTICTRC
NAUT8003754403201507061940LEAD00000100000048342678CUS-20286936               TESCN120TCMOMTICTRC
NAUT8003920471201507060237LEAD00000100000065775417CUS-20285516               SUNDN5MNFIVE*TICTRC
NAUT8004200250201507061915LEAD00000100000046928765CUS-4733971               LAFFN120HAMBYTICBMT
NAUT8004200250201507061916LEAD00000100000047246317CUS-20286905               LAFFN120HAMBYTICBMT
NAUT8004366634201507060633LEAD00000100000037771865CUS-20285602               IONLN180WALKATICTRC
NAUT8004367530201507061626LEAD00000100000055406612CUS-20286646               JUSTN120HAMBYTICBMT
NAUT8004367530201507061628LEAD00000100000077085832CUS-20286647               JUSTN120HAMBYTICBMT
NAUT8004367530201507061918LEAD00000100000055411651CUS-20286902               JUSTN120HAMBYTICBMT
NAUT8004367530201507062346LEAD00000100000028610828CUS-20287203               JUSTN120HAMBYTICBMT
NAUT8005276842201507060035LEAD00000100000006516203CUS-20285484               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060037LEAD00000100000044044440CUS-20285486               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060236LEAD00000100000075062214CUS-20285515               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060536LEAD00000100000037211615CUS-20285555               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060537LEAD00000100000037088615CUS-20285556               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060538LEAD00000100000011783CUS-20285557               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060539LEAD00000100000011106CUS-20285558               HMM*N5MINFIVE*TICTRC
NAUT8005276842201507060746LEAD00000100000028120704CUS-20285734               HMM*N5MINFIVE*TICTRC
NAUT8006325419201507060711LEAD00000100000070512337CUS-20285665               SPKEN120ALOBYTICTRC
NAUT8006325419201507060712LEAD00000100000049858906CUS-20285669               SPKEN120ALOBYTICTRC
NAUT8006325419201507060713LEAD00000100000033617813CUS-20285671               SPKEN120ALOBYTICTRC
NAUT8006325419201507060717LEAD00000100000019151215CUS-20285673               SPKEN120ALOBYTICTRC
NAUT8006325419201507060749LEAD00000100000045601740CUS-20285738               SPKEN120ALOBYTICTRC
NAUT8006325419201507060912LEAD00000100000002148617CUS-20285879               SPKEN120ALOBYTICTRC
NAUT8006325419201507060912LEAD00000100000038865662CUS-20285877               SPKEN120ALOBYTICTRC
NAUT8006325419201507060913LEAD00000100000052806563CUS-20285875               SPKEN120ALOBYTICTRC
NAUT8006325419201507060914LEAD00000100000014067716CUS-20285885               SPKEN120ALOBYTICTRC
NAUT8006325419201507060914LEAD00000100000079756432CUS-20285880               SPKEN120ALOBYTICTRC
NAUT8006325419201507061011LEAD00000100000090814562CUS-20285993               SPKEN120ALOBYTICTRC
NAUT8006491651201507060604LEAD00000100000022578804CUS-17827218               SUNDN120HAMBYTICBMT
NAUT8006493521201507061132LEAD00000100000091710909CUS-15820432               H2**N180HAMF*TICBMT
NAUT8006493521201507061135LEAD00000100000093257559CUS-20286154               H2**N180HAMF*TICBMT
NAUT8006508911201507060812LEAD00000100000078211210CUS-20285767               SPKEN120HAMBYTICBMT
NAUT8006508911201507060813LEAD00000100000039739662CUS-20285769               SPKEN120HAMBYTICBMT
NAUT8006508911201507060852LEAD00000100000063117314CUS-20285831               SPKEN120HAMBYTICBMT
NAUT8006508911201507060905LEAD00000100000008012856CUS-20285862               SPKEN120HAMBYTICBMT
NAUT8006508911201507060958LEAD00000100000043213614CUS-20285936               SPKEN120HAMBYTICBMT
NAUT8006508911201507061150LEAD00000100000090220424CUS-20286184               SPKEN120HAMBYTICBMT
NAUT8006508911201507061154LEAD00000100000089139408CUS-20286188               SPKEN120HAMBYTICBMT
NAUT8006508911201507061406LEAD00000100000063645314CUS-20240320               SPKEN120HAMBYTICBMT
NAUT8006514043201507061427LEAD00000100000042718401CUS-20286445               DISEN60*WALKATICTRC
NAUT8006514043201507061549LEAD00000100000092365760CUS-20286589               DISEN60*WALKATICTRC
NAUT8006520108201507060713LEAD00000100000077641409CUS-20285674               INSPN180ALOHATICTRC
NAUT8006520108201507060837LEAD00000100000066763620CUS-20285802               INSPN180ALOHATICTRC
NAUT8006520108201507060842LEAD00000100000075656903CUS-20285814               INSPN180ALOHATICTRC
NAUT8006520108201507061555LEAD00000100000001020413CUS-20286591               INSPN180ALOHATICTRC
NAUT8006520108201507061619LEAD00000100000027856252CUS-20286630               INSPN180ALOHATICTRC
NAUT8006520108201507061620LEAD00000100000072173501CUS-20286631               INSPN180ALOHATICTRC
NAUT8006520108201507061620LEAD00000100000080230720CUS-19828843               INSPN180ALOHATICTRC
NAUT8006520108201507061621LEAD00000100000038451931CUS-20286634               INSPN180ALOHATICTRC
NAUT8006520108201507061621LEAD00000100000099344509CUS-20286636               INSPN180ALOHATICTRC
NAUT8006520108201507061622LEAD00000100000018810570CUS-20286638               INSPN180ALOHATICTRC
NAUT8006520108201507061622LEAD00000100000023702757CUS-20286641               INSPN180ALOHATICTRC
NAUT8006520108201507061622LEAD00000100000042713270CUS-20286640               INSPN180ALOHATICTRC
NAUT8006520108201507061623LEAD00000100000077531979CUS-20286639               INSPN180ALOHATICTRC
NAUT8006520108201507061947LEAD00000100000031707229CUS-20286953               INSPN180ALOHATICTRC
NAUT8006520108201507061948LEAD00000100000000851340CUS-20286955               INSPN180ALOHATICTRC
NAUT8006520108201507061950LEAD00000100000036612251CUS-20286961               INSPN180ALOHATICTRC
NAUT8006546989201507061517LEAD00000100000078634512CUS-20286537               TNT*L60*ALOHATICTRC
NAUT8006546989201507061627LEAD00000100000032548850CUS-20286648               TNT*L60*ALOHATICTRC
NAUT8006546989201507062136LEAD00000100000079606325CUS-20287130               TNT*L60*ALOHATICTRC
NAUT8006586984201507062336LEAD00000100000095240209CUS-20287191               DTVLN60*WALKATICTRC
NAUT8007075269201507061424LEAD00000100000075449903CUS-20286439               DISMN60*HAMF*TICBMT
NAUT8007075269201507061610LEAD00000100000036749334CUS-20286617               DISMN60*HAMF*TICBMT
NAUT8007116190201507061143LEAD00000100000043613419CUS-9159886               HERON120HAMBYTICBMT
NAUT8007116190201507061143LEAD00000100000064735816CUS-10527939               HERON120HAMBYTICBMT
NAUT8007116190201507061143LEAD00000100000084124801CUS-19618932               HERON120HAMBYTICBMT
NAUT8007116190201507061227LEAD00000100000011722631CUS-20286238               HERON120HAMBYTICBMT
NAUT8007231567201507060924LEAD00000100000076567512CUS-4749952               CMT*N120ALOBYTICTRC
NAUT8007576514201507061258LEAD000001000000214CUS-20286281               ZLIVN120ALOBYTICTRC
NAUT8007632060201507061928LEAD00000100000070737225CUS-20286927               HMM*N120ALOBYTICTRC
NAUT8007632060201507061929LEAD00000100000076645254CUS-20286924               HMM*N120ALOBYTICTRC
NAUT8007632060201507061930LEAD00000100000067217316CUS-20286930               HMM*N120ALOBYTICTRC
NAUT8008204560201507060030LEAD00000100000001748508CUS-20285482               FOXNN120ALOBYTICTRC
NAUT8008204560201507060302LEAD00000100000095947530CUS-20285521               FOXNN120ALOBYTICTRC
NAUT8008204560201507060540LEAD00000100000090274310CUS-20285559               FOXNN120ALOBYTICTRC
NAUT8008485518201507061711LEAD00000100000045133937CUS-20286730               DISAN60*ALOHATICTRC
NAUT8008597382201507060740LEAD00000100000006051860CUS-20212928               ION*N120HAMBYTICBMT
NAUT8008597382201507060945LEAD00000100000088256575CUS-19931625               ION*N120HAMBYTICTRC
NAUT8008597382201507061129LEAD00000100000091748626CUS-20286143               ION*N120HAMBYTICBMT
NAUT8009211618201507062339LEAD00000100000096080530CUS-20287195               M610P60*NOTSTTICBMT
NAUT8009211618201507062340LEAD00000100000011238CUS-20287196               M610P60*NOTSTTICBMT
NAUT8009211618201507062341LEAD00000100000093117310CUS-20287198               M610P60*NOTSTTICBMT
NAUT8009213010201507060543LEAD00000100000037737865CUS-20285563               M613P60*NOTSTTICBMT
NAUT8009213010201507060941LEAD00000100000019124215CUS-20285940               M613P60*NOTSTTICBMT
NAUT8009213024201507062339LEAD00000100000020032202CUS-20287194               M616P60*NOTSTTICBMT
NAUT8009213028201507060737LEAD00000100000089106702CUS-20285717               M617P60*NOTSTTICBMT
NAUT8009213028201507062347LEAD00000100000039827229CUS-20287204               M617P60*NOTSTTICBMT
NAUT8009260864201507060728LEAD00000100000039657601CUS-20285696               IONLN180ALOHATICTRC
NAUT8009260864201507061022LEAD00000100000081321970CUS-20286021               IONLN180ALOHATICTRC
NAUT8009260864201507061128LEAD00000100000029223803CUS-20286144               IONLN180ALOHATICTRC
NAUT8009260864201507061825LEAD00000100000023434757CUS-20286826               IONLN180ALOHATICTRC
NAUT8009260864201507062139LEAD00000100000023664757CUS-20287131               HALLN60*FLOOPTICTRC
NAUT8009357343201507060959LEAD00000100000075217214CUS-20285975               SMTHN120ALOBYTICTRC
NAUT8009357343201507061007LEAD00000100000060431815CUS-10082917               SMTHN120ALOBYTICTRC
NAUT8009357343201507061045LEAD00000100000060543630CUS-20286060               SMTHN120ALOBYTICTRC
NAUT8009521768201507060535LEAD00000100000008731609CUS-20285554               ESQ*N120HAMBYTICBMT
NAUT8009521768201507060943LEAD00000100000053538920CUS-20285941               ESQ*N120HAMBYTICBMT
NAUT8009521768201507061239LEAD00000100000085018602CUS-5867076               ESQ*N120HAMBYTICBMT
NAUT8009521768201507061300LEAD00000100000092648714CUS-20286284               ESQ*N120HAMBYTICBMT
NAUT8009523012201507061128LEAD00000100000008110856CUS-20286145               USA*L60*ALOHATICTRC
NAUT8009526846201507061130LEAD00000100000028105704CUS-20286149               DWOMN60*WALKATICTRC
NAUT8009526846201507061145LEAD00000100000026037304CUS-20286175               DWOMN60*WALKATICTRC
NAUT8009526846201507061431LEAD00000100000030263770CUS-20286455               DWOMN60*WALKATICTRC
NAUT8009526851201507060842LEAD00000100000087114505CUS-20285812               PIVTN180HAMF*TICBMT
NAUT8009526851201507060845LEAD00000100000049097269CUS-20285817               PIVTN180HAMF*TICBMT
NAUT8009526851201507061637LEAD00000100000029617845CUS-20286668               PIVTN180HAMF*TICBMT
NAUT8009531059201507060036LEAD00000100000092243760CUS-20285485               LIFEL60*ALOHATICTRC
NAUT8009531983201507060702LEAD00000100000071409318CUS-20285651               RELZ*N120HAMBYTICBMT
NAUT8009531983201507060734LEAD00000100000063010816CUS-20285709               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061129LEAD00000100000070785225CUS-20286146               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061130LEAD00000100000076010817CUS-20286150               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061131LEAD00000100000094577510CUS-20286152               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061144LEAD00000100000036312850CUS-4231010               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061434LEAD00000100000046151765CUS-20286460               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061829LEAD00000100000033150786CUS-11375063               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061832LEAD00000100000011228347CUS-20286833               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061833LEAD00000100000033147786CUS-20286835               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061842LEAD00000100000075143903CUS-20286850               RELZ*N120HAMBYTICBMT
NAUT8009531983201507061912LEAD00000100000039851229CUS-20286900               RELZ*N120HAMBYTICBMT
